"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,162479811,33541189
2020,12,162481453,33548889
2020,12,162481452,33548888
2020,19,162481471,33541210
2020,20,162479865,33541202
2020,12,162481511,33548898
2020,3,162481469,33548892
2020,22,162481522,33548899
2020,12,162481440,33548883
2020,18,162479951,33548900
2020,12,162481566,33548906
2020,18,162481560,33548905
2020,12,162479985,33541225
2020,12,162481587,33548908
2020,5,162479988,33541226
2020,18,162479956,33548901
2020,12,162479953,33541218
2020,10,162481590,33548909
2020,3,162479999,33541228
2020,12,162481501,33548895
2020,12,162481573,33541223
2020,20,162480021,33548914
2020,12,162481570,33541220
2020,12,162480001,33541232
2020,3,162481644,33541234
2020,12,162481648,33541237
2020,6,162481643,33548916
2020,12,162481630,33548915
2020,12,162481641,33548919
2020,12,162480042,33548922
2020,12,162480026,33548918
2020,12,162481670,33548926
2020,12,162480070,33548927
2020,18,162480057,33541243
2020,4,162481649,33541238
2020,4,162480029,33541236
2020,12,162480088,33541256
2020,19,162480107,33541261
2020,18,162481707,33541264
2020,18,162480096,33548932
2020,2,162480132,33541269
2020,18,162480125,33541268
2020,12,162480153,33541271
2020,2,162480177,33541277
2020,12,162481746,33541270
2020,19,162481770,33548950
2020,3,162480103,33541260
2020,3,162480102,33541259
2020,12,162481741,33548940
2020,12,162481792,33548956
2020,19,162480197,33548958
2020,18,162481767,33541275
2020,19,162481795,33541280
2020,12,162481810,33548960
2020,3,162480212,33541283
2020,12,162480210,33541282
2020,22,162480238,33541293
2020,18,162480233,33541291
2020,12,162480234,33548963
2020,12,162480213,33541284
2020,3,162481821,33548959
2020,2,162480251,33548973
2020,12,162481871,33541298
2020,12,162481857,33548968
2020,20,162481905,33541273
2020,3,162480235,33541292
2020,12,162481971,33541312
2020,12,162481985,33548988
2020,12,162480316,33548987
2020,10,162481965,33548985
2020,12,162480326,33541313
2020,3,162481970,33548986
2020,3,162480331,33548992
2020,12,162481935,33548980
2020,12,162480344,33541322
2020,12,162482067,33549000
2020,18,162480399,33541335
2020,18,162480398,33541334
2020,12,162480367,33548994
2020,2,162482072,33549001
2020,12,162482083,33549006
2020,12,162480418,33549012
2020,19,162482140,33549021
2020,12,162480442,33549016
2020,12,162480455,33541346
2020,12,162482160,33549025
2020,12,162482126,33549015
2020,12,162480439,33549020
2020,9,162482138,33549019
2020,12,162482169,33549028
2020,18,162482182,33549033
2020,12,162482179,33541354
2020,12,162480503,33549037
2020,12,162480511,33541357
2020,12,162480521,33541361
2020,12,162482217,33549041
2020,12,162480528,33549042
2020,12,162482228,33549043
2020,12,162480545,33541365
2020,9,162480512,33541358
2020,12,162482245,33549047
2020,12,162482259,33541368
2020,12,162480566,33541370
2020,20,162482270,33549055
2020,12,162482269,33549053
2020,3,162482293,33549059
2020,12,162480592,33541374
2020,19,162480602,33549060
2020,12,162482312,33541379
2020,22,162482315,33549061
2020,20,162480609,33541380
2020,12,162482343,33549066
2020,12,162482325,33549064
2020,12,162482358,33541385
2020,18,162480650,33541392
2020,3,162482377,33549074
2020,12,162480657,33541395
2020,12,162480664,33541397
2020,19,162482381,33549078
2020,12,162480658,33541396
2020,12,162480680,33541400
2020,5,162482412,33549088
2020,3,162482412,33549086
2020,12,162480685,33541401
2020,9,162480694,33541403
2020,12,162475947,33548815
2020,3,162475183,33548702
2020,12,162478721,33541007
2020,12,162482390,33549081
2020,12,162481451,33541206
2020,19,162481828,33548965
2020,4,162475175,33548699
2020,19,162475196,33548704
2020,18,162475198,33548706
2020,12,162475185,33541002
2020,12,162478724,33541006
2020,12,162478737,33548709
2020,12,162478742,33541012
2020,12,162478735,33541009
2020,18,162475219,33548710
2020,12,162478783,33548713
2020,12,162475264,33548714
2020,12,162475273,33548715
2020,18,162478823,33541028
2020,18,162478822,33541027
2020,12,162475287,33548719
2020,12,162478845,33541032
2020,12,162478851,33548726
2020,3,162475341,33548727
2020,18,162478918,33548731
2020,5,162478907,33548730
2020,20,162478939,33541050
2020,2,162478876,33541037
2020,10,162475413,33541054
2020,9,162475413,33548734
2020,12,162478967,33541055
2020,12,162478988,33541062
2020,11,162479000,33548738
2020,18,162475457,33541061
2020,12,162475476,33548742
2020,9,162479079,33541075
2020,12,162479087,33548747
2020,2,162479090,33548749
2020,12,162475526,33548748
2020,9,162475528,33548750
2020,10,162475508,33548741
2020,12,162475532,33541078
2020,20,162475564,33548756
2020,12,162475562,33548755
2020,3,162475625,33541086
2020,12,162475605,33548758
2020,18,162475640,33548769
2020,12,162479216,33548773
2020,18,162475665,33548774
2020,12,162479203,33541090
2020,18,162479224,33541092
2020,11,162479196,33541084
2020,12,162479242,33541094
2020,12,162479253,33548779
2020,18,162479272,33548782
2020,12,162479244,33541095
2020,2,162475776,33548790
2020,12,162475781,33548792
2020,12,162479305,33541106
2020,2,162475793,33548794
2020,12,162475779,33548791
2020,12,162475782,33548793
2020,12,162479299,33541105
2020,2,162475830,33548801
2020,2,162475829,33541119
2020,20,162479344,33541120
2020,18,162479334,33548800
2020,12,162475848,33548804
2020,12,162475837,33548803
2020,12,162479331,33548799
2020,18,162479408,33541128
2020,3,162475870,33541126
2020,12,162475798,33548796
2020,12,162479431,33541134
2020,18,162475951,33541137
2020,18,162475953,33548817
2020,12,162479437,33548814
2020,12,162476004,33541141
2020,18,162476004,33541143
2020,20,162476001,33541142
2020,12,162482716,33549152
2020,12,162482246,33541367
2020,3,162483095,33541522
2020,20,162483532,33541594
2020,3,162483508,33549350
2020,12,162486877,33541672
2020,18,162482943,33549225
2020,3,162481255,33548856
2020,12,162480288,33541310
2020,12,162482063,33548999
2020,12,162481787,33548955
2020,18,162479725,33541179
2020,18,162479997,33541229
2020,12,162482354,33541384
2020,9,162482447,33541407
2020,20,162482804,33549176
2020,12,162481049,33541495
2020,22,162481286,33548863
2020,18,162481280,33541177
2020,12,162479781,33548870
2020,3,162479855,33541199
2020,10,162481379,33541190
2020,20,162479892,33541208
2020,12,162479907,33541212
2020,18,162481441,33548885
2020,18,162480043,33541240
2020,12,162480071,33541248
2020,12,162481683,33541249
2020,12,162480075,33541251
2020,18,162481669,33548925
2020,18,162480080,33541254
2020,18,162481697,33548933
2020,12,162481684,33548929
2020,9,162481682,33548928
2020,3,162481708,33548935
2020,2,162481773,33548951
2020,18,162480169,33541276
2020,12,162481950,33541305
2020,12,162480315,33541314
2020,3,162482048,33548998
2020,12,162480393,33541331
2020,18,162482115,33549013
2020,10,162482231,33549034
2020,12,162480546,33549046
2020,9,162480555,33541366
2020,6,162480642,33541388
2020,19,162480655,33541394
2020,12,162482422,33549089
2020,12,162480667,33549082
2020,3,162480717,33549094
2020,12,162480720,33541411
2020,12,162482503,33549103
2020,4,162480716,33541409
2020,18,162480708,33549093
2020,12,162480756,33541423
2020,12,162482545,33549112
2020,12,162480763,33549119
2020,10,162482530,33549109
2020,12,162482538,33549115
2020,2,162482563,33541426
2020,5,162482576,33549124
2020,12,162482588,33549114
2020,12,162480787,33541429
2020,3,162482525,33549098
2020,6,162480761,33541418
2020,12,162480791,33549125
2020,12,162482601,33549127
2020,12,162482608,33549130
2020,12,162482604,33549128
2020,19,162480790,33541430
2020,21,162482611,33541433
2020,10,162482636,33541438
2020,12,162482637,33549135
2020,19,162482553,33549111
2020,12,162480821,33549139
2020,9,162482676,33549146
2020,12,162480816,33549136
2020,18,162482682,33549147
2020,20,162482688,33541444
2020,12,162482702,33541447
2020,3,162482697,33549150
2020,18,162482694,33549149
2020,12,162480868,33541451
2020,19,162482721,33549155
2020,12,162482752,33549161
2020,12,162482708,33549153
2020,10,162482754,33549163
2020,12,162482732,33541453
2020,12,162482767,33541457
2020,12,162480884,33541455
2020,12,162480898,33541460
2020,9,162480894,33549170
2020,19,162480903,33541461
2020,12,162480892,33541458
2020,12,162480915,33541462
2020,10,162482817,33549182
2020,12,162480883,33541454
2020,18,162482737,33541452
2020,12,162480946,33549190
2020,12,162482807,33541465
2020,12,162482820,33549183
2020,12,162480955,33549184
2020,18,162482852,33549198
2020,18,162482833,33549193
2020,19,162480951,33549191
2020,9,162482824,33541468
2020,12,162482847,33549197
2020,12,162482867,33549203
2020,23,162480963,33541473
2020,18,162482810,33549179
2020,12,162482882,33541475
2020,2,162482904,33541479
2020,12,162480998,33541480
2020,12,162481011,33541481
2020,19,162482885,33549206
2020,9,162482888,33549209
2020,18,162481020,33549221
2020,20,162482924,33541485
2020,12,162481015,33549220
2020,12,162482929,33541487
2020,12,162482945,33549226
2020,12,162482956,33541494
2020,9,162482959,33549228
2020,12,162482974,33549230
2020,23,162482966,33541489
2020,12,162482964,33549229
2020,12,162481061,33541500
2020,12,162482992,33549238
2020,12,162481074,33549235
2020,12,162481065,33541502
2020,12,162482999,33541505
2020,9,162481084,33541506
2020,12,162482950,33549227
2020,18,162483011,33549241
2020,3,162483022,33541509
2020,12,162482990,33549236
2020,12,162483048,33541511
2020,12,162483046,33549244
2020,10,162483078,33549255
2020,12,162483065,33549250
2020,18,162481123,33549249
2020,19,162481140,33549234
2020,18,162481140,33541492
2020,2,162483098,33541523
2020,12,162483101,33549258
2020,18,162483091,33541518
2020,18,162481154,33549253
2020,12,162483069,33549252
2020,2,162481137,33549251
2020,22,162481143,33541520
2020,19,162481142,33541519
2020,12,162483136,33549265
2020,12,162481083,33541507
2020,3,162481170,33541528
2020,19,162481344,33548872
2020,12,162481345,33548866
2020,18,162479819,33541191
2020,18,162481413,33548879
2020,12,162481613,33541230
2020,9,162480058,33541244
2020,12,162481834,33548962
2020,3,162480379,33549004
2020,2,162482103,33541337
2020,3,162480536,33541363
2020,12,162482258,33549051
2020,12,162482324,33549063
2020,3,162480628,33549068
2020,10,162482364,33541387
2020,12,162480673,33541398
2020,12,162480706,33541404
2020,18,162482462,33541410
2020,12,162482481,33549096
2020,12,162482468,33549095
2020,18,162482491,33549099
2020,18,162482494,33549101
2020,9,162482507,33549105
2020,15,162482483,33549097
2020,18,162482520,33549100
2020,19,162480757,33541424
2020,3,162480744,33541416
2020,3,162482565,33549120
2020,19,162482567,33549121
2020,12,162482540,33549116
2020,12,162480782,33541428
2020,12,162482536,33549113
2020,12,162480796,33541432
2020,19,162482602,33541431
2020,24,162480807,33541436
2020,12,162482634,33549134
2020,6,162480813,33549133
2020,18,162482655,33549140
2020,12,162480772,33549123
2020,12,162480812,33541437
2020,12,162480844,33549154
2020,3,162482704,33541448
2020,20,162480856,33541450
2020,19,162480880,33549159
2020,9,162482797,33541464
2020,19,162480933,33549180
2020,3,162480941,33541466
2020,3,162482836,33549194
2020,3,162482838,33549195
2020,12,162482844,33549196
2020,12,162482840,33541467
2020,12,162482778,33549171
2020,10,162480961,33541472
2020,3,162482846,33541470
2020,20,162480944,33549188
2020,12,162482855,33549200
2020,12,162482890,33549210
2020,12,162482903,33541478
2020,12,162482896,33549212
2020,12,162482845,33541469
2020,2,162482915,33541482
2020,4,162482915,33541483
2020,12,162481035,33541490
2020,2,162482910,33549217
2020,19,162481001,33549216
2020,12,162482920,33549218
2020,3,162481057,33541499
2020,10,162482939,33541491
2020,18,162481055,33541498
2020,3,162482985,33549233
2020,12,162481075,33541504
2020,10,162481088,33541508
2020,12,162483071,33549254
2020,12,162483090,33549256
2020,12,162481121,33549248
2020,12,162483102,33541525
2020,18,162481097,33541510
2020,12,162481109,33541512
2020,3,162486182,33541530
2020,3,162486195,33549276
2020,2,162486196,33549275
2020,12,162486186,33541531
2020,19,162486198,33549269
2020,3,162486217,33541534
2020,12,162483210,33549283
2020,12,162483213,33541541
2020,12,162486223,33541536
2020,12,162486233,33549288
2020,12,162483243,33549289
2020,12,162483247,33549290
2020,12,162483131,33549264
2020,18,162483270,33549298
2020,12,162483254,33549292
2020,12,162483267,33541546
2020,12,162483277,33541544
2020,3,162483324,33549307
2020,12,162486263,33541548
2020,12,162486270,33541549
2020,20,162483262,33549295
2020,9,162483332,33549309
2020,10,162486300,33541554
2020,3,162486305,33541556
2020,12,162483273,33541547
2020,12,162486334,33549318
2020,12,162486312,33549311
2020,10,162483370,33549320
2020,18,162483237,33541537
2020,10,162486321,33549313
2020,18,162486272,33541550
2020,12,162483350,33549315
2020,2,162483357,33549317
2020,6,162483393,33549324
2020,12,162483292,33541551
2020,2,162486351,33541569
2020,9,162483408,33549326
2020,12,162483409,33549327
2020,20,162483415,33541575
2020,12,162483410,33549328
2020,3,162483432,33549334
2020,12,162486395,33549336
2020,12,162486412,33541576
2020,18,162483455,33541580
2020,18,162486407,33549339
2020,12,162486415,33541581
2020,12,162483442,33549332
2020,2,162486447,33549344
2020,12,162483466,33541585
2020,12,162486345,33549321
2020,12,162486431,33541586
2020,12,162486433,33541588
2020,12,162486439,33541590
2020,12,162483507,33549349
2020,3,162483474,33549342
2020,18,162483515,33549351
2020,9,148062968,29414017
2020,12,148058305,29414022
2020,2,148063190,29414066
2020,5,148066809,29418743
2020,20,148058812,29422102
2020,12,148066872,29414204
2020,2,148059074,29422172
2020,12,148067234,29414296
2020,20,148064204,29418859
2020,12,148049804,29418280
2020,12,148050100,29418351
2020,12,148058606,29414131
2020,2,148066778,29418737
2020,10,148067438,29422226
2020,19,148059593,29418982
2020,12,148059722,29422330
2020,19,148059931,29422374
2020,12,148065331,29419165
2020,9,148065654,29414689
2020,5,148067541,29418938
2020,12,148059564,29422291
2020,10,148059563,29422289
2020,12,148068053,29419064
2020,12,148060104,29422414
2020,10,148065354,29414616
2020,12,148065394,29419182
2020,3,148065421,29422454
2020,3,148060345,29422483
2020,19,148068715,29419247
2020,12,148068996,29419319
2020,12,148069080,29419338
2020,12,148071198,29419401
2020,12,147369717,29251557
2020,18,147385715,29257978
2020,3,148058019,29413908
2020,9,148058027,29421926
2020,12,148062908,29413993
2020,18,148063141,29414054
2020,18,148058689,29418709
2020,3,148066797,29414184
2020,20,148064849,29414489
2020,12,148065382,29422446
2020,12,148065433,29414631
2020,18,148065474,29419216
2020,3,148065533,29414660
2020,12,148069505,29419445
2020,19,148049740,29418270
2020,9,148061618,29413717
2020,11,148061693,29421799
2020,12,148062766,29413966
2020,3,148063640,29414170
2020,12,148059045,29414267
2020,12,148053930,29413165
2020,12,148054195,29411349
2020,12,148054217,29413227
2020,2,148067120,29418827
2020,12,148059092,29422178
2020,18,148067327,29414331
2020,12,148067503,29422235
2020,19,148064689,29418981
2020,12,148064754,29414460
2020,12,148044889,29412950
2020,12,148061587,29421785
2020,2,148050489,29418435
2020,12,148062174,29413826
2020,12,148058058,29418508
2020,9,148253149,29497320
2020,18,148249852,29487835
2020,12,148249947,29487856
2020,18,148253251,29497344
2020,9,148253251,29497343
2020,10,148249955,29487857
2020,10,148253310,29492450
2020,18,148249969,29487861
2020,2,148249972,29487862
2020,12,148249988,29487863
2020,12,148250002,29487865
2020,12,148250003,29487866
2020,12,148259033,29492454
2020,12,148250010,29487868
2020,10,148250011,29487869
2020,18,148259042,29492458
2020,12,147372897,29254551
2020,22,148252789,29497216
2020,12,147369623,29251542
2020,12,162537476,33561417
2020,19,162537567,33562121
2020,2,162534004,33562152
2020,18,162534021,33562164
2020,12,162534022,33562165
2020,12,162537795,33561501
2020,12,162534609,33561660
2020,2,162534607,33561659
2020,12,162538691,33562394
2020,12,162538800,33566777
2020,2,162535005,33562447
2020,10,162535186,33566846
2020,3,162539452,33562562
2020,5,162535433,33562551
2020,3,162535433,33562552
2020,18,162539578,33566962
2020,4,162535677,33566995
2020,12,162535739,33562626
2020,3,162535735,33562624
2020,6,162539745,33567014
2020,9,162539753,33567016
2020,9,162539745,33567013
2020,2,162539961,33567060
2020,12,162535884,33562662
2020,12,162535975,33562688
2020,18,162540169,33567103
2020,12,162541420,33562808
2020,12,162541419,33562807
2020,12,162541345,33562785
2020,12,162541445,33567219
2020,12,162541779,33562891
2020,19,162546218,33567375
2020,18,162541966,33562941
2020,12,162546567,33563006
2020,18,162542156,33563003
2020,19,162542570,33563116
2020,12,162547093,33563124
2020,3,162542680,33563149
2020,12,162543051,33563260
2020,18,162548189,33567881
2020,12,162548387,33563382
2020,19,162548409,33567932
2020,18,162548738,33568031
2020,12,162548933,33563521
2020,18,162544552,33563660
2020,12,162544553,33563661
2020,9,162549770,33563704
2020,19,162549820,33568302
2020,12,162549896,33568318
2020,18,162550288,33568438
2020,3,162545199,33568440
2020,20,162550472,33568475
2020,18,162550565,33568493
2020,12,162545449,33563874
2020,11,162545558,33568554
2020,19,162551120,33568622
2020,3,162551738,33568776
2020,18,162552202,33564164
2020,12,162556889,33564202
2020,12,162552854,33569017
2020,18,162552893,33569029
2020,19,162557282,33564305
2020,3,162557368,33564331
2020,4,162557510,33564371
2020,3,162557510,33564370
2020,2,147369268,29251479
2020,12,146795668,29098417
2020,3,147374074,29257140
2020,3,147382716,29257253
2020,3,147381596,29256968
2020,12,147377248,29254679
2020,12,147386351,29255416
2020,12,147377406,29257005
2020,3,147378259,29255032
2020,12,147383838,29257534
2020,12,147381213,29254671
2020,12,147378866,29261967
2020,12,147386459,29255434
2020,10,146795860,29111817
2020,12,146821548,29111876
2020,3,147385229,29255481
2020,5,147372215,29254402
2020,12,147373056,29254587
2020,12,147385620,29257956
2020,12,147372759,29254505
2020,12,147383853,29257541
2020,12,147386732,29255489
2020,12,147387146,29262262
2020,18,162557587,33564388
2020,18,162553339,33564393
2020,18,162557657,33564411
2020,12,162558289,33564583
2020,12,162558343,33569379
2020,18,162554389,33569411
2020,18,162554397,33569414
2020,11,162558462,33564619
2020,12,162558474,33569419
2020,12,162559631,33564880
2020,12,147387062,29257975
2020,4,147371005,29256834
2020,12,147382929,29254968
2020,3,147379031,29262011
2020,12,147379627,29262149
2020,18,147371112,29246519
2020,12,147379256,29262064
2020,12,147372964,29254567
2020,3,147373279,29254644
2020,12,147381182,29256876
2020,10,147382622,29254886
2020,3,147374453,29257268
2020,5,147374453,29257266
2020,18,147378993,29262001
2020,12,147379702,29262172
2020,19,148257672,29497177
2020,3,148257987,29492215
2020,12,148250024,29487871
2020,12,148250027,29487872
2020,3,148250030,29487873
2020,18,148250033,29487874
2020,12,148250043,29487875
2020,18,148250045,29487876
2020,5,148259073,29492467
2020,12,148250052,29487878
2020,18,148250063,29487881
2020,3,148250065,29487882
2020,18,148250073,29487883
2020,12,148250074,29487884
2020,18,148250082,29492472
2020,3,148250083,29487886
2020,18,148259118,29492474
2020,12,148259117,29492473
2020,10,148250084,29487887
2020,12,148250086,29487888
2020,12,148250094,29487890
2020,12,147377820,29246696
2020,12,147384314,29255300
2020,10,147381994,29257072
2020,12,147382505,29257208
2020,3,147378430,29261844
2020,4,147378430,29261843
2020,5,147378430,29261845
2020,3,147384558,29262058
2020,12,147385415,29257898
2020,2,148044088,29411027
2020,20,148044089,29411028
2020,20,148044102,29411032
2020,12,148053054,29412992
2020,19,148053450,29413068
2020,2,148053451,29413069
2020,12,148053961,29413172
2020,12,148054102,29413201
2020,12,148066888,29418764
2020,12,148064526,29414406
2020,12,148067645,29422276
2020,20,148064664,29414436
2020,12,148068294,29422393
2020,12,147370064,29251616
2020,12,147373067,29251739
2020,18,147374124,29254844
2020,3,147374396,29254906
2020,12,148051654,29412737
2020,12,148044290,29411068
2020,12,148053074,29412999
2020,12,148054479,29413283
2020,18,148051006,29421961
2020,19,148058236,29418556
2020,12,148065603,29414676
2020,20,148252722,29497200
2020,12,148249751,29487813
2020,12,148258785,29492403
2020,18,148065975,29414771
2020,12,148048209,29417935
2020,12,148053175,29411246
2020,10,148062845,29413983
2020,12,148054748,29413340
2020,19,148064366,29414362
2020,19,148068165,29414534
2020,12,148059950,29414550
2020,19,148061963,29418404
2020,22,148050403,29418419
2020,19,148062713,29418527
2020,11,148066211,29421993
2020,20,148059196,29414317
2020,12,148064543,29422256
2020,12,148249415,29487715
2020,12,148059495,29422273
2020,18,148059805,29419062
2020,19,153778666,31009517
2020,2,153201001,30887348
2020,12,162542601,33567601
2020,18,162547081,33567611
2020,19,162547232,33563170
2020,19,162542768,33567661
2020,3,162542978,33563242
2020,19,162547665,33567753
2020,18,162547810,33567794
2020,18,162543785,33567981
2020,12,162548622,33568002
2020,12,162543932,33568030
2020,19,162543940,33563467
2020,18,162548769,33563481
2020,19,162544197,33563564
2020,19,162549462,33563643
2020,12,162549580,33568245
2020,3,162549777,33563706
2020,19,162549877,33568312
2020,12,162544850,33568330
2020,18,162549951,33563732
2020,9,162550028,33568355
2020,19,162550338,33568450
2020,18,162545364,33563849
2020,12,162545589,33563907
2020,4,162551157,33568634
2020,18,162551186,33568645
2020,12,162551337,33568690
2020,12,162551959,33568831
2020,12,162556675,33564152
2020,12,162552403,33568915
2020,18,162557118,33564258
2020,18,162553357,33569152
2020,18,162553629,33569226
2020,19,162553816,33564499
2020,12,162553954,33569313
2020,9,162558102,33564526
2020,3,162554329,33564600
2020,19,162558400,33564604
2020,10,162558421,33564608
2020,9,162554486,33569431
2020,18,162558560,33564636
2020,3,162554604,33564652
2020,12,162554986,33569535
2020,18,162558830,33564713
2020,3,162555038,33569545
2020,19,162555159,33564750
2020,12,162517951,33559083
2020,12,162518368,33555469
2020,6,162518668,33559240
2020,6,162518671,33559242
2020,20,162518707,33559250
2020,18,162518921,33559306
2020,3,162519384,33559395
2020,19,162519417,33559404
2020,12,162519573,33559447
2020,9,162519608,33559457
2020,3,162519758,33559495
2020,19,162522944,33559538
2020,5,162523214,33559636
2020,19,162520439,33559661
2020,11,162523546,33555867
2020,12,162521088,33559832
2020,3,162526250,33555939
2020,12,162523974,33555964
2020,12,162526473,33559928
2020,2,162524164,33556009
2020,12,162526956,33560040
2020,2,162527144,33560083
2020,3,162525075,33560253
2020,3,162525508,33556315
2020,9,162528853,33560449
2020,12,162531674,33556585
2020,12,162530091,33560796
2020,22,162530319,33560869
2020,18,162530358,33556677
2020,12,162531142,33561082
2020,2,162536241,33561111
2020,12,162536538,33561924
2020,12,162536546,33561192
2020,12,162536973,33561295
2020,18,162533470,33561306
2020,12,162533539,33562029
2020,22,162537563,33561432
2020,12,162537566,33561434
2020,12,162533878,33562123
2020,9,162534171,33562209
2020,18,162538110,33562266
2020,12,162534420,33562283
2020,12,162534746,33562381
2020,12,162534811,33562396
2020,3,162538818,33566782
2020,10,162534979,33566788
2020,9,162535228,33562506
2020,19,162535335,33566897
2020,12,162535455,33562557
2020,4,162539868,33567041
2020,12,162536007,33567089
2020,18,162541225,33562744
2020,18,162541426,33562811
2020,12,162540719,33567238
2020,12,162546323,33567406
2020,18,162546503,33567446
2020,12,162546557,33567464
2020,3,162542144,33562997
2020,12,162546671,33567491
2020,12,162542624,33567609
2020,12,162547253,33567654
2020,18,162542762,33567659
2020,18,162543156,33563285
2020,12,162543474,33563350
2020,19,162548268,33567899
2020,18,162548438,33563394
2020,18,162548462,33567951
2020,12,162548628,33563439
2020,18,162548759,33568038
2020,19,162548908,33563513
2020,19,162548946,33568088
2020,3,162549026,33568107
2020,3,162544117,33568101
2020,12,162510254,33555022
2020,12,162516383,33558672
2020,18,162510534,33555092
2020,4,162516609,33558734
2020,3,162510630,33555122
