"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,9,148067177
2020,9,148064135
2020,9,148059193
2020,9,148064310
2020,6,148064426
2020,9,148059409
2020,9,148059415
2020,9,148059445
2020,6,148059516
2020,6,148067657
2020,8,148067727
2020,6,148067791
2020,9,148067818
2020,6,148067849
2020,9,148064844
2020,9,148059761
2020,9,148059834
2020,9,148068123
2020,9,148068134
2020,9,148068213
2020,9,148060060
2020,6,148065389
2020,9,148068527
2020,9,148068715
2020,9,148068836
2020,6,148068846
2020,9,148068949
2020,9,148252604
2020,9,148584661
2020,6,148574590
2020,6,148574589
2020,6,148047794
2020,6,148047793
2020,9,148044598
2020,9,148048286
2020,9,148048737
2020,9,148049954
2020,9,148049190
2020,9,148049191
2020,6,148049291
2020,6,148049312
2020,9,148057672
2020,9,148050099
2020,9,148062516
2020,6,148066557
2020,9,148059079
2020,9,148059246
2020,9,148059326
2020,9,148059659
2020,9,148067917
2020,9,148064905
2020,6,148065470
2020,9,148068677
2020,9,148065627
2020,9,148068856
2020,9,148060847
2020,9,148061089
2020,6,153195429
2020,6,153014352
2020,9,153195484
2020,9,163835251
2020,6,163839259
2020,6,163839390
2020,9,163839389
2020,9,163835405
2020,9,163839391
2020,9,163839384
2020,9,163835435
2020,9,163835508
2020,9,163835619
2020,6,163839784
2020,9,163840067
2020,6,162556544
2020,6,162552029
2020,2,162556694
2020,9,162556712
2020,9,162552168
2020,6,162552181
2020,9,162556769
2020,6,162552320
2020,6,162552441
2020,9,162552451
2020,9,162552418
2020,9,162552497
2020,9,162552564
2020,9,162552685
2020,6,162552714
2020,6,162557159
2020,6,162552756
2020,6,162552785
2020,9,162557189
2020,9,162552816
2020,9,162552833
2020,6,162552858
2020,9,162557262
2020,9,162552923
2020,9,162552944
2020,9,162557326
2020,9,162553029
2020,9,162557409
2020,6,162553105
2020,8,162557452
2020,6,162557452
2020,8,162553125
2020,6,162553125
2020,9,162557460
2020,9,162553197
2020,6,162553213
2020,9,162553238
2020,9,162553259
2020,9,162553310
2020,9,162553330
2020,9,162553354
2020,6,162553397
2020,6,162553419
2020,9,162553439
2020,9,162557698
2020,6,162553581
2020,6,162557794
2020,6,162557793
2020,6,162553641
2020,9,162557844
2020,3,162553717
2020,9,162553792
2020,9,162553799
2020,9,162557979
2020,9,162553809
2020,6,162553865
2020,6,162558068
2020,9,162558084
2020,9,162553967
2020,9,162553970
2020,9,162553980
2020,9,162553993
2020,9,162554016
2020,9,162558166
2020,9,162554045
2020,9,162554073
2020,6,162554095
2020,6,162554092
2020,6,162554114
2020,9,162558224
2020,9,162554131
2020,6,162554127
2020,9,162554141
2020,9,162558271
2020,6,162554160
2020,6,162554159
2020,6,162558284
2020,9,162558297
2020,9,162554223
2020,11,162558315
2020,9,162554241
2020,9,162539629
2020,9,162539645
2020,9,162539821
2020,6,162539860
2020,6,162539858
2020,6,162539869
2020,6,162539883
2020,6,162535828
2020,9,162535878
2020,9,162535880
2020,9,162540028
2020,9,162540069
2020,6,162535944
2020,6,162540035
2020,6,162540095
2020,9,162540172
2020,9,162536081
2020,6,162540196
2020,6,162536101
2020,9,162536130
2020,6,162540322
2020,9,162540313
2020,6,162540319
2020,6,162536173
2020,6,162536169
2020,6,162540327
2020,6,162540311
2020,9,162540391
2020,6,162541219
2020,6,162540410
2020,6,162540402
2020,9,162540376
2020,2,162536136
2020,5,162536140
2020,9,162541262
2020,9,162540481
2020,9,162540467
2020,6,162540487
2020,6,162540473
2020,6,162540474
2020,9,162540504
2020,9,162540521
2020,9,162541368
2020,9,162540607
2020,6,162540602
2020,9,162541394
2020,6,162540628
2020,6,162541418
2020,9,162540669
2020,9,162541409
2020,6,162541462
2020,6,162540690
2020,6,162540681
2020,6,162540680
2020,9,162541499
2020,9,162541514
2020,9,162541532
2020,9,162541557
2020,9,162541574
2020,6,162540819
2020,8,162540818
2020,9,162541576
2020,9,162541659
2020,9,162541666
2020,6,162541587
2020,6,162540857
2020,9,162540926
2020,6,162540952
2020,6,162540950
2020,6,162540986
2020,3,162541769
2020,9,162541110
2020,6,147383336
2020,6,147374974
2020,6,147379737
2020,9,147372548
2020,6,147383385
2020,9,147378858
2020,9,147375650
2020,9,162542075
2020,9,162546530
2020,9,162542140
2020,9,162542151
2020,9,162542162
2020,9,162542149
2020,6,162546624
2020,9,162546650
2020,9,162546672
2020,9,162546691
2020,6,162546689
2020,6,162546684
2020,6,162546686
2020,6,162546687
2020,6,162542300
2020,9,162542322
2020,9,162542323
2020,9,162546756
2020,9,162542320
2020,6,162546786
2020,9,162542363
2020,6,162542384
2020,9,162546989
2020,9,162542540
2020,9,162546949
2020,9,162542579
2020,6,162547141
2020,6,162542667
2020,9,162542826
2020,6,162547382
2020,9,162542851
2020,6,162547539
2020,10,162547533
2020,9,162547565
2020,9,162543025
2020,9,162543105
2020,9,162543129
2020,6,162547808
2020,6,162547850
2020,6,162547845
2020,6,162547844
2020,10,162547872
2020,9,162543223
2020,9,162547858
2020,9,162547949
2020,6,162547969
2020,6,162547971
2020,6,162548038
2020,6,162543360
2020,9,162543358
2020,9,162548060
2020,6,162548130
2020,9,162548181
2020,8,162543548
2020,9,162543579
2020,9,162548303
2020,9,162548302
2020,9,162543614
2020,9,162548391
2020,9,162543635
2020,9,162548407
2020,9,162543665
2020,9,162548436
2020,6,162543661
2020,9,162548458
2020,9,162548466
2020,9,162548529
2020,9,162548551
2020,9,162543776
2020,6,162543778
2020,9,162548566
2020,9,162548590
2020,10,162548632
2020,9,162548626
2020,9,162543854
2020,9,162548652
2020,9,162543896
2020,9,162548694
2020,9,162548720
2020,9,162543956
2020,9,162543971
2020,9,162548889
2020,9,162548897
2020,9,162548926
2020,9,162548988
2020,9,162544118
2020,9,162549046
2020,9,162549055
2020,6,162549167
2020,6,162549168
2020,9,162549188
2020,9,162549299
2020,9,162549399
2020,9,162549417
2020,9,162544435
2020,9,162549521
2020,6,162549589
2020,6,162549587
2020,9,162544600
2020,6,162549625
2020,9,162544595
2020,9,162549654
2020,9,162544648
2020,9,162549718
2020,9,162544705
2020,9,162549756
2020,9,162544723
2020,9,162544760
2020,9,146821238
2020,6,147385396
2020,6,147379816
2020,9,147379815
2020,9,147379868
2020,9,147369234
2020,6,147376423
2020,6,147376456
2020,3,147376455
2020,6,147376454
2020,9,147387076
2020,6,146795824
2020,6,146795919
2020,6,146795918
2020,6,146795927
2020,9,146813874
2020,9,153016616
2020,11,146821321
2020,11,146821320
2020,6,146821391
2020,6,146821392
2020,9,147380135
2020,6,162555031
2020,9,162558847
2020,9,162555042
2020,9,162555045
2020,9,162555046
2020,6,162558861
2020,6,162555074
2020,6,162555075
2020,9,162555125
2020,9,162555144
2020,9,162555161
2020,9,162555168
2020,6,162555199
2020,3,162558962
2020,6,162558982
2020,6,162558979
2020,9,162559028
2020,6,162559057
2020,9,162555323
2020,6,162555418
2020,9,162555433
2020,9,162559122
2020,9,162555446
2020,6,162559130
2020,9,162559140
2020,6,162555486
2020,6,162555516
2020,9,162559218
2020,9,162555678
2020,6,162559400
2020,6,162556152
2020,9,146821517
2020,9,146796055
2020,10,162506837
2020,9,162511772
2020,9,162511761
2020,9,162507032
2020,6,162511929
2020,9,162512162
2020,9,162509036
2020,9,162507098
2020,9,162507126
2020,9,162512156
2020,9,162512184
2020,9,162507299
2020,9,162512359
2020,9,162512349
2020,9,162512396
2020,9,162507494
2020,9,162512624
2020,9,162512727
2020,6,162507736
2020,6,162507738
2020,6,162512914
2020,6,162512912
2020,9,162513090
2020,6,162507947
2020,9,162513191
2020,9,162508063
2020,9,162508123
2020,9,162513465
2020,6,162513459
2020,6,162508155
2020,6,162513458
2020,6,162508154
2020,9,162513441
2020,6,162513518
2020,9,162508216
2020,9,162508226
2020,6,162508376
2020,6,162508377
2020,9,162508394
2020,6,162513731
2020,9,162513745
2020,9,162508480
2020,6,162508502
2020,9,162513861
2020,9,162513909
2020,9,162513976
2020,6,162514010
2020,9,162514073
2020,6,162514086
2020,6,162514104
2020,8,162508671
2020,8,162508670
2020,9,162508713
2020,9,162508725
2020,6,162514159
2020,6,162508644
2020,9,162514183
2020,9,162508771
2020,9,162514195
2020,9,162514220
2020,6,162514237
2020,6,162508796
2020,6,162514232
2020,6,162508818
2020,6,162508819
2020,6,162514328
2020,6,162514421
2020,9,162508929
2020,9,162514348
2020,9,162514350
2020,9,162514349
2020,3,162514492
2020,6,162508964
2020,6,162508966
2020,6,162508967
2020,6,162509006
2020,9,162514673
2020,9,162509112
2020,9,162509103
2020,9,162514746
2020,9,162509143
2020,9,162509148
2020,6,162509145
2020,6,162514709
2020,9,162509153
2020,9,162521503
2020,6,162517746
2020,9,162521465
2020,6,162521619
2020,9,162517954
2020,9,162518096
2020,6,162518137
2020,8,162521898
2020,6,162521892
2020,6,162518375
2020,6,162518374
2020,9,162518428
2020,9,162521985
2020,6,162522075
2020,6,162518522
2020,9,162518531
2020,6,162518968
2020,6,162518969
2020,9,162519064
2020,6,162519096
2020,6,162519094
2020,9,162519171
2020,9,162522551
2020,6,162519359
2020,6,162522613
2020,9,162522626
2020,6,162519675
2020,9,162519727
2020,9,162522857
2020,9,162519791
2020,6,162519824
2020,9,162519821
2020,9,162519875
2020,9,162519868
2020,9,162522951
2020,9,162520074
2020,9,162520176
2020,9,162520225
2020,9,162523232
2020,9,162520373
2020,6,162520424
2020,6,162520423
2020,9,162523269
2020,6,162520440
2020,6,162523255
2020,6,162520479
2020,9,162520482
2020,6,162523347
2020,6,162523336
2020,6,162523335
2020,9,162523243
2020,9,162523364
2020,6,162520595
2020,6,162520594
2020,9,162520619
2020,9,162520676
2020,9,162520763
2020,9,162520794
2020,6,162523477
2020,9,162523532
2020,9,162523492
2020,6,162523503
2020,9,162520793
2020,6,162523502
2020,3,162520841
2020,3,162523541
2020,9,162520799
2020,6,162520914
2020,9,162520846
2020,6,162520980
2020,6,162520981
2020,6,162520996
2020,9,162523555
2020,9,162521115
2020,9,162523757
2020,9,162526187
2020,6,162526215
2020,9,162521142
2020,9,162526242
2020,6,162526228
2020,6,162523836
2020,9,162526283
2020,6,162526311
2020,9,162523952
2020,9,162526407
2020,9,162526387
2020,3,162526405
2020,3,162523954
2020,9,162526646
2020,9,162526718
2020,6,162526669
2020,9,162524161
2020,9,162526788
2020,9,162526824
2020,9,162524265
2020,9,162524318
2020,9,162527072
2020,6,162524467
2020,6,162527124
2020,6,162527152
2020,6,162527137
2020,6,162527185
2020,9,162527112
2020,6,162524578
2020,6,153997211
2020,6,153997210
2020,9,153201010
2020,9,153997368
2020,6,153994856
2020,9,162491121
2020,6,162491165
2020,6,162491166
2020,6,162494585
2020,6,162496288
2020,9,162496344
2020,9,162494757
2020,9,162494758
2020,9,162494761
2020,6,162494774
2020,9,162496409
2020,9,162496416
2020,9,162496412
2020,6,162496413
2020,9,162494830
2020,9,162496439
2020,9,162494864
2020,6,162494876
2020,6,162494874
2020,9,162496469
2020,9,162494872
2020,9,162494884
2020,9,162494798
2020,9,162496472
2020,9,162494952
2020,9,162496533
2020,6,162496536
2020,6,162496537
2020,9,162496549
2020,9,162495027
2020,9,162495034
2020,6,162495067
2020,6,162494980
2020,9,162495068
2020,9,162495085
2020,9,162495113
2020,6,162495161
2020,9,162495152
2020,9,162495164
2020,6,162496702
2020,8,162496697
2020,9,162495165
2020,6,162495168
2020,6,162496696
2020,9,162496778
2020,6,162495253
2020,6,162495250
2020,6,162495252
2020,6,162495313
2020,6,162495338
2020,9,162495379
2020,3,162496851
2020,9,162495328
2020,9,162495395
2020,9,162495437
2020,2,162496913
2020,2,162496914
2020,9,162495461
2020,3,162495466
2020,6,162496920
2020,6,162495471
2020,6,162495443
2020,9,162495425
2020,9,162496931
2020,6,162495532
2020,9,162495530
2020,9,162495570
2020,6,162495556
2020,6,162495542
2020,9,162497013
2020,9,162495568
2020,9,162495550
2020,6,162495594
2020,6,162495619
2020,6,162495593
2020,9,153778666
2020,6,153997137
2020,6,153997138
2020,9,153201006
2020,6,162498233
2020,9,162498311
2020,9,162502282
2020,6,162502274
2020,6,162498352
2020,9,162502393
2020,6,162502407
2020,9,162498475
2020,6,162498495
2020,6,162498498
2020,6,162502487
2020,6,162498501
2020,9,162502539
2020,9,162498613
2020,9,162499293
2020,6,162503680
2020,9,162502626
2020,6,162502680
2020,6,162502679
2020,6,162502666
2020,9,162502665
2020,3,162498675
2020,3,162498673
2020,9,162502744
2020,9,162502749
2020,9,162498708
2020,9,162498749
2020,9,162502773
2020,9,162502816
2020,9,162498786
2020,9,162498813
2020,9,162498847
2020,9,162502931
2020,9,162498874
2020,8,162498823
2020,6,162498955
2020,6,162502944
2020,8,162498862
2020,8,162502940
2020,9,162498848
2020,9,162498865
2020,9,162502952
2020,6,162498953
2020,6,162503151
2020,6,162499021
2020,9,162503205
2020,9,162503240
2020,9,162503251
2020,6,162499109
2020,2,162503312
2020,9,162503329
2020,9,162503380
2020,9,162499173
2020,6,162503412
2020,6,162503425
2020,3,162503338
2020,9,162499215
2020,6,162503433
2020,9,162499251
2020,9,162499294
2020,6,162503534
2020,9,162499333
2020,5,162499354
2020,6,162503610
2020,9,162499379
2020,9,162503646
2020,9,162503648
2020,9,162503672
2020,6,162499442
2020,6,162503731
2020,9,162503795
2020,9,162503875
2020,6,162503930
2020,9,162503915
2020,9,162503956
2020,2,162503992
2020,6,162503983
2020,6,162503968
2020,9,162499674
2020,6,162504103
2020,9,162499759
2020,6,162499752
2020,9,162499776
2020,9,162504131
2020,8,162504174
2020,9,162504253
2020,9,162504265
2020,6,162504268
2020,6,162504270
2020,9,162499900
2020,6,162504306
2020,9,162504343
2020,9,162504351
2020,6,162504282
2020,6,162504436
2020,6,162504433
2020,9,162504451
2020,3,162504456
2020,3,162504459
2020,6,153443329
2020,6,162559125
2020,6,162559137
2020,9,162559173
2020,6,162559217
2020,6,162555635
2020,6,162559653
2020,9,162559941
2020,8,163051285
2020,8,163051371
2020,9,163044876
2020,6,163051468
2020,6,163051469
2020,6,163051571
2020,9,163051567
2020,9,163051590
2020,9,163045043
2020,8,153994860
2020,6,153994890
2020,6,153994878
2020,9,153994877
2020,9,153821632
2020,6,162504320
2020,6,162504721
2020,6,162504720
2020,9,162500287
2020,9,162504772
2020,9,162504793
2020,6,162500344
2020,9,162500429
2020,9,162504887
2020,6,162504880
2020,6,162504879
2020,9,162500464
2020,9,162505039
2020,9,162504998
2020,9,162500516
2020,6,162500602
2020,6,162500601
2020,6,162505174
2020,6,162500586
2020,6,162500590
2020,6,162500645
2020,6,162500646
2020,6,162500644
2020,9,162505217
2020,9,162500704
2020,9,162505268
2020,6,162505292
2020,6,162505281
2020,9,162511213
2020,6,162511234
2020,9,162505379
2020,9,162505405
2020,9,162505327
2020,6,162506717
2020,6,162511642
2020,9,162511406
2020,6,162506807
2020,6,162511674
