"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2020,134271776,148053452
2020,134267786,148045404
2020,134271932,148045447
2020,134271953,148053870
2020,134271959,148048814
2020,134283028,148053961
2020,134283029,148053961
2020,134283042,148053975
2020,134283070,148054009
2020,134283173,148054102
2020,134283343,148054298
2020,134283343,148054299
2020,134283389,148054346
2020,134283432,148054392
2020,134283433,148054392
2020,134283432,148054393
2020,134469948,148249516
2020,134469948,148249515
2020,134470078,148258568
2020,134470211,148258759
2020,134470279,148253156
2020,133538359,147373237
2020,133534022,147370937
2020,133529803,147373734
2020,133529802,147373732
2020,133541776,147384620
2020,133542232,147379563
2020,133542264,147385132
2020,133542655,147385540
2020,133542666,147385564
2020,133542749,147385641
2020,133521708,147369227
2020,133521733,147369251
2020,134469800,148249382
2020,134469883,148249456
2020,134469882,148249456
2020,134469934,148258359
2020,134470042,148249614
2020,134470199,148249770
2020,134459465,148252659
2020,134459640,148258044
2020,134459640,148258045
2020,134459734,148252796
2020,134469921,148258330
2020,134470026,148258503
2020,134267550,148048616
2020,133538133,147370693
2020,133538133,147373131
2020,133538133,147370691
2020,133530393,147374579
2020,134277570,148051654
2020,134266010,148051711
2020,134266010,148044181
2020,134266090,148051796
2020,134266090,148044234
2020,134266158,148047919
2020,134270865,148044290
2020,134266794,148052595
2020,134271389,148052796
2020,134267226,148053074
2020,134278243,148053168
2020,134271646,148053202
2020,134267445,148053326
2020,134271785,148053468
2020,134278754,148049073
2020,134283496,148054463
2020,134283517,148054479
2020,134283564,148054530
2020,139128045,153195484
2020,134470244,148253105
2020,134470244,148258785
2020,138933390,153016656
2020,134270709,148044095
2020,139125278,153200995
2020,139125290,153201010
2020,139125289,153201010
2020,139127988,153200992
2020,139128002,153201004
2020,139125320,153195477
2020,139125320,153201045
2020,134285343,148057358
2020,134286145,148062365
2020,134289383,148062522
2020,134265895,148044048
2020,134266099,148051808
2020,134266490,148048088
2020,148400920,162527765
2020,134469498,148252607
2020,148401046,162527964
2020,148401100,162528019
2020,148401100,162528039
2020,148401125,162525175
2020,134469807,148249388
2020,148404130,162528329
2020,148404252,162525429
2020,148404254,162528448
2020,148404373,162525583
2020,148404382,162525595
2020,134460032,148258457
2020,148401582,162528684
2020,148404514,162528748
2020,134460162,148252977
2020,148404507,162528728
2020,148401608,162528728
2020,148404536,162525706
2020,148401707,162525768
2020,148404644,162528862
2020,148401876,162529071
2020,134464896,148253149
2020,134470310,148249890
2020,148404816,162529062
2020,148404918,162526051
2020,148404942,162526063
2020,148402012,162526106
2020,148405013,162526140
2020,134470339,148249923
2020,134470341,148253212
2020,148405030,162529302
2020,148405030,162529303
2020,148405062,162526141
2020,148405060,162529321
2020,148402079,162529343
2020,148402135,162529426
2020,148405183,162531268
2020,148402201,162529491
2020,148402258,162529566
2020,148405485,162531522
2020,148402411,162531533
2020,134460565,148253247
2020,134470355,148249947
2020,134465008,148253251
2020,148402418,162531545
2020,148402465,162531603
2020,148405584,162531613
2020,134470364,148249955
2020,148405621,162529862
2020,148405653,162531692
2020,148402585,162531711
2020,148405911,162530133
2020,148402739,162531910
2020,148402815,162530285
2020,148402815,162530286
2020,134460586,148259001
2020,148402816,162530286
2020,148406061,162532002
2020,148406054,162530300
2020,134465051,148259006
2020,134470378,148249968
2020,134470380,148253310
2020,134470381,148249969
2020,134470382,148259011
2020,134460595,148249971
2020,134470384,148249972
2020,134470385,148249973
2020,134470386,148259012
2020,134470387,148249976
2020,134470388,148259016
2020,134470388,148259017
2020,134470389,148249981
2020,148402889,162532070
2020,148407925,162530376
2020,134470393,148249988
2020,134470394,148249989
2020,134460608,148249990
2020,134470396,148249992
2020,134470397,148249993
2020,134470398,148249994
2020,134470399,148249995
2020,148406153,162530386
2020,134470401,148250000
2020,134470401,148249999
2020,148406158,162530386
2020,134470403,148250002
2020,134470404,148250002
2020,134470405,148250003
2020,134470406,148250003
2020,134460621,148259033
2020,134470407,148250004
2020,134460622,148250006
2020,134470409,148250008
2020,134470410,148250009
2020,134470411,148250010
2020,134470412,148250011
2020,134470413,148250012
2020,134460633,148259042
2020,134470415,148259042
2020,134470416,148250015
2020,134470418,148250017
2020,134470420,148250019
2020,134470420,148250020
2020,134470421,148250021
2020,134470422,148250022
2020,134470423,148250023
2020,134470424,148250024
2020,134470425,148250025
2020,134470426,148250026
2020,134470427,148250027
2020,134470428,148250030
2020,134470428,148250029
2020,134470428,148250028
2020,134470429,148259047
2020,134470430,148250031
2020,134460640,148259049
2020,134460641,148259050
2020,134470431,148250032
2020,134470433,148250034
2020,134470432,148250033
2020,134470434,148259057
2020,134460647,148259057
2020,148407977,162532139
2020,148408082,162532292
2020,134460651,148259061
2020,134470436,148259062
2020,134470437,148250038
2020,134470437,148250037
2020,134470438,148259065
2020,134470439,148259067
2020,134470440,148250039
2020,134470441,148250042
2020,134470442,148250043
2020,134470443,148250044
2020,134470445,148250046
2020,134470445,148250045
2020,134470447,148250045
2020,134470444,148250045
2020,134470446,148250046
2020,134470448,148250047
2020,134460660,148259073
2020,148406345,162530588
2020,148408105,162530589
2020,148408151,162532367
2020,148406472,162530713
2020,134470449,148259077
2020,134470449,148259076
2020,134470451,148250052
2020,134460668,148259082
2020,134470452,148250053
2020,134470453,148250055
2020,134470453,148250054
2020,134460671,148259085
2020,134470455,148259086
2020,134470456,148250058
2020,134460675,148259089
2020,148408240,162530713
2020,148406606,162532591
2020,134470459,148250060
2020,134470462,148250063
2020,134470463,148250064
2020,134470462,148250064
2020,134470464,148259093
2020,134470465,148250065
2020,134470466,148250066
2020,148406633,162530896
2020,148408426,162532633
2020,134470468,148250067
2020,148408425,162532633
2020,134470470,148250069
2020,134470471,148250070
2020,134470473,148250072
2020,134470474,148250073
2020,134470475,148259112
2020,134470476,148250074
2020,134470477,148250074
2020,134470478,148250076
2020,134470478,148250075
2020,148406826,162532798
2020,134470482,148259114
2020,134470483,148250081
2020,134470484,148250082
2020,134470485,148250083
2020,134460693,148259118
2020,134460693,148259117
2020,134470486,148250084
2020,134470487,148250085
2020,134470488,148250086
2020,134470489,148250087
2020,134470490,148250090
2020,134470491,148259128
2020,134470493,148259128
2020,134470492,148259128
2020,134470494,148259129
2020,134470496,148259131
