"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,148403908,5
2020,148401163,3
2020,148404240,4
2020,148404241,5
2020,148404880,4
2020,148405630,4
2020,148402692,5
2020,148407944,2
2020,148408159,4
2020,148408370,5
2020,148408468,4
2020,148406818,4
2020,148408661,4
2020,148408783,4
2020,148407152,5
2020,148407218,4
2020,148407485,4
2020,148407697,5
2020,148412904,4
2020,148413422,5
2020,148413423,5
2020,148409748,4
2020,148413788,4
2020,148413909,5
2020,148414001,4
2020,148410352,5
2020,148414516,6
2020,148419439,4
2020,148414988,5
2020,148414992,5
2020,148433373,5
2020,148429126,5
2020,148414660,5
2020,148425363,5
2020,148414842,5
2020,148414989,5
2020,148411293,4
2020,148415432,5
2020,148415611,2
2020,148411471,3
2020,148411679,5
2020,148411562,5
2020,148415700,5
2020,148416321,5
2020,148416342,5
2020,148411569,5
2020,148415884,5
2020,148416009,5
2020,148416174,5
2020,148416192,5
2020,148416274,5
2020,148416961,4
2020,148427721,5
2020,148416732,5
2020,148417251,4
2020,148417252,4
2020,148418384,4
2020,148418417,5
2020,148423098,4
2020,148423101,4
2020,148423381,5
2020,148418931,4
2020,148424232,5
2020,148424503,5
2020,148419650,5
2020,148419820,4
2020,148424781,5
2020,148420002,5
2020,148420131,5
2020,148425270,5
2020,148425316,5
2020,148420305,5
2020,148425362,5
2020,148425396,5
2020,148420352,5
2020,148421016,5
2020,148421327,4
2020,148426573,4
2020,148426567,4
2020,148421323,4
2020,148421372,5
2020,148421403,5
2020,148421407,4
2020,148426877,5
2020,148427351,5
2020,148427619,5
2020,148422615,1
2020,148422663,4
2020,148428323,5
2020,148422884,3
2020,148428792,5
2020,148429334,5
2020,148433979,5
2020,148434172,4
2020,148430485,4
2020,148430479,4
2020,138298039,4
2020,148401516,4
2020,148401794,5
2020,148404873,4
2020,148405080,5
2020,148405081,5
2020,148402384,5
2020,148405470,5
2020,148405610,5
2020,148405936,5
2020,148408015,4
2020,148408060,4
2020,148408122,4
2020,148406356,5
2020,148406412,4
2020,148406516,5
2020,148406514,5
2020,148408335,5
2020,148406558,5
2020,148406640,5
2020,148406756,5
2020,148407133,4
2020,148408798,4
2020,148407185,4
2020,148407206,5
2020,148407516,5
2020,148407548,3
2020,148409154,4
2020,148409349,3
2020,148413315,5
2020,148409730,4
2020,148413516,5
2020,148413609,4
2020,148413676,5
2020,148413677,4
2020,148410116,4
2020,148414826,5
2020,148414843,5
2020,148411060,4
2020,148415341,5
2020,148415977,3
2020,148411864,4
2020,148412009,6
2020,148412130,4
2020,148416489,5
2020,148412228,5
2020,148416680,5
2020,148412382,5
2020,148412454,4
2020,148412696,5
2020,148412700,5
2020,148417140,4
2020,148417367,5
2020,148417526,4
2020,148417615,4
2020,148418061,4
2020,148418120,5
2020,148417652,4
2020,148417697,4
2020,148418181,4
2020,148417720,5
2020,148417897,4
2020,148423201,5
2020,148418895,5
2020,148418896,4
2020,148418951,5
2020,148423657,5
2020,148423664,4
2020,148418950,4
2020,148423732,4
2020,148423823,4
2020,148423839,5
2020,148423884,5
2020,148419261,5
2020,148419360,5
2020,148424287,5
2020,148424290,5
2020,148424298,5
2020,148424325,5
2020,148419493,4
2020,148424417,4
2020,148419534,5
2020,148424408,5
2020,148419574,5
2020,148419566,5
2020,148424700,4
2020,148424819,4
2020,148424856,5
2020,148419944,4
2020,148424901,5
2020,148419964,4
2020,148425093,5
2020,148425192,4
2020,148425256,5
2020,148420267,4
2020,148420269,5
2020,148425247,7
2020,148425263,5
2020,148425268,5
2020,148420256,5
2020,148425258,4
2020,148425310,5
2020,148425342,4
2020,148420361,2
2020,148420510,5
2020,148420676,4
2020,148420674,5
2020,148425986,5
2020,148428663,5
2020,148428696,5
2020,148428810,4
2020,148426024,5
2020,148426027,4
2020,148420921,5
2020,148421045,5
2020,148433750,4
2020,148426237,5
2020,148426254,5
2020,148426316,4
2020,148421129,4
2020,148426485,4
2020,148426540,5
2020,148426550,5
2020,148426747,5
2020,148426866,7
2020,148421708,5
2020,148422146,4
2020,148427819,4
2020,148422428,4
2020,148422424,4
2020,148422443,4
2020,148427983,4
2020,148428069,5
2020,148422584,5
2020,148428149,4
2020,148422655,4
2020,148422720,5
2020,148422721,5
2020,148428265,5
2020,148428420,5
2020,148428422,5
2020,148428635,4
2020,148433138,5
2020,138291760,4
2020,138296788,4
2020,148428815,4
2020,148429228,5
2020,148429240,5
2020,148433600,5
2020,148433602,5
2020,148433597,5
2020,148429636,5
2020,148429832,4
2020,148433897,4
2020,148429831,5
2020,148429856,4
2020,148429943,5
2020,148434291,5
2020,148434371,4
2020,148434374,5
2020,148430562,5
2020,148434461,4
2020,148434511,5
2020,138292540,4
2020,138291789,4
2020,138297478,5
2020,148429746,5
2020,148429779,5
2020,148430332,5
2020,148430330,5
2020,148434313,5
2020,148430588,5
2020,138289853,4
2020,148396508,5
2020,148396509,5
2020,148399447,5
2020,148396506,4
2020,148399463,4
2020,148399497,4
2020,148397087,4
2020,148397304,5
2020,148397320,4
2020,148397388,4
2020,148400006,4
2020,148400092,5
2020,148397536,4
2020,148400238,5
2020,148400261,5
2020,148400329,4
2020,148403054,5
2020,148400458,4
2020,148403162,5
2020,148403509,5
2020,148403925,5
2020,148401640,8
2020,148404724,5
2020,148402019,5
2020,148402171,5
2020,148405884,4
2020,148405976,4
2020,148406043,4
2020,148406197,5
2020,148406840,4
2020,148408882,4
2020,148408954,5
2020,148407628,5
2020,148409758,5
2020,148413523,5
2020,148413695,5
2020,148410023,4
2020,148410080,5
2020,148414000,4
2020,148410230,4
2020,148414334,4
2020,148414340,4
2020,148414478,4
2020,148410614,5
2020,148414511,5
2020,148414626,4
2020,148414731,4
2020,148414801,5
2020,148410887,5
2020,148415006,4
2020,148415242,5
2020,148415457,5
2020,148415508,5
2020,148415577,5
2020,148411452,5
2020,148415757,1
2020,148415950,5
2020,148411923,4
2020,148416128,5
2020,148411922,4
2020,148416212,5
2020,148412853,4
2020,148417385,4
2020,148417604,5
2020,148417616,5
2020,148417900,4
2020,148422923,5
2020,148418329,5
2020,148422922,5
2020,148418837,5
2020,148423826,4
2020,148419151,4
2020,148423934,4
2020,148424060,5
2020,148419294,5
2020,148424450,3
2020,148424450,2
2020,148424496,5
2020,148419654,5
2020,148424556,5
2020,148419702,5
2020,148424628,5
2020,148424629,5
2020,148419832,4
2020,148424970,5
2020,148420415,5
2020,148425645,4
2020,148425738,5
2020,148420870,4
2020,148433687,5
2020,148433803,5
2020,148426276,4
2020,148426430,5
2020,148421383,5
2020,148426637,4
2020,148421395,5
2020,148426644,5
2020,148426651,5
2020,148421402,5
2020,148426647,5
2020,148426681,5
2020,148426982,5
2020,148427045,5
2020,148427395,4
2020,148427803,4
2020,148422545,4
2020,148427905,5
2020,148427901,5
2020,148428045,5
2020,148422603,4
2020,148428111,5
2020,148428266,5
2020,148422760,5
2020,148428437,4
2020,148429283,5
2020,148433502,5
2020,148433505,5
2020,138923557,4
2020,138289893,4
2020,138289925,4
2020,138934184,4
2020,138924415,4
2020,138924412,5
2020,148408422,5
2020,148406985,5
2020,148408689,4
2020,148409095,5
2020,148409094,4
2020,148413185,5
2020,148413188,5
2020,148409692,4
2020,148413864,4
2020,148414007,4
2020,148414105,5
2020,148410275,2
2020,148410297,4
2020,148410298,5
2020,148414229,4
2020,148414275,5
2020,148414476,5
2020,148414724,4
2020,148411127,5
2020,148427764,4
2020,148415209,6
2020,148415543,5
2020,148415587,5
2020,148415825,5
2020,148412128,5
2020,148416364,4
2020,148416664,4
2020,148412326,4
2020,148412519,1
2020,148416986,4
2020,148416984,4
2020,148412619,4
2020,148417046,4
2020,148417131,4
2020,148417242,5
2020,148412789,5
2020,148417472,4
2020,148417508,5
2020,148417641,4
2020,148417829,4
2020,148418283,5
2020,148417878,4
2020,148417886,4
2020,148423027,4
2020,148418435,4
2020,148418496,4
2020,148423148,5
2020,148423239,5
2020,148423266,5
2020,148423339,5
2020,148418705,4
2020,148418742,4
2020,148418788,5
2020,148423600,5
2020,148418911,5
2020,148419055,5
2020,148423767,5
2020,148419074,4
2020,148424121,3
2020,148419388,5
2020,148424246,5
2020,148419484,5
2020,148424328,5
2020,148424324,5
2020,148433870,4
2020,148424363,4
2020,148419545,5
2020,148424427,5
2020,148433881,5
2020,148424579,5
2020,148424676,4
2020,148424695,5
2020,148424696,5
2020,148434008,4
2020,148430123,5
2020,148434270,5
2020,148424783,5
2020,148424784,5
2020,148424941,5
2020,148434390,3
2020,148419994,5
2020,148424944,5
2020,148420055,4
2020,148420068,4
2020,148420102,5
2020,148425117,4
2020,148420190,4
2020,148425382,5
2020,148425378,5
2020,148425587,6
2020,148425722,4
2020,148425868,4
2020,148425914,5
2020,148425921,5
2020,148426006,5
2020,148426005,5
2020,148420943,4
2020,148421027,5
2020,148421220,5
2020,148426598,4
2020,148426608,4
2020,148421428,6
2020,148421695,4
2020,148427773,5
2020,148422300,4
2020,148433579,4
2020,148428046,5
2020,148422601,5
2020,148428272,4
2020,148422769,4
2020,148422784,5
2020,148422803,5
2020,148432904,5
2020,148428693,4
2020,148429187,5
2020,148433724,5
2020,148429817,5
2020,148434443,5
2020,148426783,5
2020,148421549,5
2020,148422042,5
2020,148422043,5
2020,148427719,4
2020,148428664,5
2020,148433042,5
2020,148428915,4
2020,148429118,5
2020,148429124,5
2020,148429116,5
2020,148433514,4
2020,148429306,4
2020,148429402,5
2020,148430089,5
2020,148421162,5
2020,148421632,5
2020,148427414,4
2020,148427408,5
2020,148427994,5
2020,148428122,5
2020,148428832,4
2020,138289916,6
2020,148429239,5
2020,148429268,4
2020,148429264,4
2020,148429269,4
2020,148429947,5
2020,148434059,5
2020,148434065,4
2020,148434061,5
2020,148430101,5
2020,148430318,5
2020,149584427,4
2020,149582029,6
2020,149583629,4
2020,149583619,6
2020,149582167,4
2020,149582171,4
2020,149582169,4
2020,149583666,4
2020,149581974,4
2020,149583451,5
2020,149582244,3
2020,149583757,5
2020,149583849,4
2020,149583244,4
2020,149583655,3
2020,149581942,5
2020,149583263,5
2020,149583572,4
2020,149584297,4
2020,149584537,4
2020,149583275,4
2020,149583296,4
2020,149583311,4
2020,149581988,5
2020,149583685,5
2020,149583738,1
2020,149583742,4
2020,149582250,5
2020,149583782,4
2020,149583903,6
2020,149582324,5
2020,149584413,4
2020,149582600,4
2020,134285433,5
2020,134288798,5
2020,134280133,4
2020,134289419,5
2020,134286880,5
2020,134271776,5
2020,134267157,4
2020,134271537,5
2020,134267205,5
2020,147377934,4
2020,147377935,5
2020,134271777,5
2020,134267569,5
2020,134283028,4
2020,134283029,4
2020,134283173,4
2020,134281721,5
2020,134287869,4
2020,134279480,5
2020,134279746,4
2020,134286145,2
2020,134289383,5
2020,134290210,4
2020,134287870,5
2020,134278227,4
2020,134271589,5
2020,134265908,3
2020,134288473,4
2020,134288673,5
2020,134288691,5
2020,134289153,4
2020,134291731,4
2020,134291946,5
2020,134298727,5
2020,134292335,4
2020,134464888,5
2020,134460417,4
2020,133534134,5
2020,133539915,4
2020,133531299,5
2020,133541407,5
2020,133522085,4
2020,133537285,5
2020,133535337,4
2020,133531893,4
2020,133537320,5
2020,132977355,4
2020,132977257,5
2020,149581390,4
2020,149581418,4
2020,149581776,5
2020,149581794,5
2020,149581964,7
2020,149583279,4
2020,148400924,5
2020,148400925,5
2020,148403610,5
2020,148401004,5
2020,148404227,5
2020,148404323,4
2020,148404340,4
2020,148404741,4
2020,148404879,4
2020,148401929,4
2020,148405007,4
2020,148402078,2
2020,148405124,5
2020,148405168,5
2020,148405188,4
2020,148408303,5
2020,148402249,5
2020,148405289,4
2020,148405332,4
2020,138289966,4
2020,148405362,5
2020,148402360,5
2020,148402389,4
2020,148405513,4
2020,148405536,4
2020,148402469,5
2020,148405620,4
2020,148402648,4
2020,148405880,5
2020,148405908,4
2020,148407991,5
2020,148408004,5
2020,148408063,3
2020,148408143,4
2020,148406373,5
2020,148408228,4
2020,148408257,5
2020,148408284,5
2020,148408302,5
2020,148408311,4
2020,148408320,5
2020,148406697,4
2020,148408498,5
2020,148406850,5
2020,148406868,4
2020,148406924,4
2020,148408621,5
2020,148407112,4
2020,148407132,5
2020,148408810,5
2020,148408809,5
2020,148407139,4
2020,148407171,4
2020,148407227,5
2020,148408884,4
2020,148407257,5
2020,148408890,5
2020,148407352,5
2020,148408950,5
2020,148408953,4
2020,148407393,5
2020,148409029,5
2020,148407445,5
2020,148409033,5
2020,148409067,5
2020,148407606,4
2020,148409218,4
2020,148407720,4
2020,148409278,4
2020,148407709,5
2020,148407706,5
2020,148409234,4
2020,148407846,4
2020,148407847,4
2020,148407865,5
2020,148409434,4
2020,148409456,3
2020,148409459,5
2020,148413107,5
2020,148413189,5
2020,148409569,5
2020,148413250,5
2020,148409601,5
2020,148409688,6
2020,148413384,5
2020,148413380,6
2020,148409760,5
2020,148413452,5
2020,148413471,5
2020,148413475,5
2020,148409951,5
2020,134282236,4
2020,134282663,5
2020,134266240,5
2020,134266397,5
2020,134266398,5
2020,134282991,5
2020,134285604,4
2020,134280174,4
2020,134779015,5
2020,134779145,4
2020,134779214,4
2020,134779220,4
2020,134779231,4
2020,134779232,4
2020,134779244,5
2020,134774339,5
2020,134779274,5
2020,134779273,5
2020,134774356,5
2020,134779376,8
2020,134779378,7
2020,134779388,4
2020,134779398,5
2020,134779399,1
2020,134779410,5
2020,134779409,5
2020,134779437,5
2020,134779438,5
2020,134779447,6
2020,134779450,5
2020,134779451,5
2020,134779453,5
2020,134779457,4
2020,134779460,5
2020,134779461,5
2020,134779465,5
2020,134779480,5
2020,134779479,5
2020,134779482,5
2020,134779481,5
2020,134779490,4
2020,134779498,5
2020,134779501,4
2020,134779504,6
2020,134779512,4
2020,134779514,4
2020,134779515,6
2020,134779519,4
2020,134779518,6
2020,134779523,5
2020,134779531,4
2020,134779533,4
2020,134779539,5
2020,134779550,4
2020,134779559,4
2020,134779570,4
2020,134779580,4
2020,134779581,4
2020,134779585,4
2020,134779588,5
2020,134779587,5
2020,134779589,5
2020,134779593,5
2020,134779595,5
2020,134779605,5
2020,134779606,4
2020,134779609,5
2020,134779608,5
2020,134779611,4
2020,134779614,4
2020,134779617,5
2020,134779616,5
2020,134779615,5
2020,134779618,5
2020,134779622,5
2020,134779630,4
2020,134779642,4
2020,134779645,5
2020,134779661,4
2020,134779666,5
2020,134779677,4
2020,134779678,5
2020,134779679,4
2020,134779685,5
2020,134779684,5
2020,134779694,4
2020,134779695,4
2020,134779700,6
2020,134779703,5
2020,134779713,5
2020,134779715,4
2020,134779727,5
2020,134779726,5
2020,134779728,3
2020,134779734,5
2020,134779737,4
2020,134779748,4
2020,134779750,4
2020,134779755,5
2020,134779758,5
2020,134779756,4
2020,134779757,5
2020,134779763,5
2020,134779769,5
2020,134779774,4
2020,134779777,4
2020,134779795,5
2020,134779800,5
2020,134779809,5
2020,134779810,5
2020,134779811,4
2020,134779816,5
2020,134779818,5
2020,134779819,5
2020,134293191,4
2020,134293192,5
2020,134293280,5
2020,134293323,6
2020,134293841,5
2020,134294609,4
2020,134280021,5
2020,134293928,6
2020,134293989,4
2020,134291521,5
2020,134289059,5
2020,134280817,5
2020,134286795,5
2020,134292625,4
2020,134283782,4
2020,134289116,5
2020,134280896,5
2020,134289917,5
2020,134281074,5
2020,134281347,5
2020,134281388,5
2020,134267226,5
2020,134281629,4
2020,134283517,4
2020,134287177,5
2020,134281376,5
2020,134281377,5
2020,134293086,4
2020,134293358,4
2020,134291063,4
2020,134291255,5
2020,134293963,5
2020,134291466,5
2020,134298042,5
2020,134294278,5
2020,134292225,4
2020,134277972,4
2020,134267325,4
2020,134278248,4
2020,134283769,4
2020,134283768,5
2020,134283767,4
2020,134290656,5
2020,134293701,5
2020,134293765,4
2020,134778792,4
2020,134778643,4
2020,134778642,4
2020,134778756,5
2020,134778838,5
2020,134778868,5
2020,134778819,4
2020,134778843,5
2020,134779153,6
2020,134779359,4
2020,134779362,5
2020,134771632,5
2020,134778889,4
2020,134779031,5
2020,134779032,5
2020,134779141,4
2020,134779165,4
2020,134779280,5
2020,134779278,5
2020,134779279,5
2020,134779285,5
2020,134779290,5
2020,134779339,5
2020,134779354,6
2020,134778873,5
2020,134778923,5
2020,134778959,4
2020,134778960,4
2020,134774279,5
2020,134778990,3
2020,134774296,5
2020,134779089,5
2020,134779091,5
2020,134771725,5
2020,134774291,4
2020,134779102,5
2020,134779103,5
2020,134774187,5
2020,134778767,5
2020,134778922,5
2020,134779073,5
2020,134779222,5
2020,134771879,5
2020,134779237,5
2020,134779259,4
2020,134779331,5
2020,134779335,5
2020,134779350,5
2020,134779396,4
2020,134779415,4
2020,134779425,4
2020,134778795,7
2020,134779217,5
2020,134779230,4
2020,134779239,4
2020,134779238,4
2020,134779272,5
2020,134779347,4
2020,134779371,4
2020,148424470,4
2020,148424646,5
2020,148419771,5
2020,148419849,5
2020,148419847,4
2020,148424771,5
2020,148425091,5
2020,148420180,5
2020,148420546,5
2020,148420753,4
2020,148426108,5
2020,148426499,5
2020,148427086,5
2020,148421798,4
2020,148421960,4
2020,148427888,5
2020,148422521,5
2020,148427999,5
2020,148428169,5
2020,148428691,5
2020,148428707,4
2020,148429071,4
2020,148429151,4
2020,148433438,3
2020,148429225,5
2020,148433467,4
2020,148429242,4
2020,148434190,5
2020,148430315,4
2020,148430509,5
2020,134266705,3
2020,134267145,5
2020,134271493,4
2020,134267518,4
2020,134283374,5
2020,134283685,4
2020,134280772,4
2020,134280779,5
2020,134280958,5
2020,148392987,4
2020,148393359,5
2020,148393452,4
2020,148387268,4
2020,148387418,4
2020,148393745,2
2020,148393831,4
2020,148387702,4
2020,148394134,1
2020,148394426,5
2020,148394473,5
2020,148398262,4
2020,148398317,5
2020,148398340,5
2020,148398349,4
2020,148398615,4
2020,148395821,4
2020,148395931,4
2020,148399127,4
2020,148396038,4
2020,148399177,5
2020,148399183,4
2020,148396306,5
2020,148396388,5
2020,148396499,5
2020,148396564,4
2020,148396601,4
2020,148399648,4
2020,148399647,5
2020,148397032,5
2020,148397039,4
2020,148396960,4
2020,148397075,5
2020,148397114,5
2020,148399840,5
2020,148397266,4
2020,148397426,4
2020,148400038,5
2020,148400057,5
2020,148397382,5
2020,148397588,2
2020,148400271,4
2020,148403081,5
2020,148403128,2
2020,148400558,5
2020,148400607,6
2020,148400687,5
2020,148400688,5
2020,148403431,4
2020,148403428,5
2020,148403523,4
2020,148403905,5
2020,148403940,4
2020,148403949,5
2020,148401170,5
2020,148404232,5
2020,148401519,4
2020,148401554,1
2020,148404825,6
2020,148401893,5
2020,148405067,5
2020,148402094,5
2020,148405185,4
2020,148402661,5
2020,148402674,5
2020,148402671,5
2020,148406022,4
2020,148406090,5
2020,148407917,1
2020,148407946,5
2020,148406228,5
2020,148408141,5
2020,148406377,4
2020,148408190,5
2020,148406560,4
2020,148406677,2
2020,148408475,6
2020,148406724,5
2020,148408508,5
2020,148406747,5
2020,148406883,4
2020,148406921,5
2020,148407067,5
2020,148407066,5
2020,148408732,5
2020,148407144,5
2020,148407159,5
2020,148407183,5
2020,148407205,5
2020,148408949,4
2020,148407429,4
2020,148407457,5
2020,148408996,5
2020,148409079,5
2020,148407609,5
2020,148407784,4
2020,148407876,5
2020,134288489,5
2020,134280838,5
2020,134286851,5
2020,134289764,4
2020,134290590,5
2020,134279315,5
2020,134267466,4
2020,134271849,4
2020,134272041,5
2020,134288404,5
2020,134288412,5
2020,134288538,5
2020,134285266,5
2020,134288827,5
2020,134280503,4
2020,134280504,4
2020,134299165,5
2020,134271999,4
2020,134283479,4
2020,134272183,5
2020,134283480,5
2020,134283481,5
2020,134287724,5
2020,134287739,5
2020,134771585,5
2020,134771620,6
2020,134771640,4
2020,134771711,3
2020,134779178,4
2020,134779177,4
2020,134771851,4
2020,134771855,8
2020,134771862,5
2020,134771859,4
2020,134771861,5
2020,134771860,5
2020,134771867,4
2020,134774326,4
2020,134771888,5
2020,134771932,4
2020,134771934,4
2020,134771935,4
2020,134771937,5
2020,134771942,4
2020,134771967,4
2020,134771975,5
2020,134771978,4
2020,134779424,5
2020,148392231,7
2020,148398893,5
2020,148392356,4
2020,148386572,4
2020,148392577,5
2020,148392858,4
2020,148386775,4
2020,148392842,4
2020,148386824,4
2020,148392889,4
2020,148386825,5
2020,148392891,4
2020,148386875,4
2020,148393135,5
2020,148393156,4
2020,148393299,5
2020,148387312,5
2020,148387448,5
2020,148387593,5
2020,148393909,5
2020,148393967,5
2020,148394201,4
2020,148394195,1
2020,148394557,5
