"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2020,5,136247279,1,1,16347638
2020,12,136251216,1.5,1,16344664
2020,5,136248209,0.2,1,16347826
2020,5,136251299,12,1,16347833
2020,12,136251791,1,11,16347884
2020,5,136255410,6,9,16348059
2020,5,136255840,1,11,16348117
2020,5,136256601,2,1,16344978
2020,12,136256752,0.7,1,16344993
2020,5,136254315,5,1,16348275
2020,12,136257065,1,11,16348284
2020,4,136258049,0.2,1,16348453
2020,5,136260508,1,11,16345223
2020,5,136258570,5,1,16345231
2020,16,136260840,4,9,16345254
2020,12,136260908,1,11,16345264
2020,5,136259054,1,11,16348553
2020,5,136259320,1,11,16348572
2020,8,136265787,4,9,16348705
2020,5,136267744,1,11,16348922
2020,5,136210427,0.1,1,16339239
2020,5,136203610,3.7,1,16339243
2020,5,136210446,7,1,16339249
2020,5,136203629,3.8,1,16339252
2020,5,136203666,1,3,16336968
2020,5,136203714,1,1,16339287
2020,12,136210607,1.6,1,16339289
2020,8,136203743,1,9,16336976
2020,12,136210688,4.8,1,16339302
2020,12,136210695,0.1,1,16336983
2020,1,136210717,1.2,1,16339304
2020,5,136203841,28,1,16336987
2020,5,136210729,5.74,1,16339308
2020,5,136204026,6.315,4,16336998
2020,5,136204076,2,3,16337004
2020,5,136211001,1.5,1,16337010
2020,5,136204236,14,1,16337025
2020,5,136211150,2.71,1,16337029
2020,12,136204340,0.2,1,16337045
2020,5,136211243,1.6,1,16337052
2020,5,136211403,1,1,16339382
2020,5,136211377,0.5,1,16339377
2020,16,136214667,4.7,1,16337109
2020,4,136214711,0.4,1,16339453
2020,5,136211696,3.7,1,16337122
2020,5,136211746,1,1,16337136
2020,16,136211888,1,11,16337168
2020,5,136212147,2,1,16339519
2020,15,136212177,5,9,16339526
2020,12,136215407,1,11,16339582
2020,1,136215409,1,11,16337233
2020,4,136212535,1,1,16339588
2020,5,136212677,1,1,16339601
2020,2,136215754,1,11,16339633
2020,5,136215840,223,1,16337282
2020,17,136213181,60.9,1,16337288
2020,5,136215983,1,3,16337301
2020,5,136213279,18.1,1,16339670
2020,7,136216123,2.5,1,16339689
2020,12,136216185,1,11,16337322
2020,5,136213752,10,1,16339717
2020,4,136213727,1,1,16337333
2020,5,136216817,9,1,16339772
2020,5,136217005,1,11,16337403
2020,5,136217067,0.46,1,16337411
2020,5,136219703,7,1,16337420
2020,5,136219749,1.3,1,16339818
2020,5,136220345,1,11,16342476
2020,3,136220989,2000,5,16339999
2020,5,136218227,8.6,1,16342563
2020,5,136221262,1,1,16342594
2020,5,136221260,1,11,16340043
2020,4,136221625,1,11,16340099
2020,5,136221570,1,11,16340089
2020,5,136221749,1,1,16340116
2020,5,136218853,20,1,16342643
2020,5,136218990,1,9,16340141
2020,12,136218983,1,11,16342657
2020,5,136222092,7.5,1,16340158
2020,17,136222153,,,16342673
2020,5,136219160,2,1,16342678
2020,11,136222114,3,9,16340162
2020,12,136222273,6,1,16340191
2020,16,136222330,10.5,9,16340198
2020,5,136222374,1,9,16340204
2020,5,136219374,1,3,16342708
2020,5,136219531,1,9,16342731
2020,5,136222677,0.79,1,16340243
2020,5,136223089,1,11,16340303
2020,5,136224935,1,1,16340317
2020,5,136223241,1,11,16340325
2020,5,136223242,1,11,16340326
2020,12,136223304,1,1,16342809
2020,16,136223360,35,9,16340341
2020,17,136225132,0.5,1,16342827
2020,5,136225136,26,1,16342828
2020,12,136203611,0.3,1,16336949
2020,5,136210610,1,1,16339290
2020,1,136203827,4.34,1,16336984
2020,12,136210871,1,11,16339321
2020,5,136211096,4.5,1,16337021
2020,5,136211225,8,1,16337043
2020,5,136211311,1,3,16339370
2020,5,136211359,1,9,16337064
2020,5,136204451,0.3,1,16337067
2020,5,136211450,1,11,16339396
2020,5,136211645,0.9,1,16339434
2020,5,136211641,1,1,16337105
2020,5,136211844,2.6,1,16339488
2020,12,136215124,1,1,16337192
2020,5,136212226,1,11,16337201
2020,5,136215260,1,1,16337212
2020,4,136215360,1,1,16337226
2020,5,136212587,1,1,16339594
2020,5,136212835,4,1,16339611
2020,5,136213002,11,9,16339636
2020,2,136213021,46,1,16339638
2020,5,136213074,1,1,16339644
2020,12,136213264,0.6,1,16339665
2020,5,136213701,2,1,16339710
2020,5,136213716,1,11,16339712
2020,5,136213820,1,3,16339721
2020,5,136213948,2,3,16339732
2020,12,136214422,1,3,16339782
2020,10,136219603,1,9,16339802
2020,5,136217253,1,11,16339827
2020,5,136220199,3.2,1,16339874
2020,12,136217532,0.4,1,16339876
2020,5,136217631,1,1,16339891
2020,5,136220932,15.28,1,16342542
2020,16,136220969,1,9,16339995
2020,5,136221423,17.01,1,16340068
2020,4,136221601,1,1,16342623
2020,5,136221680,9.2,1,16340102
2020,5,136218859,7.84,1,16342644
2020,16,136221877,1,11,16340130
2020,5,136222080,5.5,1,16340155
2020,5,136219094,6.3,1,16342666
2020,5,136219132,2,9,16340167
2020,5,136222202,3,9,16340180
2020,5,136219210,1,1,16340186
2020,5,136222303,1,11,16340189
2020,5,136222581,120.8,1,16342726
2020,12,136222893,1,11,16340275
2020,5,136223178,1,1,16340318
2020,5,136223316,1,1,16342814
2020,5,136223508,1,9,16340359
2020,5,136225219,5,1,16340363
2020,12,136223545,1,9,16342842
2020,5,136225235,26,1,16340365
2020,5,136224207,1,11,16340474
2020,5,136229616,1,11,16342945
2020,12,136226210,1,1,16342975
2020,8,136229977,8,9,16340611
2020,5,136226377,1,11,16342998
2020,5,136230208,1,1,16340643
2020,5,136230219,1,11,16343018
2020,5,136230310,1,1,16340658
2020,5,136227024,7,1,16343109
2020,5,136230398,1,11,16340676
2020,17,136230466,,,16340692
2020,5,136227027,0.1,1,16340771
2020,5,136227123,1.1,1,16340815
2020,5,136227203,2.8,1,16340833
2020,12,136231208,7,9,16343141
2020,5,136231368,0.2,1,16340866
2020,5,136231408,0.66,1,16340873
2020,5,136227469,3,1,16343178
2020,5,136231565,6.2,1,16340908
2020,5,136231663,3,1,16340927
2020,8,136227581,0.5,1,16343205
2020,16,136227695,4,9,16343235
2020,16,136231937,2.5,9,16340982
2020,5,136227786,1.21,1,16343258
2020,5,136232019,2.6,1,16343262
2020,5,136232266,9.6,1,16343292
2020,5,136232329,18.2,1,16341041
2020,5,136232727,8.5,1,16341119
2020,12,136228636,10.5,1,16343419
2020,5,136228790,3,1,16343457
2020,5,136228844,3,1,16343466
2020,12,136229039,1,11,16341275
2020,12,136233657,1,11,16341300
2020,5,136210429,0.7,1,16339241
2020,12,136210443,0.4,1,16339248
2020,12,136210484,1.52,1,16339258
2020,5,136210506,1,1,16339265
2020,5,136210576,5,1,16339280
2020,5,136210683,15,1,16339300
2020,5,136211065,3.8,1,16339338
2020,5,136204168,7,1,16337018
2020,5,136204204,2,1,16337020
2020,5,136211174,1,1,16339349
2020,5,136204353,1,1,16337053
2020,5,136211414,1,11,16337069
2020,5,136204515,5,1,16337079
2020,5,136211470,1,1,16339399
2020,5,136211438,12,1,16339393
2020,5,136211535,3,1,16339411
2020,12,136211717,1,9,16337129
2020,5,136211719,2.7,1,16337130
2020,5,136214716,2.38,1,16339456
2020,12,136214894,14.2,1,16339496
2020,12,136212115,1,1,16339515
2020,5,136212121,1,11,16337183
2020,12,136212146,25,9,16337187
2020,12,136215130,2,9,16339525
2020,5,136212202,5,1,16337200
2020,12,136212216,1,1,16339533
2020,5,136212324,1,11,16339550
2020,5,136212350,1,1,16339558
2020,8,136215458,3.5,9,16339591
2020,5,136212623,1,1,16337238
2020,5,136212906,1,1,16337258
2020,15,136212932,1,11,16339625
2020,5,136213145,1,1,16339653
2020,16,136215885,1,9,16337285
2020,4,136215968,0.3,1,16337298
2020,16,136213288,363,9,16337303
2020,5,136213429,1,11,16339685
2020,4,136213914,1,11,16339729
2020,5,136216556,1,3,16339737
2020,8,136216626,7,9,16339742
2020,5,136216773,2,9,16339766
2020,5,136214365,2,1,16339775
2020,5,136214386,1,11,16339779
2020,5,136217037,1,11,16339794
2020,12,136219680,1,1,16337416
2020,5,136204382,2,1,16339364
2020,5,136210434,3.56,1,16339246
2020,5,136210459,1,1,16336962
2020,5,136214643,0.5,1,16337100
2020,12,136214838,0.5,1,16339486
2020,4,136212108,1,1,16339514
2020,4,136212460,0.9,1,16339577
2020,5,136212681,1,4,16339602
2020,5,136215707,8.2,1,16339623
2020,2,136213499,1,11,16339695
2020,5,136216271,1,1,16339704
2020,5,136213639,1,9,16339705
2020,12,136216783,1,11,16337379
2020,12,136220083,0.2,1,16339856
2020,5,136217500,1,1,16337465
2020,5,136217577,1,1,16339885
2020,5,136222084,0.5,1,16342664
2020,17,136222476,,,16340218
2020,1,136219431,0.9,1,16340219
2020,16,136222781,1,11,16342752
2020,5,136224306,1,11,16340491
2020,5,136224312,1,1,16340493
2020,5,136224475,1.8,1,16340527
2020,12,136224568,2.7,1,16340548
2020,12,136226047,23.91,1,16340555
2020,12,136226022,101.7,1,16342942
2020,5,136226232,10.2,1,16340593
2020,4,136229981,7.2,1,16340612
2020,1,136230400,0.3,1,16343042
2020,12,136226959,1,11,16343093
2020,1,136227015,0.7,1,16340767
2020,5,136231256,1,9,16340846
2020,5,136231370,2,1,16340865
2020,5,136231910,0.82,1,16340974
2020,5,136227851,0.1,1,16343266
2020,16,136228135,15,9,16343320
2020,5,136232700,1.5,1,16341112
2020,11,136228721,7.5,1,16343439
2020,5,136229229,10,1,16343540
2020,5,136233882,1,11,16341331
2020,16,136234197,21,9,16341414
2020,12,136234523,1.2,1,16341466
2020,5,136234883,31,1,16343675
2020,5,136239924,9.1,1,16343709
2020,5,136239981,1.9,1,16341567
2020,5,136235192,1,11,16343740
2020,12,136242279,1,11,16341926
2020,5,136242310,1,1,16344012
2020,5,136242504,3,1,16341959
2020,5,136242730,1,1,16341991
2020,12,136242864,1,1,16344088
2020,14,136243104,5,9,16342040
2020,5,136243355,6.1,1,16342071
2020,16,136244444,3,9,16342183
2020,5,136244564,3.9,1,16344252
2020,5,136244767,5,1,16342237
2020,5,136244900,7.1,1,16342247
2020,5,136245211,1.9,1,16342297
2020,5,136239247,0.3,1,16344357
2020,5,136239423,2.8,1,16344378
2020,5,136246386,2.6,1,16342470
2020,5,136246485,1,11,16347490
2020,5,136247273,1,1,16344543
2020,5,136210900,2,9,16336994
2020,5,136204225,5.77,1,16339342
2020,5,136211242,0.2,1,16337049
2020,5,136211306,1,1,16339369
2020,5,136211391,1,3,16339379
2020,5,136211416,4,1,16337070
2020,5,136214774,1.6,1,16337144
2020,5,136211943,1,11,16339505
2020,16,136215695,13,9,16337259
2020,5,136213277,1,11,16339671
2020,5,136213427,8.7,1,16339684
2020,5,136216894,1.5,1,16337387
2020,5,136219761,84,1,16339819
2020,12,136220521,0.4,1,16339926
2020,8,136218112,1,11,16339986
2020,15,136218407,1,11,16340044
2020,5,136218641,0.5,1,16340081
2020,4,136221712,1,1,16340109
2020,5,136218865,4,1,16342645
2020,2,136221881,1,11,16340131
2020,1,136222154,1,11,16340173
2020,5,136225288,1,11,16342848
2020,16,136223672,1,11,16342854
2020,4,136230015,1,11,16340617
2020,5,136230458,1,11,16340689
2020,12,136226751,1,9,16343065
2020,5,136226798,1,9,16343073
2020,5,136227742,2,1,16343250
2020,5,136231965,1.3,1,16340990
2020,5,136232309,1,1,16343302
2020,5,136232265,4,1,16343287
2020,12,136228143,0.9,1,16343321
2020,15,136232803,3,9,16343366
2020,5,136228453,6,1,16343368
2020,5,136233308,6.3,1,16341229
2020,5,136233539,3,1,16341270
2020,13,136229118,1,9,16343511
2020,1,136229572,0.01,1,16343625
2020,5,136234585,1,11,16343628
2020,5,136234309,2,9,16341437
2020,12,136234444,1.18,1,16341452
2020,5,136234562,1,3,16343657
2020,12,136234791,1,1,16343663
2020,5,136239972,6.1,1,16343716
2020,7,136235433,3,9,16343785
2020,5,136240875,10,1,16341721
2020,5,136240864,1,1,16341717
2020,5,136241044,1,1,16341753
2020,5,136236387,0.4,1,16341839
2020,12,136242178,1,11,16341917
2020,10,136242482,1,11,16341953
2020,12,136237249,1,1,16344100
2020,5,136243337,1,1,16342070
2020,12,136243963,7,9,16342132
2020,12,136244367,1,9,16344238
2020,5,136244616,14.2,1,16342204
2020,12,136244600,1,11,16342202
2020,5,136238641,1,1,16344284
2020,5,136238978,1,1,16344322
2020,5,136246066,1,11,16342425
2020,5,136246117,1,11,16344399
2020,5,136246250,1,11,16342453
2020,5,136246957,2.8,1,16347577
2020,5,136247280,2.1,1,16347639
2020,8,136250522,0.2,5,16344550
2020,5,136250742,12,1,16344588
2020,16,136250791,23,9,16347724
2020,12,136251065,0.3,1,16347783
2020,5,136248327,5,9,16347843
2020,5,136204017,0.8,1,16336995
2020,5,136204394,1,9,16337057
2020,5,136211433,1,11,16339391
2020,5,136214731,1,9,16339459
2020,5,136215114,1,11,16339524
2020,5,136210565,1,1,16339276
2020,5,136215352,1,3,16339568
2020,5,136215572,17.6,1,16339606
2020,5,136215995,1,1,16339672
2020,4,136216146,1,1,16337318
2020,5,136213979,7.47,1,16339738
2020,5,136214392,1,1,16339777
2020,16,136217088,33,9,16339810
2020,16,136219879,1,11,16337435
2020,2,136217374,1,1,16337448
2020,5,136217395,1,9,16337451
2020,5,136220082,1,1,16339855
2020,5,136220148,29.3,1,16339864
2020,5,136217538,1,11,16337470
2020,16,136220216,6,9,16339880
2020,17,136217829,2,9,16342506
2020,17,136220674,,,16339949
2020,16,136220844,1,11,16339975
2020,5,136220860,1,11,16339976
2020,5,136220929,5.32,1,16339989
2020,5,136218114,205.66,1,16339988
2020,5,136218216,0.81,1,16342559
2020,12,136221187,1,3,16340017
2020,5,136218398,1,11,16342591
2020,12,136221285,1,11,16342596
2020,5,136218442,14.2,1,16340049
2020,5,136218536,0.3,1,16340060
2020,8,136221393,1,9,16340059
2020,12,136221403,0.53,1,16340062
2020,5,136221453,3.4,1,16342613
2020,5,136221507,1,11,16342618
2020,5,136221511,1,9,16340080
2020,5,136218606,1,1,16340076
2020,12,136221855,0.5,1,16342648
2020,5,136219092,1,1,16340157
2020,5,136222237,1,9,16340184
2020,5,136219217,0.7,1,16342687
2020,1,136222628,155,9,16340234
2020,5,136223035,1,11,16340291
2020,5,136223049,1,1,16340298
2020,2,136223158,131,1,16342792
2020,12,136225037,0.1,1,16340336
2020,5,136225273,1,11,16342846
2020,8,136223698,7.5,9,16342860
2020,5,136223770,1,1,16340403
2020,5,136223881,2,1,16342874
2020,8,136223871,5,9,16342873
2020,12,136225666,1,11,16342891
2020,1,136224196,1,3,16340469
2020,12,136224308,1,11,16340490
2020,5,136224348,4,1,16340501
2020,5,136224396,1,11,16340512
2020,5,136224453,1,11,16340519
2020,5,136224462,0.3,1,16342928
2020,12,136224553,1,1,16340546
2020,5,136229640,13,1,16340556
2020,4,136226032,1.17,1,16342944
2020,5,136226091,13,1,16342955
2020,5,136229749,1.5,1,16340573
2020,5,136229866,1,1,16340598
2020,5,136226263,2,1,16342980
2020,5,136229971,1,1,16340610
2020,5,136226389,1.61,1,16343001
2020,12,136230144,9.8,1,16340632
2020,5,136230203,2,9,16343017
2020,5,136226465,1,1,16340641
2020,12,136226535,1,9,16340654
2020,5,136226558,12,3,16343029
2020,12,136226625,14.4,1,16343043
2020,5,136226679,2,1,16340686
2020,5,136230482,1,1,16340695
2020,5,136210526,1,1,16339269
2020,5,136210574,2,1,16339278
2020,5,136204287,1,1,16337032
2020,5,136211763,14,1,16339465
2020,5,136211845,1.3,1,16339489
2020,12,136212215,1,11,16339534
2020,5,136212915,1,1,16337261
2020,5,136215967,446,1,16337297
2020,5,136214162,1,11,16339754
2020,12,136219734,0.4,1,16339817
2020,5,136220785,0.7,1,16339967
2020,5,136221561,1,11,16342616
2020,8,136218668,4,9,16342625
2020,5,136222418,2,9,16342704
2020,5,136219544,1,11,16342732
2020,5,136223390,1,1,16340345
2020,5,136226043,0.2,1,16342946
2020,12,136229842,5.2,1,16342977
2020,5,136230490,1,9,16340696
2020,5,136226698,2.4,1,16343052
2020,12,136230550,1,1,16343063
2020,1,136230735,1,11,16340733
2020,5,136230825,6.8,1,16340753
2020,5,136231000,0.001,1,16340789
2020,5,136227116,1.7,1,16340812
2020,5,136231102,1,1,16340818
2020,5,136227240,1,11,16340840
2020,12,136231230,0.04,1,16340838
2020,5,136231531,1,1,16340902
2020,5,136227609,1,11,16343208
2020,5,136231764,0.3,1,16340947
2020,5,136231783,0.999,1,16340948
2020,12,136227714,0.1,1,16343241
2020,12,136227784,1,1,16343256
2020,5,136232134,6,1,16343278
2020,5,136232311,1.2,1,16341042
2020,5,136232465,2,1,16341077
2020,12,136232786,0.001,1,16341128
2020,5,136228549,11,1,16343391
2020,5,136232939,1,3,16341163
2020,5,136228519,1,1,16343380
2020,12,136228595,1,1,16343408
2020,5,136232987,0.02,1,16343405
2020,16,136233145,1,9,16341195
2020,12,136233269,1,11,16341221
2020,5,136233356,1.8,1,16341238
2020,5,136228971,2,1,16343486
2020,5,136228972,1.3,1,16341250
2020,5,136233496,7.93,1,16341261
2020,5,136229210,1,11,16343535
2020,8,136233915,1,11,16341343
2020,5,136229333,0.3,1,16341352
2020,5,136229350,1,11,16343571
2020,5,136229459,0.8,1,16341395
2020,12,136239726,1,9,16341510
2020,5,136229498,0.5,1,16341408
2020,5,136229553,0.01,1,16343622
2020,5,136234288,36.66,1,16341432
2020,5,136234580,1,1,16343627
2020,12,136234225,0.6,1,16341421
2020,12,136234693,8.02,1,16343647
2020,12,136234524,0.1,1,16343652
2020,5,136234575,1,1,16341479
2020,12,136642909,1.8,1,16416890
2020,4,136642843,0.48,1,16416870
2020,5,136642914,1,1,16416892
2020,12,136642946,1.3,1,16416900
2020,1,136646178,1,1,16416909
2020,5,136646188,5.1,1,16412074
2020,5,136643008,0.7,1,16412078
2020,17,136643003,,,16412076
2020,5,136643025,5.8,1,16416923
2020,5,136643033,14.6,1,16416924
2020,12,136643041,4.2,1,16416929
2020,13,136646224,10,9,16416930
2020,17,136643053,5.78,7,16416934
2020,4,136646231,3.1,1,16416936
2020,1,136646256,0.3,1,16412086
2020,1,136643108,5.1,1,16416948
2020,5,136646307,8.9,1,16412098
2020,8,136646315,39.8,1,16412100
2020,5,136646332,7.3,1,16412103
2020,5,136646330,3.3,1,16412102
2020,5,136646337,1,1,16416956
2020,5,136643195,9.7,1,16416958
2020,5,136643217,7.3,1,16416962
2020,5,136643208,37,1,16416964
2020,5,136643245,9.8,1,16416976
2020,5,136643305,11.8,1,16412115
2020,5,136646407,1.4,1,16412117
2020,5,136646429,5.4,1,16416989
2020,8,136646433,1,9,16412119
2020,5,136210584,1,3,16336972
2020,5,136204246,3.5,1,16337026
2020,5,136211213,18,1,16337040
2020,5,136211514,1,1,16339404
2020,12,136211747,1,3,16337116
2020,5,136214835,5,1,16337164
2020,5,136212049,1,1,16337179
2020,12,136215190,1,11,16337203
2020,15,136215196,10,9,16337204
2020,4,136215280,0.5,1,16339561
2020,5,136215370,1,11,16339573
2020,12,136212536,0.8,1,16339586
2020,5,136212967,1,11,16339632
2020,16,136213107,1,9,16339649
2020,5,136213183,1,11,16339655
2020,5,136213254,1,11,16339663
2020,12,136216157,1,1,16337321
2020,16,136213687,1,9,16339709
2020,5,136216512,269.7,1,16337349
2020,12,136214122,1,1,16339749
2020,12,136216722,3,1,16337369
2020,5,136216718,1,1,16337367
2020,17,136216920,2.31,1,16339786
2020,12,136217065,3.2,1,16337410
2020,5,136217149,1,11,16337422
2020,5,136220057,21.26,1,16339850
2020,12,136220065,1,1,16339851
2020,12,136217798,0.3,1,16342502
2020,5,136218342,28,1,16342558
2020,12,136218697,0.3,1,16340093
2020,5,136218824,1,1,16340117
2020,13,136218964,1,11,16340139
2020,5,136219137,1,11,16342670
2020,5,136222281,13.71,1,16340193
2020,12,136219292,2.5,1,16342696
2020,5,136219362,1,9,16342707
2020,16,136222394,2,9,16340203
2020,5,136219430,1,11,16342715
2020,5,136222551,26.9,1,16340223
2020,5,136222734,16.1,1,16340256
2020,12,136223098,1.42,1,16340305
2020,5,136224860,1,3,16340300
2020,5,136223313,2,3,16342813
2020,12,136223530,2.8,1,16342839
2020,4,136225701,1,3,16342895
2020,5,136229855,0.9,1,16340596
2020,5,136230002,0.2,1,16340615
2020,12,136230396,16,1,16340675
2020,5,136230462,5,1,16340691
2020,5,136230579,1,11,16343069
2020,5,136230631,6,1,16340721
2020,12,136226898,1,1,16343083
2020,5,136230904,0.3,1,16340763
2020,12,136231319,0.01,1,16340854
2020,5,136231597,55,1,16343194
2020,16,136231819,5,9,16340956
2020,4,136231943,1,1,16340983
2020,5,136232038,9.4,1,16343267
2020,12,136232101,1,1,16341017
2020,5,136232829,0.05,1,16341136
2020,12,136232837,0.001,1,16341140
2020,8,136232890,117,9,16341150
2020,5,136228537,1.4,1,16341152
2020,5,136228526,1,1,16343383
2020,5,136228542,13,1,16343389
2020,5,136228612,0.2,1,16343413
2020,4,136228732,4,3,16341200
2020,5,136233372,49.4,1,16341242
2020,5,136233634,2.7,1,16341295
2020,5,136229233,5.38,1,16343541
2020,5,136229093,13.7,1,16343507
2020,5,136234080,5,1,16343596
2020,5,136234135,1,11,16341401
2020,5,136234716,425.1,1,16341460
2020,5,136234768,1,11,16343658
2020,5,136234806,1,1,16341488
2020,5,136234831,1,11,16343668
2020,5,136234854,1,1,16343672
2020,5,136239798,1,11,16341532
2020,5,136239806,2,3,16343684
2020,5,136235182,1,11,16341590
2020,16,136240181,1,11,16341598
2020,12,136240294,17.5,9,16341612
2020,12,136240337,40,9,16341619
2020,8,136235453,26,9,16343789
2020,5,136240511,3.4,1,16343787
2020,4,136240698,0.2,1,16343815
2020,4,136235625,10,1,16343822
2020,12,136240781,0.8,1,16341705
2020,2,136235818,2,1,16343855
2020,5,136241348,78,1,16343888
2020,5,136236133,1,11,16343896
2020,5,136241869,1,11,16341847
2020,5,136242336,1,11,16341934
2020,9,136242408,1,11,16341941
2020,12,136242407,1.2,1,16344025
2020,11,136236976,8,9,16341957
2020,5,136242551,1,11,16341969
2020,5,136242901,1,1,16342010
2020,12,136243070,1,11,16344116
2020,8,136243134,1,9,16342043
2020,5,136237479,13,1,16344134
2020,4,136237811,1,1,16342100
2020,12,136243956,4.5,1,16342131
2020,5,136238048,29.4,1,16342139
2020,5,136238195,3,1,16342160
2020,5,136244759,2,1,16342234
2020,5,136244787,2.1,1,16342239
2020,15,136244847,2,9,16344276
2020,16,136238767,1,9,16344293
2020,16,136245146,1,9,16342290
2020,5,136245300,1,1,16342304
2020,12,136245325,1,1,16342320
2020,5,136239034,1,11,16342333
2020,12,136245743,1,1,16342384
2020,2,136239240,12,4,16344356
2020,5,136245903,3,1,16342403
2020,5,136246039,1.5,1,16344384
2020,16,136249610,2,9,16342449
2020,5,136249888,1,11,16347504
2020,4,128900007,3,1,14902876
2020,12,124783637,10,9,13902098
2020,5,124786477,19,1,13902132
2020,5,124794772,4.5,1,13896632
2020,17,124783012,,,13896463
2020,13,124775614,8,9,13901205
2020,5,124775795,5.9,1,13901236
2020,4,124775946,0.1,1,13901268
2020,5,124780623,3.3,1,13901273
2020,16,124772864,2,9,13886470
2020,4,124775754,2,1,13901224
2020,12,124781011,1,1,13896189
2020,5,124783480,0.7,1,13896509
2020,12,124787637,58.4,1,13902240
2020,12,123829799,0.5,1,13687486
2020,8,124238226,1,9,13804724
2020,5,129105572,4,1,14927153
2020,5,124245210,7.54,1,13813202
2020,1,124245867,1,11,13813320
2020,5,124246092,14,1,13813351
2020,5,137198849,1,3,16523736
2020,5,137202843,1.45,1,16523756
2020,2,137203070,0.36,1,16521320
2020,12,123834713,0.6,1,13687489
2020,5,123811284,0.5,1,13668869
2020,2,123829847,0.6,1,13668872
2020,5,123834782,8.7,1,13682534
2020,5,124241893,1,1,13808684
2020,5,124777282,5.8,1,13901572
2020,5,128899991,12,1,14902872
2020,5,124772681,1.4,1,13886436
2020,5,124781916,0.2,1,13896371
2020,5,124771850,2.7,1,13896062
2020,5,124772907,0.5,1,13886480
2020,12,124775556,0.6,1,13896048
2020,5,124780457,1,1,13896071
2020,2,124774137,1,1,13886706
2020,12,124774161,1,1,13886711
2020,5,124774170,4.5,1,13886712
2020,5,124774181,2,1,13901906
2020,5,124781945,1.6,1,13886714
2020,5,124789887,5,1,13896445
2020,12,124772194,1.1,1,13886349
2020,12,124776510,0.6,1,13901404
2020,5,124776917,0.1,1,13901484
2020,2,124778955,0.8,1,13901892
2020,5,124782802,1.5,1,13896446
2020,5,124945519,0.05,1,13962755
2020,5,124936791,2,1,13962822
2020,5,124936966,1,1,13957772
2020,2,124941089,1,1,13967800
2020,12,136270491,14,1,16349206
2020,5,136226906,1,1,16343085
2020,5,136226917,1,11,16340742
2020,5,136227114,0.001,1,16340811
2020,5,136227121,1,11,16343132
2020,5,136231187,2.79,1,16340772
2020,12,136227444,0.5,1,16343175
2020,5,136227476,2,9,16343179
2020,5,136231658,2,1,16340926
2020,12,136232118,4,9,16341021
2020,5,136227993,77.9,1,16343291
2020,12,136228094,1.3,1,16343313
2020,12,136228479,0.1,1,16343372
2020,5,136233038,5,1,16341174
2020,5,136228699,3,10,16343437
2020,5,136233497,0.9,1,16341263
2020,5,136229011,1,1,16343492
2020,5,136229084,1,11,16341293
2020,5,136229293,8.2,1,16343558
2020,5,136233913,94.6,1,16341339
2020,5,136229325,3.7,1,16343565
2020,12,136233950,0.01,1,16341350
2020,5,136234018,1,1,16341371
2020,5,136234036,1,3,16341377
2020,5,136233934,2,9,16341347
2020,8,136229525,1,9,16343618
2020,5,136234221,17.5,1,16341420
2020,5,136234249,2.9,1,16341425
2020,16,136234291,33,9,16341433
2020,5,136234331,23,1,16343634
2020,5,136234563,2.95,1,16341473
2020,12,136234998,2,9,16343701
2020,8,136235020,1.5,9,16343699
2020,4,136240028,34.1,1,16341580
2020,16,136240387,5,9,16341631
2020,12,136240434,2.7,1,16341640
2020,5,136240496,24,1,16343783
2020,12,136240728,3.6,1,16341695
2020,5,136240726,3,1,16341696
2020,12,136235730,2.8,1,16341726
2020,14,136241172,8,9,16341763
2020,5,136241510,5.5,1,16341797
2020,4,136241649,0.5,1,16341818
2020,5,136236383,0.4,1,16343942
2020,12,136242018,1,11,16341884
2020,1,136242051,1,11,16343982
2020,5,136236934,1,11,16344036
2020,1,136242520,2,9,16341964
2020,1,136237250,1,9,16344101
2020,12,136237340,1,11,16344112
2020,12,136243125,1,1,16342039
2020,4,136243187,1,11,16342054
2020,12,124249615,18,1,13809194
2020,5,124247597,13,1,13813668
2020,12,124245650,1,11,13813284
2020,5,124247633,4,1,13813675
2020,5,124251176,1,1,13809465
2020,5,124789995,1,11,13902020
2020,12,124783924,30,5,13896564
2020,12,124936883,2,1,13962837
2020,8,124940766,1,9,13967739
2020,10,136257002,1,7,16348273
2020,5,136257214,1,1,16348309
2020,4,136257401,0.1,1,16345097
2020,5,136259659,0.6,1,16345103
2020,5,136257506,1,1,16345119
2020,5,136257655,1,1,16348398
2020,5,136260085,1,11,16345180
2020,5,136260214,17.5,1,16345199
2020,4,136260342,1,1,16345210
2020,5,136260565,1,11,16345227
2020,5,136258675,1,11,16348516
2020,12,136260822,1,11,16345250
2020,5,136261009,1,11,16345271
2020,5,136259254,1,11,16348564
2020,15,136261290,1,11,16345298
2020,12,136261338,1,11,16348586
2020,5,136264687,0.5,1,16348604
2020,5,136264810,1,11,16345323
2020,16,136265073,1,11,16348623
2020,16,136265192,1,9,16348639
2020,5,136265216,3,1,16345362
2020,5,136262044,1,11,16348658
2020,5,136262250,1,1,16348684
2020,5,136262281,1,1,16345400
2020,5,136265635,28,1,16345401
