"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,148409111,9,
2020,148409101,9,
2020,148409620,1,
2020,148414052,10,
2020,148414667,1,
2020,148416391,1,
2020,148416409,1,
2020,148416809,6,
2020,148416809,1,
2020,148412645,9,
2020,148423111,1,
2020,148418673,10,
2020,148423661,1,
2020,148419144,9,
2020,148424189,1,
2020,148424699,1,
2020,148425535,9,
2020,148425639,10,
2020,148420576,10,
2020,148420770,1,
2020,148420796,1,
2020,148426015,1,
2020,148421005,1,
2020,148421021,1,
2020,148426749,1,
2020,148421489,1,
2020,148427172,1,
2020,148427224,10,
2020,148421908,1,
2020,148427307,1,
2020,148422043,1,
2020,148422042,1,
2020,148432952,10,
2020,148428664,9,
2020,148433042,9,
2020,148428743,1,
2020,148433118,9,
2020,148429124,10,
2020,148429116,10,
2020,148429118,10,
2020,148433514,9,
2020,148429423,1,
2020,148429560,9,
2020,148433833,1,
2020,148430232,6,
2020,149583243,10,
2020,148911259,1,
2020,148374539,6,
2020,148378545,6,
2020,148378607,9,
2020,148380161,1,
2020,148380177,1,
2020,148382524,1,
2020,148377765,1,
2020,148389048,1,
2020,148384210,1,
2020,148384339,6,
2020,148389967,1,
2020,148386320,1,
2020,148392198,1,
2020,148386536,1,
2020,148392524,1,
2020,148392737,1,
2020,148395113,1,
2020,148395112,1,
2020,148398927,10,
2020,148397160,1,
2020,148399971,1,
2020,148397576,1,
2020,148400169,1,
2020,148402987,1,
2020,148403367,1,
2020,148401285,1,
2020,148404122,1,
2020,148401387,10,
2020,148401388,10,
2020,148404988,1,
2020,148402327,6,
2020,148402366,2,
2020,148409057,2,
2020,148409529,10,
2020,148409527,1,
2020,148413299,10,
2020,148413296,10,
2020,148413301,10,
2020,148413624,10,
2020,148410260,9,
2020,148410266,1,
2020,148410265,1,
2020,148414322,2,
2020,148414945,1,
2020,148411106,1,
2020,148411300,1,
2020,148415618,1,
2020,148415619,1,
2020,148415729,9,
2020,148411965,1,
2020,148416229,1,
2020,148416229,6,
2020,148416944,9,
2020,148417068,1,
2020,148412717,1,
2020,148417421,1,
2020,148417820,10,
2020,148418264,1,
2020,148423888,9,
2020,148419320,1,
2020,148419426,10,
2020,148419479,9,
2020,148424501,1,
2020,148419627,1,
2020,148424522,9,
2020,148424586,1,
2020,148419696,1,
2020,148425176,1,
2020,148425175,1,
2020,148425617,10,
2020,148425629,10,
2020,148425623,10,
2020,148425715,5,
2020,148427129,1,
2020,148427230,6,
2020,148422004,1,
2020,148422509,10,
2020,148428920,9,
2020,148429148,10,
2020,148429383,10,
2020,148433645,9,
2020,148429868,1,
2020,148434440,9,
2020,148423600,1,
2020,148419074,1,
2020,148424121,1,
2020,148419484,9,
2020,148426006,10,
2020,148422300,10,
2020,148422784,1,
2020,148432904,1,
2020,148433724,9,
2020,148433881,10,
2020,148429817,10,
2020,148430123,1,
2020,148392303,1,
2020,148360101,6,
2020,148360177,10,
2020,148360485,10,
2020,148390837,1,
2020,148390725,1,
2020,148383454,1,
2020,148407233,6,
2020,148400458,1,
2020,148382257,6,
2020,148382257,9,
2020,148416168,9,
2020,148414731,9,
2020,148421383,1,
2020,148372177,1,
2020,148412788,9,
2020,148417632,1,
2020,148424490,1,
2020,148380555,9,
2020,148408014,1,
2020,148429368,9,
2020,148359977,10,
2020,148361249,9,
2020,148406386,1,
2020,148406430,6,
2020,148406932,1,
2020,148433970,1,
2020,148434017,1,
2020,148396332,10,
2020,148413615,1,
2020,148408632,1,
2020,148406933,1,
2020,148414626,1,
2020,148415011,9,
2020,148415242,1,
2020,148403920,1,
2020,148378000,1,
2020,148414340,1,
2020,148411246,6,
2020,148411339,9,
2020,148383221,1,
2020,148385275,9,
2020,148363336,6,
2020,148361021,9,
2020,148361052,9,
2020,148360083,10,
2020,148364005,1,
2020,148361912,10,
2020,148367952,1,
2020,148365418,1,
2020,148368280,1,
2020,148368277,1,
2020,148368481,1,
2020,148366023,2,
2020,148366022,2,
2020,148369543,6,
2020,148369948,1,
2020,148366980,1,
2020,148370284,1,
2020,148370175,1,
2020,148370574,10,
2020,148367275,10,
2020,148370595,9,
2020,148367591,10,
2020,148373745,1,
2020,148373741,1,
2020,148374381,6,
2020,148378942,9,
2020,148379094,10,
2020,148380064,1,
2020,148380152,9,
2020,148380152,2,
2020,148381980,1,
2020,148388151,1,
2020,148383692,1,
2020,148389493,10,
2020,148384604,6,
2020,148384602,6,
2020,148389985,1,
2020,148391541,1,
2020,148386302,1,
2020,148392548,1,
2020,148393274,1,
2020,148393560,10,
2020,148387376,1,
2020,148393937,10,
2020,148393950,1,
2020,148394046,10,
2020,148394296,10,
2020,148397962,1,
2020,148394439,1,
2020,148394580,1,
2020,148394593,2,
2020,148394594,2,
2020,148394595,2,
2020,148394553,2,
2020,148394771,1,
2020,148395094,10,
2020,148395145,10,
2020,148395190,6,
2020,148398712,1,
2020,148395687,1,
2020,148399275,1,
2020,148396425,1,
2020,148396506,1,
2020,148396508,1,
2020,148399447,1,
2020,148396509,1,
2020,148399520,1,
2020,148396646,1,
2020,148399619,2,
2020,148396911,1,
2020,148396910,1,
2020,148397304,1,
2020,148397320,1,
2020,148397388,1,
2020,148397536,1,
2020,148402914,2,
2020,148403054,10,
2020,148403162,1,
2020,148403603,10,
2020,148403925,1,
2020,148401587,6,
2020,148401640,9,
2020,148404721,9,
2020,148404724,1,
2020,148402019,9,
2020,148405449,1,
2020,148405517,9,
2020,148405611,1,
2020,148408823,10,
2020,148408982,1,
2020,148409353,10,
2020,148409395,9,
2020,148412996,9,
2020,148409567,1,
2020,148413208,1,
2020,148409696,1,
2020,148413606,10,
2020,148410012,1,
2020,148410080,1,
2020,148414049,10,
2020,148410296,1,
2020,148415757,1,
2020,148411661,1,
2020,148416266,1,
2020,148412565,1,
2020,148412566,1,
2020,148412856,1,
2020,148412852,1,
2020,148412853,1,
2020,148417463,2,
2020,148417983,9,
2020,148417983,2,
2020,148417463,9,
2020,148417616,1,
2020,148423922,1,
2020,148423958,1,
2020,148424060,9,
2020,148419294,9,
2020,148424450,1,
2020,148424546,1,
2020,148424970,1,
2020,148425198,9,
2020,148425193,9,
2020,148425232,10,
2020,148425335,6,
2020,148420633,6,
2020,148425841,10,
2020,148426309,10,
2020,148426503,2,
2020,148421312,9,
2020,148426647,9,
2020,148421395,9,
2020,148421402,9,
2020,148426644,9,
2020,148426651,9,
2020,148426696,1,
2020,148426695,1,
2020,148426852,1,
2020,148427045,1,
2020,148427045,2,
2020,148427395,9,
2020,148427661,9,
2020,148427803,3,
2020,148427966,10,
2020,148427981,1,
2020,148428003,2,
2020,148428003,1,
2020,148422588,10,
2020,148422760,1,
2020,148428517,9,
2020,148428573,1,
2020,148428752,1,
2020,148433103,1,
2020,148434174,1,
2020,148430330,1,
2020,148430332,1,
2020,148368697,1,
2020,148365988,1,
2020,148366578,10,
2020,148369643,2,
2020,148369984,1,
2020,148370253,10,
2020,148370299,1,
2020,148370299,6,
2020,148367277,9,
2020,148370575,9,
2020,148370604,1,
2020,148370605,1,
2020,148367322,1,
2020,148370910,9,
2020,148370917,1,
2020,148370917,9,
2020,148371078,1,
2020,148371384,1,
2020,148371535,1,
2020,148373197,6,
2020,148373306,1,
2020,148373788,1,
2020,148372651,9,
2020,148378005,9,
2020,148378005,3,
2020,148378008,3,
2020,148378008,9,
2020,148378115,1,
2020,148378115,6,
2020,148374432,9,
2020,148378520,1,
2020,148374756,10,
2020,148379317,1,
2020,148379335,1,
2020,148375260,1,
2020,148375264,1,
2020,148375267,1,
2020,148379369,9,
2020,148375288,9,
2020,148379604,1,
2020,148379731,1,
2020,148376187,1,
2020,148380512,1,
2020,148376315,1,
2020,148376317,1,
2020,148380731,6,
2020,148376388,1,
2020,148376717,6,
2020,148376754,9,
2020,148376774,9,
2020,148381292,1,
2020,148376771,1,
2020,148376780,1,
2020,148381377,1,
2020,148376985,1,
2020,148376984,9,
2020,148376987,6,
2020,148377423,1,
2020,148377425,1,
2020,148377454,9,
2020,148377455,9,
2020,148382394,1,
2020,148377658,1,
2020,148388076,6,
2020,148388528,10,
2020,148383615,1,
2020,148383617,1,
2020,148388983,6,
2020,148389327,9,
2020,148389521,1,
2020,148389549,1,
2020,148389876,1,
2020,148384625,1,
2020,148390155,6,
2020,148384909,6,
2020,148390897,10,
2020,148390896,10,
2020,148391168,9,
2020,148385686,9,
2020,148391375,1,
2020,148385766,9,
2020,148391441,9,
2020,148385988,1,
2020,148391812,9,
2020,148386135,6,
2020,148392253,6,
2020,148392250,6,
2020,148386429,1,
2020,148392406,1,
2020,148392765,1,
2020,148386799,9,
2020,148386801,9,
2020,148387254,2,
2020,148387254,9,
2020,148387332,1,
2020,148393569,10,
2020,148387359,9,
2020,148387361,1,
2020,148393642,1,
2020,148393745,10,
2020,148387700,10,
2020,148394134,6,
2020,148394469,1,
2020,148394534,9,
2020,148398137,1,
2020,148394639,1,
2020,148398287,9,
2020,148394901,1,
2020,148394900,1,
2020,148394961,1,
2020,148395004,1,
2020,148398615,10,
2020,148395428,10,
2020,148395534,2,
2020,148395537,2,
2020,148398785,2,
2020,148395814,10,
2020,148395903,9,
2020,148395864,9,
2020,148399010,9,
2020,148395952,6,
2020,148399134,1,
2020,148399177,10,
2020,148396289,9,
2020,148399366,1,
2020,148399367,1,
2020,148396389,1,
2020,148396393,1,
2020,148399439,10,
2020,148396511,10,
2020,148396796,10,
2020,148397066,9,
2020,148399861,1,
2020,148397170,10,
2020,148397280,10,
2020,148400098,2,
2020,148400177,9,
2020,148402931,1,
2020,148402935,1,
2020,148402957,10,
2020,148403003,1,
2020,148403128,2,
2020,148400607,10,
2020,148403839,6,
2020,148403856,1,
2020,148403891,9,
2020,148403891,2,
2020,148403908,9,
2020,148403940,10,
2020,148401163,1,
2020,148404207,1,
2020,148404241,1,
2020,148401554,1,
2020,148404594,10,
2020,148401670,10,
2020,148404592,1,
2020,148404825,10,
2020,148401893,6,
2020,148405630,2,
2020,148405630,9,
2020,148402676,6,
2020,148405910,1,
2020,148402800,1,
2020,148407917,1,
2020,148407944,1,
2020,148408141,1,
2020,148408159,1,
2020,148406532,1,
2020,148406724,1,
2020,148407144,1,
2020,148408949,1,
2020,148409024,9,
2020,148407485,1,
2020,148408996,1,
2020,148409252,9,
2020,148407796,9,
2020,148407876,1,
2020,148407867,1,
2020,148409431,1,
2020,148413248,1,
2020,148409650,1,
2020,148409652,1,
2020,148413254,1,
2020,148413305,1,
2020,148413256,1,
2020,148413630,6,
2020,148413672,9,
2020,148410087,1,
2020,148413881,1,
2020,148410088,1,
2020,148410386,4,
2020,148410387,4,
2020,148410404,1,
2020,148414516,1,
2020,148414559,1,
2020,148414660,9,
2020,148414668,1,
2020,148414722,1,
2020,148414875,1,
2020,148410901,1,
2020,148414989,10,
2020,148414992,10,
2020,148414988,10,
2020,148411293,10,
2020,148415556,1,
2020,148411471,1,
2020,148411454,1,
2020,148415633,2,
2020,148411530,9,
2020,148415895,10,
2020,148416653,1,
2020,148412329,1,
2020,148416732,1,
2020,148412473,10,
2020,148416873,10,
2020,148416872,10,
2020,148416906,1,
2020,148417075,1,
2020,148417183,1,
2020,148417920,8,
2020,148417402,2,
2020,148417918,1,
2020,148417919,1,
2020,148417402,9,
2020,148417447,1,
2020,148417974,1,
2020,148417972,1,
2020,148417648,1,
2020,148418203,10,
2020,148418537,1,
2020,148418556,1,
2020,148423277,1,
2020,148418751,1,
2020,148423868,1,
2020,148423912,1,
2020,148423920,1,
2020,148419243,9,
2020,134285260,1,
2020,134285258,1,
2020,134285307,1,
2020,134286152,1,
2020,134286153,1,
2020,134286949,9,
2020,134286951,9,
2020,134289944,10,
2020,134281133,9,
2020,134281827,1,
2020,134293126,9,
2020,134290910,9,
2020,134282327,9,
2020,134282635,1,
2020,134298316,9,
2020,134298673,1,
2020,134298674,1,
2020,134290602,1,
2020,134291377,1,
2020,134298745,10,
2020,134292654,6,
2020,134299248,1,
2020,134278401,1,
2020,132977209,1,
2020,132998215,1,
2020,148355543,1,
2020,148355564,1,
2020,148352303,10,
2020,148355591,6,
2020,148355591,1,
2020,148352344,1,
2020,148352371,10,
2020,148352393,1,
2020,148355712,1,
2020,148355741,1,
2020,148355813,2,
2020,148355813,9,
2020,148352539,10,
2020,148355844,1,
2020,148355858,10,
2020,148352575,10,
2020,148352573,10,
2020,148352579,10,
2020,148352577,10,
2020,148352574,10,
2020,148352602,9,
2020,148355879,9,
2020,148355918,1,
2020,148355968,9,
2020,148355916,10,
2020,148355903,10,
2020,148352645,10,
2020,148352701,10,
2020,148352775,6,
2020,148352785,1,
2020,148352819,10,
2020,148352829,6,
2020,148356122,1,
2020,148356150,1,
2020,148356150,6,
2020,148357979,1,
2020,148356244,2,
2020,148356251,9,
2020,148357977,10,
2020,148357990,6,
2020,148356279,1,
2020,148356299,1,
2020,148358175,1,
2020,148358175,6,
2020,148358137,1,
2020,148356479,10,
2020,148358362,2,
2020,148358392,8,
2020,148358370,8,
2020,148356568,8,
2020,148358454,10,
2020,148356643,10,
2020,148356644,10,
2020,148358466,10,
2020,148356718,10,
2020,148358759,1,
2020,148358819,9,
2020,148356922,6,
2020,148356995,1,
2020,148357018,6,
2020,148357049,6,
2020,148357083,10,
2020,148359013,10,
2020,148359033,10,
2020,148359043,9,
2020,148357175,1,
2020,148359160,9,
2020,148359116,1,
2020,148357287,10,
2020,148357298,4,
2020,148359265,10,
2020,148357355,9,
2020,148357489,10,
2020,148357486,10,
2020,148359481,1,
2020,134469459,1,
2020,134464904,1,
2020,134464905,1,
2020,149582927,6,
2020,149583144,6,
2020,149581932,1,
2020,149583275,6,
2020,149583260,1,
2020,149583296,10,
2020,149583383,6,
2020,149582029,9,
2020,149583398,1,
2020,149583412,6,
2020,149583394,1,
2020,149583412,1,
2020,149583454,10,
2020,149582167,9,
2020,149583629,9,
2020,149582171,9,
2020,149583619,9,
2020,149582169,9,
2020,149583616,17,
2020,149583666,1,
2020,149583685,10,
2020,149583738,1,
2020,149582090,1,
2020,149583647,10,
2020,149583655,1,
2020,149583742,1,
2020,149583803,1,
2020,149583849,9,
2020,149584118,1,
2020,133532374,9,
2020,132998052,1,
2020,134287678,1,
2020,134293185,1,
2020,134293468,10,
2020,134291011,1,
2020,134299102,9,
2020,134299183,1,
2020,148355638,10,
2020,148355801,2,
2020,148358102,1,
2020,148358827,1,
2020,148356943,1,
2020,148356923,1,
2020,148358921,4,
2020,148357390,9,
2020,148357700,10,
2020,148360135,10,
2020,148360187,9,
2020,148360182,2,
2020,148360182,9,
2020,148360187,2,
2020,148360197,17,
2020,148360447,1,
2020,148363246,10,
2020,148363244,10,
2020,148363518,9,
2020,148363541,9,
2020,148361573,6,
2020,148364299,10,
2020,148362647,9,
2020,148366814,1,
2020,148370581,1,
2020,148370771,9,
2020,148371454,1,
2020,148371605,10,
2020,148373611,1,
2020,148373761,1,
2020,148372772,1,
2020,148378408,1,
2020,148378882,1,
2020,148374987,1,
2020,148374987,6,
2020,148375930,1,
2020,148381586,1,
2020,148381578,1,
2020,148384065,1,
2020,148389621,1,
2020,148390158,9,
2020,148384840,1,
2020,148390387,1,
2020,148386478,1,
2020,148392449,1,
2020,148386722,10,
2020,148387296,1,
2020,148399215,1,
2020,148396075,1,
2020,148399217,1,
2020,148399219,1,
2020,148396651,1,
2020,148396814,10,
2020,148397441,10,
2020,148400090,10,
2020,148397488,10,
2020,148400135,1,
2020,148402923,6,
2020,148401695,1,
2020,148404982,10,
2020,148402014,10,
2020,148402807,10,
2020,148407978,9,
2020,148407978,1,
2020,148408626,9,
2020,148407128,1,
2020,148407129,1,
2020,148407302,1,
2020,148409261,9,
2020,148407766,9,
2020,148409259,9,
2020,148409264,9,
2020,148409585,1,
2020,148413432,1,
2020,148410326,1,
2020,148412099,10,
2020,148416910,10,
2020,148412822,1,
2020,148412872,6,
2020,148418502,1,
2020,148423521,1,
2020,148423610,1,
2020,148419130,9,
2020,148419125,9,
2020,148419129,9,
2020,148423843,9,
2020,148419127,9,
2020,148420584,1,
2020,148425828,1,
2020,148426356,1,
2020,148426402,9,
2020,148426399,1,
2020,148421255,1,
2020,148422441,1,
2020,148422435,1,
2020,148427931,1,
2020,148429590,9,
2020,148429591,9,
2020,148429997,1,
2020,148434101,1,
2020,148434345,1,
2020,148430586,1,
2020,148352734,1,
2020,148352240,10,
2020,148357958,1,
2020,148356763,1,
2020,148356965,9,
2020,148356935,9,
2020,148356988,9,
2020,148358889,9,
2020,148358925,9,
2020,148358890,9,
2020,148363582,1,
2020,148363912,1,
2020,148365103,6,
2020,148362899,6,
2020,148368242,1,
2020,148366489,10,
2020,148370624,1,
2020,148372445,1,
2020,148373693,1,
2020,148374255,1,
2020,148374969,9,
2020,148374989,9,
2020,148379815,9,
2020,148379816,9,
2020,148381634,10,
2020,148383992,1,
2020,148382310,1,
2020,148388944,2,
2020,148389234,1,
2020,148389947,1,
2020,148390883,1,
2020,148390884,1,
2020,148386018,1,
2020,148386171,6,
2020,148392552,1,
2020,148394153,1,
2020,148394260,1,
2020,148387890,1,
2020,148399340,1,
2020,148397626,1,
2020,148403363,1,
2020,148400948,10,
2020,148401416,1,
2020,148404788,1,
2020,148402143,1,
2020,148405409,6,
2020,148408222,1,
2020,148408683,1,
2020,148408685,1,
2020,148408903,10,
2020,148410806,9,
2020,148415099,9,
2020,148415179,1,
2020,148411837,1,
2020,148416114,1,
2020,148416353,1,
2020,148416633,10,
2020,148419204,1,
2020,148423940,1,
2020,148426238,1,
2020,148421825,1,
2020,148428144,10,
2020,148422749,2,
2020,148428307,2,
2020,148433631,10,
2020,148429454,10,
2020,148429448,10,
2020,148429451,10,
2020,148433630,10,
2020,148429446,10,
2020,148433735,1,
2020,148429864,10,
2020,148430491,1,
2020,148430728,9,
2020,149412828,9,
2020,149412872,2,
2020,149412872,9,
2020,149415846,1,
2020,149581947,10,
2020,149583381,10,
2020,149583903,1,
2020,149582024,2,
2020,149582035,6,
2020,149584427,1,
2020,148355615,1,
2020,148352456,10,
2020,148358719,1,
2020,148363439,6,
2020,148362138,9,
2020,148369148,6,
2020,148366784,6,
2020,148378612,1,
2020,148380256,2,
2020,148380256,9,
2020,148382440,1,
2020,148382697,6,
2020,148382697,1,
2020,148390049,1,
2020,148384675,1,
2020,148390195,9,
2020,148390430,6,
2020,148390303,6,
2020,148385387,9,
2020,148391034,9,
2020,148391185,1,
2020,148391339,1,
2020,148391712,1,
2020,148386584,2,
2020,148398009,6,
2020,148393506,9,
2020,148394272,9,
2020,148398541,9,
2020,148395383,10,
2020,148403371,9,
2020,148404315,1,
2020,148404319,1,
2020,148375026,9,
2020,148381115,1,
2020,148377522,1,
2020,148383066,1,
2020,148383068,1,
2020,148383275,1,
2020,148392748,10,
2020,148393235,1,
2020,148387845,10,
2020,148395994,10,
2020,148399389,1,
2020,148396837,10,
2020,148397026,1,
2020,148397029,1,
2020,148397030,1,
2020,148397318,10,
2020,148402472,17,
2020,148405956,1,
2020,148408203,1,
2020,148408487,6,
2020,148407299,1,
2020,148408904,1,
2020,148408905,1,
2020,148409403,2,
2020,148409403,8,
2020,148410707,1,
2020,148415204,1,
2020,148415464,10,
2020,148415465,1,
2020,148412612,9,
2020,148412770,1,
2020,148412761,1,
2020,148422968,9,
2020,148422965,1,
2020,148423309,1,
2020,148424817,1,
2020,148425451,6,
2020,148421252,10,
2020,148427262,2,
2020,148427314,8,
2020,148429496,1,
2020,148434049,10,
2020,148430424,1,
2020,148434307,1,
2020,149581531,6,
2020,149581994,1,
2020,149583748,10,
2020,149582045,6,
2020,148355734,9,
2020,148352470,9,
2020,148352650,9,
2020,148356116,1,
2020,148359800,1,
2020,148360591,10,
2020,148360626,1,
2020,148369115,9,
2020,148372414,1,
2020,148374231,1,
2020,148382011,9,
2020,148382531,1,
2020,148377886,10,
2020,148384279,1,
2020,148384313,9,
2020,148389766,1,
2020,148391966,9,
2020,148393396,9,
2020,148393523,9,
2020,148393543,9,
2020,148394028,1,
2020,148394028,6,
2020,148394739,1,
2020,148394905,1,
2020,148398326,1,
2020,148398894,1,
2020,148395902,10,
2020,148399142,1,
2020,148396319,10,
2020,148399742,10,
2020,148399743,10,
2020,148396969,10,
2020,148396981,10,
2020,148399741,10,
2020,148402952,1,
2020,148403914,1,
2020,148401136,1,
2020,148401136,9,
2020,148404565,1,
2020,148401661,1,
2020,148402399,1,
2020,148402485,10,
2020,148406255,10,
2020,148406402,1,
2020,148406627,1,
2020,148407140,1,
2020,148408917,9,
2020,148407317,9,
2020,148407318,9,
2020,148408916,9,
2020,148407875,1,
2020,148413080,6,
2020,148414195,1,
2020,148422986,1,
2020,148423689,1,
2020,148423685,1,
2020,148423686,1,
2020,148423695,1,
2020,148418984,1,
2020,148419262,9,
2020,148419297,1,
2020,148424064,1,
2020,148419298,1,
2020,148419311,6,
2020,148424303,9,
2020,148424786,9,
2020,148425135,6,
2020,148425133,6,
2020,148425975,1,
2020,148420883,1,
2020,148426565,10,
2020,148421377,1,
2020,148421374,1,
2020,148421434,10,
2020,148428242,1,
2020,148428537,2,
2020,148428856,9,
2020,148429710,1,
2020,148429707,1,
2020,149581984,9,
2020,149583439,6,
2020,148357356,1,
2020,148357602,1,
2020,148355993,1,
2020,148355993,6,
2020,148357810,6,
2020,148357852,1,
2020,148363124,1,
2020,148363268,9,
2020,148363380,1,
2020,148361455,9,
2020,148364504,9,
2020,148364569,1,
2020,148362121,1,
2020,148367985,9,
2020,148371945,1,
2020,148378366,9,
2020,148375125,1,
2020,148379951,1,
2020,148380843,10,
2020,148381188,10,
2020,148381189,10,
2020,148381666,1,
2020,148377787,9,
2020,148383106,1,
2020,148383662,1,
2020,148383877,1,
2020,148384127,1,
2020,148384121,1,
2020,148384131,1,
2020,148389352,1,
2020,148384130,1,
2020,148389413,9,
2020,148384435,1,
2020,148385050,6,
2020,148390547,6,
2020,148392400,1,
2020,148392397,1,
2020,148392580,10,
2020,148393986,1,
2020,148387641,10,
2020,148387640,10,
2020,148398130,1,
2020,148396758,10,
2020,148396754,10,
2020,148403280,1,
2020,148400669,1,
2020,148400756,6,
2020,148400963,9,
2020,148404460,1,
2020,148404897,10,
2020,148405680,2,
2020,148406732,1,
2020,148407361,10,
2020,148407364,10,
2020,148407458,10,
2020,148413232,1,
2020,148413346,1,
