"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2020,136254642,63,500,,153028768
2020,136254644,63,100,,153028769
2020,136252500,13,499,,153033501
2020,136252553,10,,,153033560
2020,136254812,63,1,,153033628
2020,136254812,10,,,153033627
2020,136254839,31,700,,153029003
2020,136252672,30,100,,153033696
2020,136254896,20,50,,153029066
2020,136254896,63,200,,153029067
2020,136254917,63,1,,153033716
2020,136254917,10,,,153029104
2020,136252754,63,500,,153029169
2020,136255074,63,1250,,153029280
2020,136252955,20,4000,,153029433
2020,136255224,61,400,,153029477
2020,136253126,39,500,,153034190
2020,136255463,3,16000,,153029733
2020,136253154,3,16000,02-JUL-20,153029714
2020,136255503,42,50,,153029763
2020,136253314,10,,,153034424
2020,136253450,38,1,,153030154
2020,136255881,30,30,,153030225
2020,136255888,63,170,,153030229
2020,136253529,3,1800,,153034665
2020,136255927,3,2000,,153030272
2020,136255927,38,100,,153030280
2020,136253683,9,0,,153030505
2020,136256032,63,1,,153030402
2020,136253798,3,30000,,153030657
2020,136256246,3,30000,19-APR-20,153030656
2020,136253798,38,1,,153030658
2020,136253902,13,3,,153030822
2020,136256439,25,15,,153030828
2020,136256439,10,1,,153030827
2020,136256439,51,0,,153030842
2020,136256439,9,0,,153035132
2020,136256507,63,0,,153030917
2020,136256629,36,50,,153031060
2020,136256653,10,,,153031078
2020,136256841,9,0,,153035510
2020,136254191,1,1200,,153035499
2020,136254231,19,4,08-AUG-20,153035552
2020,136256889,19,4,,153035553
2020,136256906,63,300,11-JAN-20,153031343
2020,136256962,63,1726,,153035617
2020,136256962,20,201,,153031344
2020,136256962,25,5,,153031347
2020,136257001,10,1,,153035643
2020,136254386,6,5,,153035772
2020,136254387,63,4070,,153035773
2020,136257186,36,749,,153031636
2020,136254560,63,58,,153035971
2020,136257335,10,,,153035984
2020,136259713,26,1098,,153036146
2020,136257495,26,1098,01-MAR-20,153032024
2020,136259753,20,15,,153036194
2020,136259752,38,300,,153032083
2020,136259805,10,,,153036246
2020,136259805,11,2,,153036247
2020,136257651,63,1200,,153032205
2020,136257706,10,,,153036339
2020,136259924,63,500,,153036391
2020,136257803,13,400,,153037365
2020,136257880,36,300,,153037446
2020,136257877,35,500,,153036532
2020,136257894,6,20,,153036556
2020,136257941,35,150,,153036598
2020,136260141,10,,,153036648
2020,136260178,63,200,,153036703
2020,136260199,10,,,153037681
2020,136258080,19,41,18-DEC-20,153037686
2020,136258082,19,41,,153037688
2020,136258269,20,740,16-SEP-20,153036898
2020,136260332,20,740,,153036899
2020,136258384,7,1600,,153038046
2020,136258384,25,50,,153038047
2020,136260488,3,30000,,153037057
2020,136258422,3,30000,05-DEC-20,153038100
2020,136258452,10,,,153038133
2020,136258502,63,40,,153037132
2020,136258543,20,400,,153038227
2020,136260598,28,2150,,153037184
2020,136260596,28,2150,30-SEP-20,153038244
2020,136260598,63,900,,153038250
2020,136260596,63,900,30-SEP-20,153038245
2020,136258579,63,100,,153038268
2020,136258624,10,,,153037234
2020,136216650,26,899,07-DEC-20,152984707
2020,136216651,26,899,,152984708
2020,136214132,10,,,152984721
2020,136216715,10,,,152984793
2020,136214258,38,1,,152984843
2020,136214267,63,30,,152989570
2020,136214377,7,1,,152989702
2020,136214377,19,500,,152989704
2020,136216975,35,1,,152989855
2020,136219692,63,1,,152990078
2020,136219700,10,,,152985283
2020,136219780,47,0,,152990189
2020,136217241,63,18,,152985398
2020,136217239,63,4,02-JUN-20,152985397
2020,136219869,13,500,,152990279
2020,136217351,10,,,152985491
2020,136220031,63,145,,152990474
2020,136220080,8,123,,152990538
2020,136220093,29,200,,152990550
2020,136217545,63,1,,152985720
2020,136220281,63,1,,152990774
2020,136220469,63,1000,,152990967
2020,136220532,36,1350,15-SEP-20,152991020
2020,136217806,36,1600,,152991052
2020,136220658,61,200,,152991195
2020,136217941,10,,,152986180
2020,136217941,11,1,,152986182
2020,136217976,63,227,23-SEP-20,152986223
2020,136220769,63,227,,152991329
2020,136218070,10,,,152991439
2020,136218070,11,1,,152986324
2020,136220897,6,1,,152991495
2020,136220897,29,1,,152991496
2020,136219444,19,22,23-APR-20,152997914
2020,136222516,19,45,,152997917
2020,136222635,9,0,,152993587
2020,136222722,19,156,,152993675
2020,136222815,63,40,,152998218
2020,136224698,8,4,,152998237
2020,136224689,4,50,,152993744
2020,136222874,63,693,,152993838
2020,136222925,19,58,,152993897
2020,136224752,19,58,28-MAY-20,152998274
2020,136222924,10,,,152998311
2020,136223057,63,0,,152998422
2020,136224888,63,100,,152994083
2020,136224897,10,,,152994109
2020,136224897,11,1,,152994110
2020,136224934,63,2860,,152998514
2020,136224934,64,6000,,152994209
2020,136223166,63,40,19-FEB-20,152998511
2020,136224975,19,65,,152998557
2020,136223263,20,2498,,152994306
2020,136223331,10,,,152994385
2020,136225148,6,94,,152994528
2020,136225146,6,94,27-SEP-20,152998752
2020,136225590,19,80,,152995188
2020,136224028,19,80,28-JUL-20,152995182
2020,136224060,38,250,,152995237
2020,136224066,37,4000,,152999352
2020,136224061,37,4000,28-APR-20,152995235
2020,136224066,36,800,,152995239
2020,136224061,36,800,28-APR-20,152995234
2020,136224083,10,,,152995258
2020,136224097,63,1,,152995280
2020,136224097,26,1299,,152995279
2020,136224107,63,1,,152999389
2020,136224178,38,1,13-AUG-20,152999436
2020,136225711,38,1,,152995375
2020,136225769,47,0,,152999506
2020,136224276,35,800,,152995483
2020,136247030,10,,,153025544
2020,136247030,11,1,,153025546
2020,136247065,68,100,,153020930
2020,136247065,36,114,,153020929
2020,136247065,12,100,,153020927
2020,136250335,10,,,153020935
2020,136250335,11,2,,153020936
2020,136250416,63,97,,153021103
2020,136250446,35,1,,153021142
2020,136247271,63,1,,153021148
2020,136250526,26,244,,153021216
2020,136247410,38,1,,153026052
2020,136247487,20,3000,,153026156
2020,136247523,10,,,153026200
2020,136247564,20,1000,,153026244
2020,136247604,10,,,153026303
2020,136253248,17,1400,,153034344
2020,136253287,22,0,,153034361
2020,136253378,10,,,153030024
2020,136255820,4,370,,153030142
2020,136255837,63,1,,153030162
2020,136255837,13,3,,153030155
2020,136253535,24,16000,15-DEC-20,153034672
2020,136253535,64,1000,15-DEC-20,153034673
2020,136255916,24,16000,,153034674
2020,136255916,64,1000,,153034676
2020,136253678,63,800,,153034834
2020,136253678,23,400,,153034833
2020,136256143,11,1,,153034877
2020,136256143,10,,,153034875
2020,136253714,20,50,,153034886
2020,136253710,63,50,,153034882
2020,136253714,26,200,,153034887
2020,136256227,8,9,,153030630
2020,136256244,38,150,,153030655
2020,136256262,67,1,,153030663
2020,136256360,10,,,153030765
2020,136253893,17,900,,153035111
2020,136256387,29,1,,153030790
2020,136253893,2,1,,153035110
2020,136253893,25,10450,,153035113
2020,136253893,20,2000,,153035112
2020,136253893,63,1,,153035114
2020,136256396,38,500,,153030799
2020,136256401,63,5,,153035105
2020,136253930,63,250,,153030885
2020,136253984,11,1,,153030994
2020,136253963,20,1294,,153035198
2020,136256497,20,1294,04-JAN-21,153030908
2020,136256699,30,150,,153031127
2020,136254170,10,,,153031237
2020,136256882,20,500,,153035539
2020,136257042,3,1,,153031480
2020,136257044,10,,,153035708
2020,136257070,13,400,,153035739
2020,136257148,38,100,,153035797
2020,136254431,3,1,03-MAR-20,153035828
2020,136254432,3,1,,153035829
2020,136257233,20,575,,153035872
2020,136257233,7,300,,153035870
2020,136257233,63,200,,153035873
2020,136257233,9,0,,153031682
2020,136254519,35,20000,,153035918
2020,136257275,13,300,,153031758
2020,136257420,11,1,,153031931
2020,136257452,13,400,28-DEC-20,153031969
2020,136257453,13,400,,153036104
2020,136259681,29,750,,153031970
2020,136257543,10,,,153032079
2020,136257579,13,1,,153036234
2020,136257579,63,2,,153032121
2020,136257614,63,2500,,153036269
2020,136257639,19,300,,153032192
2020,136257638,11,1,,153036294
2020,136259835,19,300,03-JUL-20,153036288
2020,136259901,63,1300,,153036360
2020,136257724,63,10,,153036359
2020,136257788,10,,,153036420
2020,136260032,63,800,,153036520
2020,136260114,19,1,,153036615
2020,136260121,63,234,,153037565
2020,136257964,38,100,,153037562
2020,136260139,3,1,,153037584
2020,136257980,38,1,,153037582
2020,136258058,2,24,,153037653
2020,136258104,29,30,,153037717
2020,136260266,11,1,,153036818
2020,136260354,28,1000,,153037931
2020,136210500,63,54,,152980128
2020,136210539,20,136,,152980169
2020,136210679,13,250,,152976427
2020,136210679,20,880,,152976436
2020,136203962,20,160,,152976640
2020,136203955,19,200,,152976634
2020,136211007,61,186,,152976845
2020,136204145,13,650,,152980737
2020,136204143,47,0,,152976856
2020,136211019,13,1,31-JUL-20,152980732
2020,136204140,13,1,,152976852
2020,136211068,63,9378,,152980784
2020,136204284,3,9000,08-JAN-21,152980899
2020,136204286,3,9000,,152977023
2020,136211159,63,6,,152977011
2020,136211159,6,550,,152977010
2020,136211266,63,100,,152981020
2020,136211275,10,,,152981032
2020,136211275,11,1,,152981033
2020,136204374,10,,,152981012
2020,136204374,11,1,,152981013
2020,136204504,19,43,,152977296
2020,136211477,10,,,152977328
2020,136211599,63,3348,,152981394
2020,136211829,63,34,,152981647
2020,136214884,3,300,,152981745
2020,136211946,25,50,,152981810
2020,136212080,19,250,,152981976
2020,136215095,10,,,152982042
2020,136215095,11,1,,152982044
2020,136212203,10,1,,152982133
2020,136212207,29,1,,152982139
2020,136215172,13,300,,152983043
2020,136212219,13,300,11-JUL-20,152982148
2020,136212231,63,1,,152982159
2020,136212236,13,1,,152982165
2020,136212259,63,1,,152983072
2020,136212356,63,276,,152982303
2020,136212394,19,1,,152983209
2020,136215324,38,1,,152987363
2020,136212416,26,200,,152987373
2020,136212544,13,300,,152983351
2020,136212556,34,129,,152983356
2020,136212549,34,129,30-NOV-20,152987564
2020,136212571,10,,,152987588
2020,136212613,19,450,,152987631
2020,136215648,19,64,,152983559
2020,136212900,63,300,,152987957
2020,136212910,10,,,152987963
2020,136212910,11,1,,152983607
2020,136213093,19,430,,152988150
2020,136215813,19,430,06-OCT-20,152983743
2020,136213083,10,,,152983745
2020,136213143,19,27,,152988220
2020,136213218,10,,,152983855
2020,136215926,20,1790,,152983861
2020,136215932,10,,,152983873
2020,136213225,20,1860,,152988320
2020,136215932,11,50,,152983874
2020,136215984,19,122,16-OCT-20,152983925
2020,136215985,19,122,,152983926
2020,136213291,13,50,,152988406
2020,136213362,19,2341,22-DEC-20,152988495
2020,136213364,19,2341,,152988496
2020,136213537,36,799,,152988698
2020,136213515,13,1,,152988668
2020,136213515,49,12,,152984155
2020,136216355,61,700,,152988944
2020,136213728,63,100,,152988925
2020,136213728,38,300,,152988920
2020,136213745,36,7866,,152988930
2020,136213899,19,1,,152989146
2020,136213819,20,757,,152989036
2020,136242372,38,900,,153015251
2020,136242372,36,1425,,153015249
2020,136242418,20,400,,153012025
2020,136237035,38,250,,153012173
2020,136242578,13,300,,153015475
2020,136242576,13,1,13-NOV-20,153015473
2020,136242578,63,125,,153015476
2020,136242650,10,,,153015558
2020,136237091,51,0,,153012238
2020,136237149,19,46,,153012293
2020,136242731,19,46,03-APR-20,153012292
2020,136242771,4,100,,153015705
2020,136242770,3,1000,12-AUG-20,153012325
2020,136242781,3,1000,,153015711
2020,136237163,2,7,27-NOV-20,153012314
2020,136237168,2,7,,153012315
2020,136226629,19,22,,153000572
2020,136262589,13,5,,153044506
2020,136265990,63,300,,153041075
2020,136262640,63,500,,153044565
2020,136266052,3,2500,,153041151
2020,136266170,38,1,,153044679
2020,136266170,3,1,,153041294
2020,136266201,63,444,,153044708
2020,136262767,63,21,,153044726
2020,136262766,63,21,26-MAY-20,153041355
2020,136266237,10,,,153044745
2020,136262811,4,1500,,153044780
2020,136262811,6,50,,153044786
2020,136262860,63,1,,153044856
2020,136262933,63,5,,153041571
2020,136266392,63,3,,153041567
2020,136262943,31,1,,153044954
2020,136266429,9,0,,153044966
2020,136266429,20,1,,153041603
2020,136266546,35,1,,153045107
2020,136263160,63,171,,153041889
2020,136263160,20,60,,153045205
2020,136266778,20,20,,153042023
2020,136266858,36,750,,153045393
2020,136263314,63,20,,153045392
2020,136266858,63,40,,153045395
2020,136267002,42,400,,153042276
2020,136263432,2,101,,153045539
2020,136267012,35,250,,153042288
2020,136267059,63,2200,,153047360
2020,136267082,36,1000,,153045604
2020,136267134,3,5000,,153047461
2020,136263553,63,2000,,153045654
2020,136263739,35,1,,153047758
2020,136267408,3,1,,153047771
2020,136268536,11,1,,153046871
2020,136268536,10,,,153046870
2020,136269734,20,1,,153047015
2020,136269745,9,0,,153049284
2020,136269745,20,1000,,153049286
2020,136268723,9,0,01-JUL-20,153047022
2020,136268748,30,1,,153049315
2020,136268806,19,121,,153049394
2020,136269855,63,1,05-NOV-20,153047141
2020,136269856,63,1,,153047143
2020,136268904,36,655,,153049502
2020,136268911,36,3200,,153049513
2020,136268910,36,3200,23-NOV-20,153049512
2020,136268915,19,1,,153049519
2020,136268913,19,1,16-JAN-20,153049516
2020,136269920,15,1000,,153047216
2020,136269920,16,250,,153047217
2020,136269959,63,1,,153049616
2020,136269033,3,1,,153049656
2020,136269032,3,1,17-NOV-20,153049653
2020,136269099,10,,,153052345
2020,136269148,26,200,,153049789
2020,136270148,63,10000,,153049939
2020,136269293,2,4,21-JUL-20,153049946
2020,136269294,2,4,,153049947
2020,136270157,20,25500,,153049961
2020,136269384,10,,,153052578
2020,136270238,6,13,,153052584
2020,136270237,6,13,24-JAN-20,153052582
2020,136215678,37,10000,08-AUG-20,152983582
2020,136215687,37,10000,,152983592
2020,136213003,3,1,,152988067
2020,136215776,25,1,11-AUG-20,152983704
2020,136215788,20,30,,152983714
2020,136215788,25,1,,152983715
2020,136215798,10,,,152988133
2020,136213084,38,1,,152983747
2020,136213108,10,,,152988180
2020,136213140,37,300,,152983801
2020,136215863,13,900,,152988219
2020,136213258,63,15,,152988359
2020,136213261,36,200,,152988370
2020,136213261,47,0,,152988372
2020,136213261,9,0,,152988368
2020,136213318,20,6000,,152988444
2020,136213318,3,15000,,152988441
2020,136213403,8,43,,152988529
2020,136213402,8,43,21-OCT-20,152984043
2020,136213417,10,50,,152984066
2020,136213342,29,396,,152988473
2020,136213504,63,1,,152984147
2020,136216413,21,2100,,152989037
2020,136216468,10,,,152989125
2020,136213905,11,1,,152989152
2020,136216506,63,1000,,152984530
2020,136213932,63,1000,07-MAY-20,152989165
2020,136213940,19,49,,152984542
2020,136216518,19,49,23-AUG-20,152989174
2020,136214095,3,1,,152989373
2020,136214181,26,300,,152989470
2020,136216738,10,,,152984761
2020,136214342,47,0,,152989662
2020,136214354,10,,,152984943
2020,136216902,29,3500,,152985035
2020,136216917,10,,,152989782
2020,136216917,11,1,,152989783
2020,136214493,7,500,,152989841
2020,136216987,8,28,13-SEP-20,152985128
2020,136216988,8,28,,152985129
2020,136219600,10,,,152989969
2020,136219600,11,1,,152985192
2020,136217062,67,1,,152985200
2020,136217062,63,1,,152989980
2020,136219636,20,500,,152990012
2020,136219654,3,16000,,152990033
2020,136219650,3,16000,31-DEC-20,152990026
2020,136219827,19,1000,,152990232
2020,136217245,63,0,,152990248
2020,136217245,20,903,,152985399
2020,136217263,38,1500,,152990284
2020,136217392,51,0,,152985565
2020,136220050,3,1,,152990499
2020,136217396,6,8,,152985572
2020,136220738,8,4,24-JUN-20,152991297
2020,136220739,8,4,,152991298
2020,136217974,20,850,,152986220
2020,136217974,9,0,,152991309
2020,136217974,25,1,,152986221
2020,136221019,15,2000,,152991625
2020,136221045,17,1,,152991607
2020,136221045,63,1003,,152986487
2020,136221045,20,1,,152991608
2020,136221045,7,1,,152986445
2020,136218317,26,300,,152986618
2020,136218315,29,200,,152991792
2020,136218330,10,,,152986641
2020,136221324,25,650,,152986815
2020,136221324,17,5000,,152986814
2020,136221375,63,9600,,152992047
2020,136218521,38,800,,152986873
2020,136218634,19,26,,152992255
2020,136218810,6,127,,152987189
2020,136221757,10,,,152987180
2020,136218862,20,2000,,152992553
2020,136218862,63,40,,152992576
2020,136219090,10,,,152997527
2020,136222322,29,300,,152993196
2020,136222326,20,1400,,152993204
2020,136219338,63,500,,152993284
2020,136222512,11,1,,152993433
2020,136219438,2,2,,152997881
2020,136224649,25,1495,,152998172
2020,136222863,16,1,,152998266
2020,136224722,4,60,,152993812
2020,136224700,4,60,15-APR-20,152993805
2020,136224763,38,2000,,152998324
2020,136222982,13,150,,152993974
2020,136223213,63,1,,152998520
2020,136223270,36,80,,152994315
2020,136223270,63,42,,152994316
2020,136225082,11,1,,152998668
2020,136225082,10,,,152998644
2020,136225139,3,100,,152994507
2020,136225195,63,25,06-AUG-20,152994593
2020,136225196,63,25,,152994594
2020,136225240,3,22000,,152998873
2020,136225239,3,22000,03-APR-20,152998872
2020,136223676,54,806,,152998972
2020,136223751,63,7500,,152999031
2020,136225470,9,0,,152999158
2020,136223965,20,54,,152995108
2020,136223990,17,6000,,152995142
2020,136225654,20,2000,,152995266
2020,136224103,63,50,,152995290
2020,136225690,30,1,,152999408
2020,136224140,10,,,152999416
2020,136224143,19,21,,152995340
2020,136225697,19,21,08-FEB-20,152995331
2020,136224185,3,8000,31-JUL-20,152995385
2020,136225719,3,8000,,152999444
2020,136224303,35,100,,152995512
2020,136224313,10,,,152999540
2020,136225839,63,150,,152995634
2020,136224385,63,150,02-SEP-20,152995631
2020,136224418,63,200,,152995665
2020,136225884,54,750,,152999656
2020,136225940,63,1,,152999718
2020,136225940,13,1,,152995762
2020,136225942,25,2,,152999728
2020,136224463,63,1,,152995723
2020,136224542,7,200,,152999768
2020,136224542,63,200,,152999770
2020,136224542,26,600,,152999769
2020,136226103,10,,,152999903
2020,136229781,63,38,,152996104
2020,136226220,17,1,,153000020
2020,136226220,63,39,,153000021
2020,136226220,11,1,,153000019
2020,136226262,3,1,,153000070
2020,136226268,10,,,152996226
2020,136226299,42,400,,153000106
2020,136226327,63,1,,153000150
2020,136229974,16,2,,153000162
2020,136230076,3,300,,153000272
2020,136230090,11,1,,153000291
2020,136230090,10,,,152996471
2020,136226418,19,1,,152996495
2020,136226476,47,0,,153000390
2020,136230343,20,211,,152996788
2020,136226674,54,55,,153000632
2020,136226678,38,300,,152996922
2020,136230497,35,500,,152996983
2020,136226712,63,25,,152996986
2020,136226722,21,2962,,152997000
2020,136238344,10,,,153018648
2020,136238344,11,1,,153018649
2020,136244756,26,600,,153022946
2020,136254459,10,,,153035850
2020,136259582,10,,,153036002
2020,136259582,11,2,,153036003
2020,136257312,36,1650,,153035961
2020,136257349,6,22,,153031838
2020,136257334,6,22,06-MAR-20,153031819
2020,136259694,42,1000,,153036132
2020,136257545,10,,,153036190
2020,136259759,3,200,,153036199
2020,136259789,10,,,153036231
2020,136257589,13,400,12-MAR-20,153032133
2020,136259806,10,,,153036250
2020,136259984,2,12,,153036454
2020,136258333,63,20,,153036964
2020,136260395,24,7500,,153036967
2020,136260388,63,1,,153036960
2020,136260389,16,261,,153036961
2020,136258363,10,,,153036994
2020,136258416,63,100,,153038096
2020,136258443,63,600,,153038121
2020,136260545,63,100,,153037120
2020,136258535,10,,,153037153
2020,136260643,63,250,,153038321
2020,136258634,63,200,,153038343
2020,136258638,20,200,,153037238
2020,136258669,29,100,,153038381
2020,136258669,6,20,,153038380
2020,136260699,10,,,153038403
2020,136258755,63,52,,153038488
2020,136260763,6,300,,153038504
2020,136258786,20,200,,153038543
2020,136260784,20,200,10-MAR-20,153042366
2020,136260891,63,700,,153042480
2020,136260897,63,30,,153038684
2020,136260897,20,10,,153038683
2020,136260897,6,20,,153038682
2020,136260945,26,200,,153038746
2020,136259026,9,0,,153038818
2020,136259026,25,20,,153042597
2020,136261033,3,1500,,153042649
2020,136261032,3,1500,15-AUG-20,153042648
2020,136261126,63,1258,,153042759
2020,136261173,3,1,,153039086
2020,136261189,8,3,13-AUG-20,153039119
2020,136261190,8,6,,153042829
2020,136259324,63,100,14-AUG-20,153042862
2020,136259325,10,,,153039157
2020,136259325,11,1,,153039158
2020,136261361,10,,,153039382
2020,136261426,61,1,,153039491
2020,136261477,8,1638,,153043179
2020,136261477,68,5,,153043180
2020,136261502,26,108,,153039583
2020,136261502,63,95,,153043215
2020,136261552,18,6000,,153043274
2020,136261582,24,10000,,153043306
2020,136261636,20,2000,,153043379
2020,136264994,19,133,31-AUG-20,153039903
2020,136261733,19,133,,153043493
2020,136261830,63,50,,153040048
2020,136265116,47,0,,153040053
2020,136265116,38,70,,153043600
2020,136265151,38,250,,153040100
2020,136265157,11,1,,153040105
2020,136265157,10,,,153040104
2020,136265155,63,100,05-MAY-20,153040101
2020,136265178,10,,,153040132
2020,136261906,20,162,,153040146
2020,136265246,7,20,,153040210
2020,136265297,38,1,,153040253
2020,136265415,20,1417,,153043934
2020,136265413,31,500,,153043931
2020,136265415,63,2,,153040399
2020,136265413,35,200,,153043932
2020,136262151,38,6000,,153043964
2020,136262172,19,60,,153043980
2020,136262169,19,60,20-NOV-20,153040463
2020,136265504,16,14,,153044009
2020,136262247,19,1005,,153044088
2020,136265718,63,50,,153040738
2020,136265712,63,50,09-SEP-20,153040735
2020,136265775,35,20,,153040812
2020,136265838,19,60,20-SEP-20,153040899
2020,136265839,19,60,,153040901
2020,136265893,3,1,28-NOV-20,153040973
2020,136262564,63,15,,153044476
2020,136262564,16,750,,153044475
2020,136262574,19,65,,153044488
2020,136266000,10,,,153041087
2020,136266207,63,3500,08-OCT-20,153041340
2020,136266208,63,3500,,153041342
2020,136266307,3,3500,,153044858
2020,136266307,63,2850,,153041457
2020,136266316,34,1,,153041469
2020,136266321,6,1,,153041477
2020,136263000,6,1510,31-MAY-20,153045034
2020,136263004,6,1510,,153045038
2020,136266512,8,70,01-JUN-20,153041703
2020,136266513,8,70,,153041704
2020,136266542,10,,,153041736
2020,136266542,11,1,,153041738
2020,136263108,36,1845,,153045150
2020,136263147,63,2,19-OCT-20,153041865
2020,136263148,63,2,,153045196
2020,136266712,6,220,04-JUN-20,153045273
2020,136266714,6,220,,153045275
2020,136266783,67,1,,153045335
2020,136263328,19,97,,153042131
2020,136266941,6,450,,153042201
2020,136266958,19,93,,153042228
2020,136646153,13,100,,153529228
2020,136646153,7,1000,,153529227
2020,136646152,13,100,28-FEB-20,153529225
2020,136646153,63,250,,153532340
2020,136646153,25,50,,153529229
2020,136646261,67,1,,153529417
2020,136646298,3,25000,03-AUG-20,153529469
2020,136643141,3,25000,,153532509
2020,136646343,10,,,153529536
2020,136643212,63,23,,153529547
2020,136646352,35,100,,153529556
2020,136646408,10,,,153532640
2020,136643364,10,,,153529727
2020,136643406,10,,,153529769
2020,136643406,11,1,,153529772
2020,136646503,11,20,,153529812
2020,136646503,10,,,153529811
2020,136646527,10,,,153532770
2020,136646544,8,3,,153529866
2020,136646544,63,3,,153529868
2020,136646544,20,60,,153529867
2020,136643507,68,369,,153529887
2020,136643523,63,300,,153529903
2020,136643523,13,100,,153532815
2020,136646622,11,10,,153532893
2020,136646647,63,50,,153530048
2020,136646686,29,60,,153530096
2020,136643732,10,,,153532989
2020,137198811,35,60,,154200697
2020,137203216,3,10000,,154203954
2020,137204754,63,100,,154201871
2020,136244756,6,60,,153022945
2020,136244899,63,1,,153023096
2020,136244908,63,100,,153023103
2020,136244884,63,60,,153023075
2020,136245034,19,72,,153019097
2020,136238752,19,1,,153023311
2020,136238748,63,1,,153023309
2020,136238784,9,0,,153023371
2020,136245163,10,,,153019203
2020,136245163,11,1,,153019212
2020,136245258,67,1,,153023495
2020,136238937,29,1,,153023587
2020,136238939,16,100,,153019356
2020,136238974,16,131,,153023636
2020,136238974,12,160,,153023635
2020,136238974,7,300,,153023633
2020,136238974,23,16,,153019381
2020,136238974,63,221,,153019383
2020,136238974,61,23,,153019382
2020,136245402,10,,,153023702
2020,136245660,25,1,,153024016
2020,136239197,10,,,153024090
2020,136245709,63,1,11-NOV-20,153019654
2020,136245731,19,102,,153024123
2020,136245879,10,,,153019810
2020,136245863,63,83,14-MAR-20,153024250
2020,136239344,63,83,,153019826
2020,136254406,11,10,,153035790
2020,136254406,10,,,153035789
2020,136257226,20,2492,12-JAN-21,153031675
2020,136257228,20,2492,,153035882
2020,136257258,3,10000,,153031741
2020,136254538,20,825,,153031778
2020,136257366,10,,,153031864
2020,136257366,11,1,,153031867
2020,136259637,38,490,,153036062
2020,136257488,8,1,,153032018
2020,136257477,38,300,,153031963
2020,136257442,38,1,,153031959
2020,136259734,10,,,153036173
2020,136259766,29,1,,153036205
2020,136259930,6,441,,153032325
2020,136259927,6,441,15-MAR-20,153032322
2020,136259985,63,70,15-MAR-20,153036455
2020,136257819,63,70,,153036456
2020,136257899,63,5,,153036563
2020,136258001,13,100,,153036652
2020,136258078,11,1,,153036729
2020,136258211,3,50000,,153037833
2020,136260302,19,1126,,153037855
2020,136258362,3,15000,,153038019
2020,136258401,67,1,,153038070
2020,136260504,38,1,,153038115
2020,136258501,2,52,,153038186
2020,136258547,10,,,153037163
2020,136258710,36,2,,153038434
2020,136258710,7,1,,153037302
2020,136258708,7,1,29-SEP-20,153038429
2020,136258710,17,1,,153037304
2020,136258710,63,1,,153038436
2020,136258708,17,1,29-SEP-20,153038430
2020,136258708,63,1,29-SEP-20,153038432
2020,136258708,36,2,29-SEP-20,153038431
2020,136260745,6,50,,153037332
2020,136260744,63,126,11-DEC-20,153038476
2020,136260744,6,50,11-DEC-20,153038475
2020,136260745,63,126,,153037333
2020,136260766,38,750,,153038507
2020,136260773,20,939,,153042356
2020,136258801,63,1,,153042369
2020,136258837,36,1202,,153038598
2020,136258877,29,200,,153038631
2020,136258889,38,300,,153038646
2020,136259040,8,40,,153042620
2020,136259104,38,2701,,153042664
2020,136261055,29,350,,153042674
2020,136259404,11,1,,153039259
2020,136259404,10,,,153039255
2020,136261323,63,103,,153039324
2020,136261323,36,2,,153039323
2020,136261323,25,1,,153039322
2020,137202627,17,13220,,154203280
2020,137198935,51,0,,154200845
2020,137198935,3,1,,154200842
2020,137198935,9,0,,154200844
2020,137199363,63,2821,,154201360
2020,137203027,63,1,,154203734
2020,137198875,8,100,,154200767
2020,137199006,38,25,,154203503
2020,137199001,38,25,17-FEB-21,154200919
2020,137199074,38,300,,154200988
2020,137202874,3,1,31-DEC-20,154203563
2020,137199082,19,1,,154200999
2020,137199082,3,1,,154200998
2020,137199082,63,1,,154201001
2020,137199312,63,1,,154203701
2020,137199312,25,50,,154201300
2020,137199246,63,72041,,154201206
2020,137202727,3,1,,154203396
2020,137199242,3,17500,,154203649
2020,137074889,36,3500,,154036465
2020,137199329,63,5000,,154201324
2020,137199415,63,1,,154201408
2020,137203077,25,1,30-DEC-20,154201456
2020,137199444,6,167,,154203807
2020,137074791,3,1,26-NOV-20,154036339
2020,137074792,10,,,154036341
2020,137074792,11,9,,154036342
2020,137074929,8,18,12-NOV-20,154036515
2020,137074930,8,18,,154036517
2020,137074969,20,3000,,154036565
2020,137204740,10,,,154201851
2020,136643207,10,,,153529542
2020,136642881,20,570,,153529162
2020,136646488,11,1,,153532737
2020,136646488,10,,,153532736
2020,136643465,38,1,,153529841
2020,136643493,8,65,,153529870
2020,136643492,8,65,18-NOV-20,153532793
2020,136643554,13,700,,153532850
2020,136642848,20,260,,153522276
2020,136646092,11,1,,153529112
2020,136646092,10,,,153522277
2020,136646206,30,100,,153532394
2020,136646206,7,2300,,153529326
2020,136646237,10,,,153532438
2020,136646265,63,1,,153532472
2020,136646302,29,75,,153532498
2020,136643148,16,400,,153532517
2020,136643175,3,1000,,153532541
2020,136643190,3,500,,153532555
2020,136643203,63,91,,153529539
2020,136643221,20,400,,153532581
2020,136643236,13,750,,153529575
2020,136643306,63,50,,153529659
2020,136643404,25,50,,153529770
2020,136646518,63,750,,153529829
