"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,148412117,153399985,3,49041430
2020,148412162,153397872,26,49041450
2020,148416397,153397872,24,49035860
2020,148416415,153397839,25,49035864
2020,148416415,153397842,18,49041454
2020,148416429,153397842,18,49035870
2020,148416388,153397841,18,49035852
2020,148416384,153397841,18,49041443
2020,148416384,153397838,18,49041440
2020,148416437,153397836,18,49041471
2020,148416433,153397842,25,49041470
2020,148416433,153397838,18,49035878
2020,148416437,153397841,18,49041473
2020,148416415,153397838,18,49041448
2020,148416429,153397841,18,49041459
2020,148416431,153397838,18,49035873
2020,148416415,153397840,18,49035865
2020,148416429,153397839,18,49041457
2020,148416431,153397840,18,49035874
2020,148416433,153397841,18,49041469
2020,148416384,153397840,18,49041442
2020,148416431,153397841,25,49035875
2020,148416388,153397836,18,49035848
2020,148416388,153397838,25,49035849
2020,148416433,153397836,18,49035877
2020,148412175,153400030,18,49035867
2020,148416457,153400030,5,49041480
2020,148428474,153409885,3,49044183
2020,148428512,153409925,10,49044200
2020,148428758,153410946,21,49044291
2020,148428844,153411024,21,49044336
2020,148433243,153411105,18,49044366
2020,148433256,153415339,3,49044372
2020,148429083,153415485,25,49044429
2020,148429083,153415483,19,49044428
2020,148429080,153415483,25,49044426
2020,148429080,153415485,19,49044427
2020,148433366,153411228,17,49048267
2020,148429445,153411498,18,49048378
2020,148429445,153411500,18,49048379
2020,148429445,153411501,18,49044585
2020,148429445,153411497,18,49048377
2020,148429458,153411513,3,49044596
2020,148433665,153415885,24,49048399
2020,148433745,153415997,18,49044647
2020,148429669,153411666,21,49048451
2020,148433812,153411687,18,49044695
2020,148433812,153416126,18,49048469
2020,148433812,153411689,18,49048470
2020,148433915,153411799,3,49044752
2020,148429995,153416426,1,49044794
2020,148430066,153416515,1,49048584
2020,148430069,153411916,21,49044862
2020,148430025,153416454,18,49044808
2020,148430025,153416458,18,49044811
2020,148430048,153411900,18,49044828
2020,148430037,153411900,18,49048557
2020,148434083,153416454,18,49048608
2020,148430025,153416456,18,49044809
2020,148430055,153416458,18,49044840
2020,148430048,153416464,18,49044831
2020,148434157,153412019,18,49048650
2020,148434174,153416717,21,49048653
2020,148434210,153416756,1,49048663
2020,148430356,153412117,18,49048681
2020,148434267,153412117,18,49048680
2020,148434296,153416886,3,49045036
2020,148430861,153412471,26,49045214
2020,138933121,143805165,3,44816425
2020,138923493,143805438,3,44816518
2020,139128003,143995088,18,44927459
2020,139128005,143995088,18,44927461
2020,148400819,153378481,3,49038390
2020,148400819,153378483,3,49038391
2020,148401070,153385243,18,49033394
2020,148403832,153385243,18,49033395
2020,148401735,153386099,19,49033635
2020,148402187,153379950,18,49038971
2020,148402404,153386913,9,49033897
2020,148405825,153390444,1,49034012
2020,148405825,153390448,25,49039214
2020,148402669,153390441,18,49039216
2020,148405825,153390441,18,49039211
2020,148402669,153390448,1,49039218
2020,148402669,153390444,25,49039217
2020,148406096,153390651,15,49039329
2020,148406544,153387927,24,49039473
2020,148406736,153388078,18,49039551
2020,148406756,153388174,24,49039554
2020,148406983,153391471,18,49039647
2020,138923126,143786656,9,44804625
2020,148406650,153388047,21,49034280
2020,148407050,153388447,3,49039682
2020,148408756,153391608,19,49034415
2020,148408761,153391608,21,49034417
2020,148408784,153388499,3,49034426
2020,148408798,153391614,18,49034433
2020,148407133,153391614,18,49039706
2020,148408798,153391604,18,49039704
2020,148407133,153391604,18,49039705
2020,148407185,153391693,22,49034450
2020,148407185,153388566,18,49034447
2020,148407185,153388571,18,49039732
2020,148407185,153391692,18,49034449
2020,148407206,153388559,19,49039728
2020,148407240,153388601,18,49034475
2020,148407240,153388600,18,49039753
2020,148407346,153388707,15,49039798
2020,148409063,153388829,5,49034561
2020,148407478,153391892,25,49039855
2020,148407484,153388829,5,49034563
2020,148409011,153391833,1,49034543
2020,148408991,153391833,3,49039834
2020,148409011,153388778,1,49034544
2020,148409009,153388778,1,49034534
2020,148409009,153391833,1,49034533
2020,148408991,153388778,1,49034531
2020,148407516,153388895,3,49039865
2020,148407544,153388903,16,49039875
2020,148407543,153388903,3,49039874
2020,138924130,143787692,16,44816799
2020,134279365,139062083,3,42651455
2020,148421129,153407719,17,49047458
2020,148421220,153404153,18,49043551
2020,148421256,153404195,3,49047507
2020,148426540,153407919,19,49043583
2020,148426550,153404233,21,49043596
2020,148426598,153404273,3,49043625
2020,148421428,153408063,18,49047608
2020,148426866,153408262,17,49047652
2020,148421695,153408395,17,49043738
2020,148421708,153408410,18,49043746
2020,148427764,153409143,5,49043936
2020,148427819,153409212,3,49043950
2020,148422424,153409314,21,49047890
2020,148422428,153409313,21,49047891
2020,148422428,153409314,25,49047892
2020,148422424,153409313,25,49047889
2020,148422584,153409486,24,49047938
2020,148422601,153410439,18,49044046
2020,148422769,153410587,16,49047992
2020,148422803,153409735,16,49044121
2020,148422850,153409803,18,49048021
2020,148428635,153415042,9,49044241
2020,148428667,153415070,1,49044250
2020,148428696,153415098,18,49044256
2020,148428693,153415092,3,49044255
2020,148433138,153415201,17,49048149
2020,148428815,153415201,18,49044321
2020,148433154,153411014,3,49048160
2020,148429228,153415628,1,49044484
2020,148429240,153411343,3,49044490
2020,148433579,153415777,18,49044555
2020,148433579,153415776,18,49044552
2020,148434270,153416846,19,49045023
2020,148433579,153415782,18,49044557
2020,148433600,153415825,16,49048363
2020,148433602,153415825,16,49048366
2020,148433600,153411480,25,49044570
2020,148433597,153415825,25,49048360
2020,148434390,153417081,3,49048731
2020,148433597,153411480,16,49048361
2020,148433602,153411480,16,49044571
2020,148433597,153411481,16,49048362
2020,148433602,153411481,25,49044572
2020,148433600,153411481,16,49048365
2020,148429636,153411651,3,49048445
2020,148434443,153412286,1,49048747
2020,148433780,153416070,16,49048449
2020,148433780,153416071,16,49048450
2020,148429668,153416070,16,49044672
2020,148429668,153416071,16,49044673
2020,148433897,153416252,21,49044742
2020,148430227,153416685,1,49044954
2020,134470042,139288422,24,42742723
2020,134469778,139288170,3,42742627
2020,134469838,139292000,18,42742642
2020,134469480,139287881,18,42746844
2020,132977209,137847599,22,42044244
2020,134279356,139062073,1,42648153
2020,134279356,139062074,1,42648154
2020,134279356,139062075,1,42643458
2020,134291764,139067614,3,42652691
2020,134298789,139076774,18,42645072
2020,134292454,139073146,18,42645138
2020,134292454,139073145,3,42645137
2020,132977180,137847583,26,42056387
2020,132977355,137836996,16,42044287
2020,133529026,138375363,9,42288322
2020,134265953,139051364,3,42646657
2020,134265954,139047568,1,42642796
2020,134277745,139056801,1,42642832
2020,134277744,139056801,1,42642831
2020,133529534,138372736,18,42288525
2020,132977435,137837087,1,42044316
2020,148396513,153382909,5,49037718
2020,148399458,153377098,18,49032836
2020,148399458,153377096,18,49037717
2020,148399458,153382919,18,49037722
2020,148399458,153382914,18,49032832
2020,148396564,153377088,17,49037733
2020,148399544,153383023,14,49037773
2020,148396728,153383106,16,49037796
2020,148399687,153383200,5,49037865
2020,148399712,153377308,16,49032950
2020,148396976,153377308,25,49032961
2020,148396976,153377307,16,49037894
2020,148399712,153377305,25,49032921
2020,148397032,153383399,5,49037917
2020,148397075,153377482,1,49032979
2020,148399840,153383494,16,49032988
2020,148399840,153383493,15,49032987
2020,148397096,153383470,3,49037939
2020,148397188,153383565,25,49037974
2020,148399904,153377520,25,49033007
2020,148397188,153377520,19,49033010
2020,148399904,153383565,19,49033009
2020,148397199,153383572,9,49037977
2020,148399915,153383479,24,49037976
2020,148399915,153377504,24,49037978
2020,148399915,153383502,24,49037979
2020,148397266,153377629,18,49033025
2020,148397266,153383655,18,49033026
2020,148397427,153383808,21,49038050
2020,148397428,153383808,13,49038051
2020,148397481,153383885,1,49038064
2020,148400090,153383880,18,49038069
2020,148400090,153383881,18,49038072
2020,148397488,153383880,18,49038066
2020,148397488,153383881,18,49038067
2020,148397503,153377764,1,49038078
2020,148400107,153383871,25,49033079
2020,148400108,153383871,4,49033081
2020,148400135,153377814,3,49038108
2020,148397629,153377798,3,49033110
2020,148400148,153383918,1,49033101
2020,148397622,153384023,3,49038115
2020,148397651,153377819,3,49038124
2020,148397648,153383898,17,49038090
2020,133521829,138375057,18,42288253
2020,133521829,138375056,18,42288252
2020,133534198,138376193,3,42297119
2020,134278158,139057293,1,42642988
2020,134278345,139049364,18,42647196
2020,134267826,139049633,17,42647266
2020,134278619,139060021,19,42643136
2020,134285307,139062375,3,42648217
2020,134286949,139070214,1,42651873
2020,134286951,139070214,1,42651874
2020,134289915,139070323,24,42651908
2020,148376956,153362699,16,49029160
2020,148376956,153359553,16,49029161
2020,148376987,153362700,3,49029164
2020,148376946,153362700,25,49029162
2020,148376946,153362701,3,49029163
2020,148376987,153362701,25,49029165
2020,148381651,153359664,17,49029224
2020,148381577,153362820,17,49025146
2020,148377308,153359924,3,49025259
2020,148382383,153365270,21,49025350
2020,148382909,153365547,18,49029606
2020,148382909,153363878,18,49029605
2020,148382722,153365551,19,49025443
2020,148382722,153363931,25,49029601
