data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,4,156057552,5.600,1,13789743
2022,5,156058103,6.000,1,13789801
2022,2,156745904,1.000,11,13883202
2022,12,156745910,1.000,11,13883203
2022,5,156745878,23.500,1,13883199
2022,5,156745939,6.000,1,13883204
2022,5,156745941,1.000,11,13883205
2022,7,156745874,1.000,7,13883198
2022,15,156745971,2.000,9,13883208
2022,5,156057710,1.000,1,13789757
2022,16,156745894,1.000,9,13883201
2022,5,156057128,2640.000,1,13789712
2022,12,156057168,1.000,11,13789713
2022,5,156745976,10.280,1,13883209
2022,5,156057410,10.500,1,13789736
2022,5,156057652,1.000,1,13789750
2022,5,156057677,1.000,1,13789753
2022,4,156745882,1.000,1,13883200
2022,5,156057833,8.200,1,13789774
2022,5,156746223,2.400,1,13883254
2022,5,156057691,5.650,1,13789754
2022,5,156746215,1.000,1,13883252
2022,5,156746130,1.000,1,13883242
2022,1,156056054,1.000,9,13789623
2022,2,156746203,1.000,1,13883251
2022,5,156746179,2.000,1,13883247
2022,5,156056228,14.680,1,13789635
2022,5,156746142,126.000,1,13883244
2022,5,156746144,1.000,1,13883245
2022,15,156746136,1.000,9,13883243
2022,5,156056366,1.000,1,13789643
2022,5,156746196,1.000,11,13883250
2022,4,156746070,1.000,11,13883237
2022,5,156056778,21.800,1,13789665
2022,5,156746173,2.600,1,13883246
2022,5,156746112,1.000,1,13883240
2022,4,156057193,0.250,1,13789715
2022,5,156056473,15.000,1,13789649
2022,5,156056873,2.000,1,13789672
2022,5,156058090,1.000,1,13789800
2022,5,156056422,6.700,1,13789646
2022,5,156746110,1.000,1,13883239
2022,4,156746189,1.000,11,13883249
2022,5,156746123,19.600,1,13883241
2022,5,156056616,6.700,1,13789655
2022,5,156746093,64.890,1,13883238
2022,12,156746181,1.000,11,13883248
2022,4,156746221,1.000,1,13883253
2022,5,156746807,1.000,1,13883308
2022,7,156056446,1.000,9,13789648
2022,5,156746690,24.900,1,13883293
2022,16,156746818,1.000,11,13883309
2022,5,156746694,66.000,1,13883294
2022,4,156746660,1.000,11,13883286
2022,4,156746799,1.000,11,13883307
2022,16,156746774,106.000,9,13883304
2022,1,156746698,1.000,1,13883295
2022,5,156746785,1.000,1,13883305
2022,5,156746685,4.000,1,13883291
2022,5,156056748,1.000,11,13789663
2022,8,156746749,8.300,1,13883303
2022,1,156746671,1.000,1,13883288
2022,5,156746723,1.000,11,13883300
2022,11,156746792,1.000,1,13883306
2022,16,156746713,2.000,9,13883298
2022,5,156056371,12.000,1,13789644
2022,5,156746687,1.000,1,13883292
2022,5,156746683,1.000,1,13883290
2022,5,156746611,1.000,11,13883284
2022,5,156057591,2.500,1,13789745
2022,5,156057310,13.800,1,13789723
2022,5,156746678,1.000,11,13883289
2022,1,156746664,1.000,1,13883287
2022,17,156746711,1.000,11,13883297
2022,5,156746652,109.600,1,13883285
2022,16,156746705,1.000,9,13883296
2022,12,156746594,0.400,1,13883283
2022,5,156057106,1.000,1,13789707
2022,5,156746716,6.100,1,13883299
2022,12,156746744,0.500,1,13883302
2022,16,156746742,1.000,9,13883301
2022,16,156747124,45.890,1,13883354
2022,5,156747129,1.000,1,13883356
2022,5,156057206,2.000,1,13789716
2022,11,156747105,1.000,1,13883350
2022,5,156747167,1.000,11,13883359
2022,5,156057069,1.000,1,13789704
2022,5,156056730,5.000,1,13789661
2022,5,156056927,0.500,1,13789680
2022,5,156056571,4.000,1,13789653
2022,12,156747176,1.000,11,13883360
2022,17,156746991,1.000,11,13883337
2022,5,156747101,45.860,1,13883348
