data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,48883700,,51
2022,50704401,,51
2022,51269346,,51
2022,50704451,,51
2022,50229552,,51
2022,51269365,,51
2022,51269366,,51
2022,49255002,,51
2022,49255003,,51
2022,50229450,,51
2022,49255008,,51
2022,50229551,,51
2022,50229556,,3
2022,51269327,,3
2022,49625739,,51
2022,51269336,,51
2022,51269261,,51
2022,49255107,,51
2022,49255108,,51
2022,49255109,,51
2022,51269272,,51
2022,49255035,,51
2022,49255036,,51
2022,50704385,,51
2022,51269240,,3
2022,50704444,,51
2022,51269329,,3
2022,49255089,,51
2022,49255032,,51
2022,50704404,,51
2022,50229477,,51
2022,50229478,,3
2022,50229488,,51
2022,49625807,,51
2022,50229563,,51
2022,51269303,,51
2022,49625732,,3
2022,50229500,,51
2022,50229501,,51
2022,49625786,,51
2022,50704409,,51
2022,50704410,,51
2022,50229536,,51
2022,50229540,,51
2022,49625722,,51
2022,49625808,,51
2022,49625827,,51
2022,50229542,,51
2022,50229519,,51
2022,50229476,,51
2022,46271255,,51
2022,46627136,,51
2022,46954319,,51
2022,48010476,,51
2022,47344405,,51
2022,48010464,,51
2022,50229569,,51
2022,46954276,,51
2022,50229516,,51
2022,46271283,,52
2022,46627162,,51
2022,46627163,,51
2022,46627164,,51
2022,46271279,,8
2022,48010498,,51
2022,46954306,,51
2022,46954307,,51
2022,46271266,,51
2022,46954298,,51
2022,46271293,,51
2022,46369427,,51
2022,48010488,,51
2022,48010489,,51
2022,46271273,,51
2022,46271274,,51
2022,46369467,,51
2022,46271291,,51
2022,46271288,,51
2022,48495593,,51
2022,46369462,,51
2022,48010507,,51
2022,49625790,,51
2022,48495589,,51
2022,48883698,,51
2022,48883699,,51
2022,49255061,,52
2022,48010490,,51
2022,46271289,,51
2022,48010468,,51
2022,46369441,,51
2022,49625773,,3
2022,46954331,,51
2022,49625776,,51
2022,46369430,,51
2022,48010459,,51
2022,50229555,,51
2022,46369452,,51
2022,46369436,,51
2022,46369440,,51
2022,50229427,,51
2022,48010474,,51
2022,49255095,,3
2022,46369459,,51
2022,46369443,,51
2022,50704369,,51
2022,49625774,,51
2022,49625775,,51
2022,49625741,,51
2022,47344348,,51
2022,46627165,,51
2022,49625750,,3
2022,48010475,,51
2022,46627121,,51
2022,51269302,,51
2022,46369432,,51
2022,46369438,,51
2022,46627124,,51
2022,48495622,,51
2022,48010497,,51
2022,46954289,,51
2022,46627166,,51
2022,47344351,,51
2022,47344352,,1
2022,46627145,,51
2022,46627151,,51
2022,46627141,,51
2022,48010501,,51
2022,51269357,,51
2022,46627139,,51
2022,46954287,,51
2022,46954303,,51
2022,46627144,,51
2022,46954272,,51
2022,50229485,,51
2022,47344401,,51
2022,46627125,,51
2022,48495625,,52
2022,46954288,,51
2022,48883667,,51
2022,46954324,,51
2022,49255020,,1
2022,46954283,,51
2022,46954275,,51
2022,49625764,,51
2022,49625765,,51
2022,46954318,,51
2022,46954271,,51
2022,50229526,,51
2022,48883637,,51
2022,46954309,,51
2022,50229461,,51
2022,50229462,,51
2022,50229463,,51
2022,46954316,,3
2022,49255060,,51
2022,46954325,,51
2022,46954322,,51
2022,46954326,,51
2022,50229460,,51
2022,49255067,,51
2022,47344325,,51
2022,49255072,,51
2022,47344413,,51
2022,46954302,,51
2022,48010449,,51
2022,48010450,,51
2022,46954267,,51
2022,46954268,,51
2022,49255024,,51
2022,48883678,,51
2022,46954330,,51
2022,46954317,,51
2022,47344349,,51
2022,50229587,,51
2022,47344438,,51
2022,49625719,,51
2022,47344428,,51
2022,47344412,,51
2022,47344359,,51
2022,48495628,,51
2022,47344345,,51
2022,47344346,,51
2022,47344382,,51
2022,49255054,,51
2022,48010511,,51
2022,48010444,,51
2022,47344356,,53
2022,49625738,,51
2022,47344336,,51
2022,48495597,,51
2022,47344332,,51
2022,49625768,,51
2022,47344322,,51
2022,50229491,,51
2022,49255059,,51
2022,47344452,,51
2022,47344429,,51
2022,47344323,,51
2022,47344338,,51
2022,47344339,,51
2022,47344450,,51
2022,48010432,,51
2022,48010433,,51
2022,48010434,,51
2022,48010435,,51
2022,47344333,,51
2022,47344421,,51
2022,50229544,,51
2022,48883671,,3
2022,51269228,,51
2022,47344370,,51
2022,48010485,,3
2022,47344350,,51
2022,47344377,,51
2022,47344436,,51
2022,49625777,,3
2022,47344379,,3
2022,47344380,,3
2022,47344394,,51
2022,47344409,,7
2022,47344410,,7
2022,47344375,,3
2022,49625778,,51
2022,48010517,,51
2022,48010492,,51
2022,48010493,,51
2022,48883642,,51
2022,48883626,,51
2022,48883609,,51
2022,48883602,,51
2022,48883615,,51
2022,49625772,,3
2022,49625821,,51
2022,48010437,,51
2022,48010496,,51
2022,48010447,,52
2022,51269347,,51
2022,51269348,,5
2022,48010486,,51
2022,48010487,,5
2022,48883633,,51
2022,48010508,,51
2022,49625826,,51
2022,50229441,,51
2022,50229588,,51
2022,48010471,,51
2022,48010466,,51
2022,48495583,,3
2022,48010439,,51
2022,48495626,,51
2022,48010461,,51
2022,48010462,,51
2022,48495582,,51
2022,48883688,,51
2022,48010504,,51
2022,49255026,,51
2022,48010505,,51
2022,49255082,,51
2022,48010495,,51
2022,48010438,,51
2022,48010506,,51
2022,48495618,,51
2022,48010470,,51
2022,48010494,,51
2022,49255009,,51
2022,49255077,,51
2022,49255078,,51
2022,49625809,,51
2022,48495605,,51
2022,48883695,,51
2022,49255086,,51
2022,48883605,,51
2022,48495596,,51
2022,48495595,,51
2022,49255051,,51
2022,48495578,,51
2022,49255012,,51
2022,48883635,,51
2022,48495579,,51
2022,48495580,,51
2022,48495613,,51
2022,50229495,,51
2022,48883643,,51
2022,48883644,,51
2022,48495632,,51
2022,48495629,,53
2022,48883636,,51
2022,48883606,,51
2022,49625729,,51
2022,49625744,,51
2022,50229579,,51
2022,48883610,,51
2022,49255041,,51
2022,49255042,,51
2022,51269245,,51
2022,48883608,,51
2022,48883598,,51
2022,48883612,,51
2022,48883639,,51
2022,48883638,,4
2022,48883701,,51
2022,48883684,,51
2022,48883611,,3
2022,49625825,,51
2022,48883661,,51
2022,48883648,,51
2022,49255007,,51
2022,49625730,,51
2022,48883646,,51
2022,48883664,,51
2022,48883653,,51
2022,48883683,,51
2022,49255075,,51
2022,48883645,,51
2022,48883669,,52
2022,49625723,,51
2022,50229523,,51
2022,48883672,,51
2022,48883673,,51
2022,51269267,,51
2022,50229527,,51
2022,48883649,,5
2022,48883682,,51
2022,49625789,,51
2022,48883674,,51
2022,49255092,,51
2022,49255037,,51
2022,49255117,,51
2022,50229559,,51
2022,49255028,,51
2022,49255019,,51
2022,49255039,,51
2022,49255011,,51
2022,50229521,,51
2022,49625828,,51
2022,49255040,,51
2022,49255083,,51
2022,49255101,,51
2022,49625798,,51
2022,49255001,,51
2022,49255074,,51
2022,49255010,,53
2022,49625793,,51
2022,51269283,,51
2022,51269284,,51
2022,50229570,,51
2022,49625784,,51
2022,50229593,,51
2022,51269263,,51
2022,50229572,,51
2022,50229573,,51
2022,49625803,,51
2022,50229506,,51
2022,49625780,,51
2022,49625746,,51
2022,50229560,,51
2022,49625756,,51
2022,50704378,,51
2022,50229455,,51
2022,49625787,,51
2022,49625724,,51
2022,49625745,,3
2022,50229484,,51
2022,51269230,,51
2022,51269231,,51
2022,50229539,,51
2022,50704396,,51
2022,50229442,,51
2022,50229443,,3
2022,50229564,,51
2022,49625795,,51
2022,50704450,,51
2022,50229431,,51
2022,50229511,,51
2022,50229512,,51
2022,50229517,,51
2022,50229590,,51
2022,50229585,,51
2022,50229586,,51
2022,50229541,,51
2022,50229479,,51
2022,50704388,,51
2022,50229437,,51
2022,50229561,,51
2022,50229562,,51
2022,50704415,,51
2022,50704416,,51
2022,50229509,,51
2022,50229464,,51
2022,51269313,,51
2022,51269314,,51
2022,46015827,,51
2022,46015828,,51
2022,46015826,,51
2022,46015825,,51
2022,46015824,,51
2022,46015830,,51
2022,46349640,,51
2022,46349641,,51
2022,46831707,,51
2022,46831709,,51
2022,46831706,,51
2022,46831704,,51
2022,46831708,,51
2022,46831705,,51
2022,47261759,,51
2022,47261760,,51
2022,47261764,,51
2022,47261765,,51
2022,47261762,,51
2022,47261761,,51
2022,47261763,,51
2022,47674803,,51
2022,47674801,,51
2022,47674805,,51
2022,47674802,,51
2022,47674804,,51
2022,47786798,,51
2022,47786794,,51
2022,47786800,,51
2022,47786799,,51
2022,47786797,,51
2022,48261243,,51
2022,48261244,,51
2022,48261242,,51
2022,48261241,,51
2022,48515970,,51
2022,48515972,,51
2022,48515974,,51
2022,48515971,,51
2022,48515975,,51
2022,48515976,,51
2022,48515969,,51
2022,48515973,,51
2022,48904845,,51
2022,48904841,,51
2022,48904842,,51
2022,48904844,,51
2022,48904846,,51
2022,48904843,,51
2022,49340937,,51
2022,49340938,,51
2022,49340932,,51
2022,49340942,,51
2022,49340940,,51
2022,49340936,,51
2022,49340935,,51
2022,49340941,,51
2022,49340933,,51
2022,49613339,,51
2022,49613340,,51
2022,49613343,,51
2022,49613341,,51
2022,49613342,,51
2022,46239003,,51
2022,46239001,,51
2022,46239002,,4
2022,46239004,,51
2022,48809334,,51
2022,48809332,,51
2022,48809325,,51
2022,48809330,,51
2022,48809326,,51
2022,48809327,,51
2022,48809328,,51
2022,48809329,,51
2022,48809340,,51
2022,48809339,,51
2022,48809335,,51
2022,48809342,,51
2022,48809338,,1
2022,48809356,,51
2022,48809357,,51
2022,48809337,,51
2022,48809341,,51
2022,48809336,,51
2022,48809353,,51
2022,48809345,,51
2022,48809347,,51
2022,48809352,,51
2022,48809344,,51
2022,48809351,,3
2022,48809349,,51
2022,48809350,,51
2022,48809354,,51
2022,48809361,,3
2022,48809358,,51
2022,48809355,,51
2022,48809359,,51
2022,48809370,,51
2022,48809364,,51
2022,48809369,,51
2022,48809368,,51
2022,48809365,,51
2022,48809372,,51
2022,48809375,,51
2022,48809376,,51
2022,48809373,,51
2022,48809374,,51
2022,48809363,,51
2022,48809371,,51
2022,48809367,,51
2022,48809366,,51
2022,48809377,,51
2022,48809379,,51
2022,48809381,,51
2022,48809382,,51
2022,48809380,,51
2022,48809383,,51
2022,48809378,,51
2022,49221469,,51
2022,48809395,,51
2022,48809392,,51
2022,48809398,,51
2022,48809391,,51
2022,48809402,,51
2022,48809403,,3
2022,48809386,,51
2022,48809387,,51
2022,48809388,,51
2022,48809396,,51
2022,48809397,,51
2022,48809399,,51
2022,48809390,,51
2022,48809400,,51
2022,48809385,,51
2022,48809416,,51
2022,48809393,,51
2022,48809394,,51
2022,48809407,,51
2022,48809413,,51
2022,51094344,,51
2022,51094345,,51
2022,48809409,,51
2022,48809411,,51
2022,50013002,,51
2022,48809410,,51
2022,51094338,,51
2022,51094339,,51
2022,48809404,,51
2022,48809405,,51
2022,48809406,,51
2022,48809418,,51
2022,48809414,,51
2022,48809415,,51
2022,51094331,,51
2022,51094351,,51
2022,51094347,,51
2022,49221464,,51
2022,49221466,,51
2022,49221462,,51
2022,49221460,,51
2022,49221463,,51
2022,49221461,,51
2022,50012999,,51
2022,51094348,,51
2022,51094349,,51
2022,49221468,,51
2022,49221467,,51
2022,51094350,,51
2022,50013005,,51
2022,49221465,,51
2022,50013001,,51
2022,50013008,,51
2022,50013004,,51
2022,50013006,,51
2022,50013003,,51
2022,50013007,,51
2022,46240957,,51
2022,46241062,,51
2022,46240975,,51
2022,46240997,,51
2022,46241050,,51
2022,46241011,,51
2022,46240982,,51
2022,46241005,,51
2022,46240963,,51
2022,46241014,,51
2022,46241061,,51
2022,46241001,,51
2022,46241021,,51
2022,46241022,,51
2022,46240980,,51
2022,46241041,,51
2022,46241042,,51
2022,46240991,,51
2022,46240999,,51
2022,46241043,,51
2022,46240968,,51
2022,46241002,,51
2022,46240959,,51
2022,46241023,,51
2022,46240969,,51
2022,46240992,,51
2022,46241057,,51
2022,46240978,,51
2022,46240979,,51
2022,46240966,,51
2022,46241052,,51
2022,46240998,,51
2022,46241035,,51
2022,46241036,,51
2022,46241037,,51
2022,46240965,,3
2022,46241065,,51
2022,46241066,,51
2022,46240977,,51
2022,46241006,,51
2022,46240971,,51
2022,46240962,,51
2022,46240986,,51
2022,46241045,,51
2022,46240973,,51
2022,46241034,,51
2022,46241007,,51
2022,46241033,,51
2022,46241017,,51
2022,46241029,,51
2022,46240990,,51
2022,46241018,,3
2022,46241060,,9
2022,46240994,,51
2022,46241003,,51
2022,46241004,,51
2022,46240983,,51
2022,46240984,,51
2022,46240985,,51
2022,46240970,,3
2022,46240954,,51
2022,46240967,,51
2022,46241032,,3
2022,46240956,,51
2022,46241024,,51
2022,46241046,,51
2022,46240993,,51
2022,46240960,,51
2022,46241008,,52
2022,46241015,,51
2022,46241055,,51
2022,46241047,,51
2022,46241048,,51
2022,46241049,,51
2022,46240974,,51
2022,46241012,,51
2022,46240964,,51
2022,46241030,,51
2022,46241031,,51
2022,46241028,,51
2022,46241064,,51
2022,46241044,,51
2022,46240995,,3
2022,46240996,,3
2022,46240958,,51
2022,46241010,,51
2022,46241025,,52
2022,46240987,,51
2022,46241038,,51
2022,46241039,,51
2022,46241040,,51
2022,46240953,,51
2022,46241000,,51
2022,46241056,,51
2022,46240961,,51
2022,46241053,,7
2022,46241054,,51
2022,46241020,,51
2022,46240988,,51
2022,46240989,,51
2022,46240972,,51
2022,46241063,,51
2022,46241051,,51
2022,46241009,,51
2022,46241059,,51
2022,46587537,,51
2022,46587538,,51
2022,46587611,,51
2022,46587551,,51
2022,46587587,,51
2022,46587571,,51
2022,46587634,,51
2022,46587618,,51
2022,46587626,,51
2022,46587582,,51
2022,46587583,,51
2022,46587631,,51
2022,46587531,,51
2022,46587541,,51
2022,46587542,,51
2022,46587543,,51
2022,46587523,,51
2022,46587632,,51
2022,46587529,,51
2022,46587530,,51
2022,46587585,,51
2022,46587550,,51
2022,46587584,,51
2022,46587564,,51
2022,46587639,,51
2022,46587598,,51
2022,46587599,,51
2022,46587563,,51
2022,46587554,,51
2022,46587555,,51
2022,46587594,,51
2022,46587595,,51
2022,46587635,,51
2022,46587638,,51
2022,46587514,,51
2022,46587557,,51
2022,46587569,,51
2022,46587613,,51
2022,46587614,,51
2022,46587567,,51
2022,46587558,,51
2022,46587559,,51
2022,46587602,,52
2022,46587597,,51
2022,46587621,,51
2022,46587545,,51
2022,46587524,,51
2022,46882051,,51
2022,46587522,,9
2022,46587517,,51
2022,46587615,,51
2022,46587616,,51
2022,46587579,,51
2022,46587580,,51
2022,46587581,,51
2022,46587547,,51
2022,46587628,,51
2022,46587518,,51
2022,46587600,,51
2022,46587575,,52
2022,46587624,,51
2022,46587625,,51
2022,46587565,,51
2022,46587633,,51
2022,46587607,,51
2022,46587539,,51
2022,46587592,,51
2022,46587577,,51
2022,46587544,,51
2022,46587610,,51
2022,46587588,,51
2022,46587510,,51
2022,46587535,,51
2022,46587586,,51
2022,46587609,,51
2022,46587601,,51
2022,46587612,,51
2022,46587622,,51
2022,46587552,,51
2022,46587553,,51
2022,46587561,,51
2022,46587556,,51
2022,46587527,,51
2022,46587528,,51
2022,46587536,,51
2022,46587591,,3
2022,46587513,,51
2022,46587596,,51
2022,46587570,,51
2022,46587636,,51
2022,46587629,,3
2022,46587620,,51
2022,46587603,,51
2022,46587604,,51
2022,46587606,,51
2022,46587637,,51
2022,46587511,,51
2022,46587512,,51
2022,46587548,,51
2022,46882126,,51
2022,46587516,,51
2022,46587560,,51
2022,46587578,,51
2022,46587572,,3
2022,46587532,,51
2022,46587608,,51
2022,46587519,,51
2022,46587642,,51
2022,46587643,,51
2022,46587515,,51
2022,46587627,,51
2022,46587589,,51
2022,46587641,,51
2022,46587525,,51
2022,46587526,,51
2022,46587617,,3
2022,46882118,,51
2022,46882105,,51
2022,46882106,,51
2022,46882010,,51
2022,46882085,,51
2022,46882115,,51
2022,46882071,,51
2022,46882065,,52
2022,46882083,,51
2022,46882104,,51
2022,46882054,,51
2022,46882044,,51
2022,46882048,,51
2022,46882031,,51
2022,46882014,,3
2022,46882011,,51
2022,46882034,,51
2022,46882035,,51
2022,46882120,,51
2022,46882016,,51
2022,46882103,,51
2022,46882029,,51
2022,46882097,,51
2022,46882076,,51
2022,46882111,,51
2022,46882058,,51
2022,46882098,,51
2022,46882122,,51
2022,46882078,,51
2022,46882039,,51
2022,46882063,,51
2022,46882023,,51
2022,46882073,,51
2022,46882004,,51
2022,46882040,,51
2022,46882092,,3
2022,46882093,,51
2022,46882094,,51
2022,46882095,,51
2022,46882008,,51
2022,46882119,,51
2022,46882116,,3
2022,46882005,,51
2022,46882002,,51
2022,46882036,,51
2022,46882020,,51
2022,46882021,,51
2022,46882125,,51
2022,46882053,,51
2022,46882112,,51
2022,46882113,,51
2022,46882114,,51
2022,46882018,,51
2022,46882037,,52
2022,46882046,,51
2022,46882047,,52
2022,46882124,,51
2022,46882070,,51
2022,46882024,,51
2022,46882066,,51
2022,46882079,,51
2022,46882060,,51
2022,46882050,,51
2022,46882045,,51
2022,46882084,,51
2022,46882052,,51
2022,46882099,,51
2022,46882042,,51
2022,46882123,,51
2022,46882075,,51
2022,46882117,,51
2022,46882025,,51
2022,46882026,,51
2022,46882027,,51
2022,46882028,,51
2022,46882019,,51
2022,46882088,,51
2022,46882089,,51
2022,46882086,,52
2022,46882017,,51
2022,46882107,,51
2022,46882108,,51
2022,46882064,,9
2022,46882032,,51
2022,46882109,,51
2022,46882082,,51
2022,46882057,,51
2022,46882043,,51
2022,46882006,,51
2022,46882007,,51
2022,46882009,,51
2022,46882012,,51
2022,46882013,,51
2022,46882110,,51
2022,46882080,,51
2022,46882003,,52
2022,46882022,,51
2022,46882041,,51
2022,46882001,,51
2022,46882061,,51
2022,46882087,,51
2022,46882049,,51
2022,46882101,,51
2022,46882102,,51
2022,46882033,,51
2022,46882062,,51
2022,46882077,,51
2022,46882055,,51
2022,46882056,,51
2022,46882072,,3
2022,46882091,,3
2022,46882127,,51
2022,46882121,,51
2022,46882074,,51
2022,46882030,,51
2022,46882068,,51
2022,46882069,,51
2022,46907525,,51
2022,46907532,,51
2022,46907533,,51
2022,46907540,,51
2022,46907486,,51
2022,46907458,,3
2022,46907503,,51
2022,46907504,,51
2022,46907551,,51
2022,46907583,,51
2022,46907521,,51
2022,46907606,,51
2022,46907497,,51
2022,46907474,,51
2022,46907475,,51
2022,46907476,,51
2022,46907471,,51
2022,46907472,,51
2022,46907506,,51
2022,46907542,,51
2022,46907543,,51
2022,46907544,,51
2022,46907545,,51
2022,46907479,,51
2022,46907480,,51
2022,46907518,,51
2022,46907528,,51
2022,46907590,,51
2022,46907524,,51
2022,46907534,,51
2022,46907535,,51
2022,46970342,,51
2022,46907587,,51
2022,46907588,,51
2022,46907460,,51
2022,46907495,,51
2022,46907536,,51
2022,46907490,,51
2022,46907485,,51
2022,46907589,,51
2022,46907559,,51
2022,46907569,,51
2022,46907562,,51
2022,46907531,,51
2022,46907483,,51
2022,46907552,,51
2022,46907591,,51
2022,46907520,,51
2022,46907457,,51
2022,46907464,,51
2022,46907529,,51
2022,46907492,,51
2022,46907568,,51
2022,46907493,,9
2022,46907498,,51
2022,46907499,,51
2022,46907500,,51
2022,46907501,,51
2022,46907508,,51
2022,46907453,,51
2022,46907593,,51
2022,46907487,,51
2022,46907496,,51
2022,46907467,,51
2022,46907511,,51
2022,46907488,,51
2022,46907489,,51
2022,46907502,,51
2022,46907575,,51
2022,46907585,,51
2022,46907519,,51
2022,46907550,,51
2022,46907455,,51
2022,46907557,,51
2022,46907605,,52
2022,46907463,,52
2022,46907603,,51
2022,46907604,,51
2022,46907454,,51
2022,46907537,,51
2022,46907538,,51
2022,46907523,,51
2022,46907530,,51
2022,46907516,,51
2022,46907599,,51
2022,46907600,,51
2022,46907478,,52
2022,46907484,,51
2022,46907594,,51
2022,46907579,,51
2022,46907481,,51
2022,46907468,,51
2022,46907469,,51
2022,46907470,,51
2022,46907566,,51
2022,46907567,,51
2022,46907592,,51
2022,46907577,,51
2022,46907539,,51
2022,46907560,,51
2022,46907527,,51
2022,46907507,,51
2022,46907576,,51
2022,46907554,,51
2022,46907574,,51
2022,46907586,,51
2022,46907514,,51
2022,46907515,,51
2022,46907459,,51
2022,46907522,,51
2022,46907512,,51
2022,46907549,,51
2022,46907597,,51
2022,46907598,,51
2022,46907580,,51
2022,46907595,,51
2022,46907541,,9
2022,46907582,,51
2022,46907482,,51
2022,46907555,,51
2022,46907571,,51
2022,46907510,,4
2022,46907466,,51
2022,46907564,,51
2022,46907494,,51
2022,46907517,,51
2022,46907563,,51
2022,46907601,,51
2022,46907602,,51
2022,46907565,,51
2022,46907461,,4
2022,46907465,,51
2022,46907553,,51
2022,46907491,,51
2022,46907513,,51
2022,46907505,,51
2022,46907570,,51
2022,46907573,,51
2022,46907509,,51
2022,46907546,,51
2022,46907556,,51
2022,46907561,,51
2022,46907581,,51
2022,46907462,,51
2022,46907572,,51
2022,46907526,,51
2022,46907578,,51
2022,46907596,,51
2022,46907477,,51
2022,46907558,,51
2022,46970266,,51
2022,46970299,,51
2022,46970300,,3
2022,46970324,,51
2022,46970371,,51
2022,46970381,,51
2022,46970367,,51
2022,46970326,,51
2022,46970327,,51
2022,46970328,,51
2022,46970322,,51
2022,46970311,,51
2022,46970284,,51
2022,46970379,,51
2022,46970380,,51
2022,46970278,,51
2022,46970279,,7
2022,46970285,,51
2022,46970353,,51
2022,46970286,,52
2022,46970319,,51
2022,46970318,,51
2022,46970340,,51
2022,46970344,,51
2022,46970270,,51
2022,46970256,,51
2022,46970257,,51
2022,46970258,,51
2022,46970308,,51
2022,46970378,,51
2022,46970332,,51
2022,46970333,,51
2022,46970334,,51
2022,46970251,,51
2022,46970323,,51
2022,46970351,,51
2022,46970289,,51
2022,46970243,,51
2022,46970273,,51
2022,46970283,,51
2022,46970312,,9
2022,46970343,,51
2022,46970325,,51
2022,46970358,,51
2022,46970290,,51
2022,46970274,,51
2022,46970361,,51
2022,46970349,,51
2022,46970281,,1
2022,46970376,,51
2022,46970292,,51
2022,46970362,,51
2022,46970345,,51
