data_year,groupb_arrestee_id,weapon_code,weapon_id
2022,45710725,01,51
2022,45710686,01,51
2022,45536962,01,51
2022,45710689,01,51
2022,45710695,01,51
2022,45710696,01,51
2022,45710687,01,51
2022,45710688,01,51
2022,45710693,01,51
2022,45710726,01,51
2022,45710691,01,51
2022,45710694,01,51
2022,45710705,01,51
2022,45710707,01,51
2022,45710713,01,51
2022,45710717,01,51
2022,45710718,01,51
2022,45710727,01,51
2022,45710692,01,51
2022,45710699,01,51
2022,45710700,01,51
2022,45710701,01,51
2022,45710704,01,51
2022,45710706,01,51
2022,45710708,01,51
2022,45710711,01,51
2022,45710714,01,51
2022,45710719,01,51
2022,45710720,01,51
2022,45710697,01,51
2022,45710710,01,51
2022,45710712,01,51
2022,45710716,01,51
2022,45710722,01,51
2022,45710724,01,51
2022,45730438,01,51
2022,45730439,01,51
2022,45730445,01,51
2022,45730446,01,51
2022,45730447,01,51
2022,45730449,01,51
2022,45730455,01,51
2022,45730464,01,51
2022,45730476,01,51
2022,45730487,01,51
2022,45730488,01,51
2022,45730490,01,51
2022,45730440,01,51
2022,45730444,01,51
2022,45730448,01,51
2022,45730462,01,51
2022,45730467,01,51
2022,45730474,01,51
2022,45730480,01,51
2022,45730481,01,51
2022,45730437,01,51
2022,45730443,01,51
2022,45730454,01,51
2022,45730460,01,51
2022,45730463,01,51
2022,45730472,01,51
2022,45730478,01,51
2022,45730441,12,3
2022,45730451,01,51
2022,45730452,01,51
2022,45730457,01,51
2022,45730465,01,51
2022,45730470,01,51
2022,45730442,01,51
2022,45730450,01,51
2022,45730459,01,51
2022,45730466,01,51
2022,45730471,01,51
2022,45730475,01,51
2022,45730483,01,51
2022,45730484,01,51
2022,45730453,01,51
2022,45730458,01,51
2022,45730461,01,51
2022,45730473,01,51
2022,45730456,01,51
2022,45771026,01,51
2022,45771030,01,51
2022,45771035,01,51
2022,45730482,01,51
2022,45730486,01,51
2022,45730468,01,51
2022,45771027,12A,4
2022,45771034,01,51
2022,45730469,01,51
2022,45730479,01,51
2022,45730485,01,51
2022,45730477,01,51
2022,45730489,01,51
2022,45773233,01,51
2022,45771032,01,51
2022,45771036,01,51
2022,45771028,01,51
2022,45771029,01,51
2022,45771043,01,51
2022,45771031,01,51
2022,45773239,01,51
2022,45773243,01,51
2022,45773250,01,51
2022,45773260,01,51
2022,45773264,01,51
2022,45773240,01,51
2022,45773246,01,51
2022,45773253,01,51
2022,45773237,01,51
2022,45771033,01,51
2022,45771037,01,51
2022,46038991,01,51
2022,46038989,01,51
2022,46038987,01,51
2022,46038995,01,51
2022,46038988,01,51
2022,46038990,01,51
2022,46329234,01,51
2022,46329233,01,51
2022,46329235,01,51
2022,46624707,01,51
2022,46624708,01,51
2022,46624709,01,51
2022,46624710,01,51
2022,45773238,01,51
2022,45773255,01,51
2022,45773258,01,51
2022,45773231,01,51
2022,45773244,01,51
2022,45773248,01,51
2022,45773232,01,51
2022,45773247,01,51
2022,46624711,01,51
2022,46624712,01,51
2022,46624713,01,51
2022,46624714,01,51
2022,47132609,01,51
2022,45773262,01,51
2022,45773241,01,51
2022,47132610,01,51
2022,45773252,01,51
2022,45773254,01,51
2022,45773242,01,51
2022,45773251,01,51
2022,45773256,01,51
2022,45773263,01,51
2022,46291983,01,51
2022,46291985,01,51
2022,46292002,01,51
2022,46292014,01,51
2022,47132611,01,51
2022,47132612,01,51
2022,47132614,01,51
2022,47132613,01,51
2022,47372445,01,51
2022,47372446,01,51
2022,46292015,01,51
2022,46292033,01,51
2022,46291986,01,51
2022,46292016,01,51
2022,46292018,01,51
2022,46291991,01,51
2022,46291996,01,51
2022,46292003,01,51
2022,46292006,01,51
2022,46292011,01,51
2022,46292012,01,51
2022,46292005,01,51
2022,46292007,01,51
2022,46291982,01,51
2022,46291988,01,51
2022,46291990,01,51
2022,46291994,01,51
2022,46292000,01,51
2022,46291981,01,51
2022,46291984,01,51
2022,46291987,01,51
2022,46291989,01,51
2022,46291992,01,51
2022,46291993,01,51
2022,46291995,01,51
2022,46291997,01,51
2022,46291998,01,51
2022,46291999,01,51
2022,46292001,01,51
2022,46292004,01,51
2022,46292008,01,51
2022,46292009,01,51
2022,46292010,01,51
2022,46292013,01,51
2022,46292017,01,51
2022,46292020,01,51
2022,46292021,01,51
2022,46292022,01,51
2022,46292023,01,51
2022,46292024,01,51
2022,46292027,01,51
2022,46292028,01,51
2022,46292029,01,51
2022,46292031,01,51
2022,46292034,01,51
2022,46598355,01,51
2022,47646887,01,51
2022,47646886,01,51
2022,47646888,01,51
2022,47646889,01,51
2022,46598356,01,51
2022,45087183,01,51
2022,45125945,01,51
2022,45125957,01,51
2022,45125965,01,51
2022,46598366,01,51
2022,45125944,01,51
2022,45125946,01,51
2022,45125962,01,51
2022,45125964,01,51
2022,45125984,01,51
2022,45125990,01,51
2022,45125958,01,51
2022,45125970,01,51
2022,45125977,01,51
2022,45125982,01,51
2022,45125985,01,51
2022,45125989,01,51
2022,45125955,01,51
2022,45125971,01,51
2022,45125979,01,51
2022,45125981,01,51
2022,45125999,01,51
2022,45125949,01,51
2022,45125967,01,51
2022,46598374,01,51
2022,46598380,01,51
2022,46598324,01,51
2022,46598325,01,51
2022,46598326,01,51
2022,46598327,01,51
2022,46598330,01,51
2022,46598331,01,51
2022,46598332,01,51
2022,46598333,01,51
2022,46598335,01,51
2022,46598336,01,51
2022,46598337,01,51
2022,46598338,01,51
2022,46598339,01,51
2022,46598341,01,51
2022,46598342,01,51
2022,46598343,01,51
2022,45125950,01,51
2022,45125951,01,51
2022,45125953,01,51
2022,45125974,01,51
2022,45125993,01,51
2022,45125947,01,51
2022,45125948,01,51
2022,45125954,01,51
2022,45125956,01,51
2022,45125959,01,51
2022,45125960,01,51
2022,45125961,01,51
2022,45125966,01,51
2022,45125969,01,51
2022,45125975,01,51
2022,45125986,01,51
2022,45125995,01,51
2022,45125996,01,51
2022,45125998,01,51
2022,45125991,01,51
2022,45088544,01,51
2022,45088536,01,51
2022,45088537,01,51
2022,45088532,01,51
2022,45126008,16,52
2022,45126002,01,51
2022,45126003,01,51
2022,45126017,01,51
2022,45126004,01,51
2022,45126013,16,52
2022,45126005,01,51
2022,45126006,01,51
2022,45126023,01,51
2022,45126000,01,51
2022,45126001,01,51
2022,45126009,01,51
2022,45126010,01,51
2022,45126011,01,51
2022,45126012,01,51
2022,46598344,01,51
2022,46598345,01,51
2022,46598346,01,51
2022,46598347,01,51
2022,46598348,01,51
2022,46598349,01,51
2022,46598350,01,51
2022,46598352,01,51
2022,46598353,01,51
2022,46598354,01,51
2022,46598357,01,51
2022,46598379,01,51
2022,46598385,01,51
2022,46598387,01,51
2022,46598370,01,51
2022,45126039,01,51
2022,45126041,01,51
2022,45126045,01,51
2022,45126047,01,51
2022,45126007,01,51
2022,45126015,01,51
2022,45126014,01,51
2022,45126016,01,51
2022,45126020,01,51
2022,45126021,01,51
2022,45126024,16,52
2022,45126025,01,51
2022,45126026,01,51
2022,45126027,01,51
2022,45126029,01,51
2022,45126030,01,51
2022,45126032,01,51
2022,45126033,01,51
2022,45126034,01,51
2022,45126035,01,51
2022,45126037,01,51
2022,45126038,01,51
2022,45126040,01,51
2022,45126042,01,51
2022,45126043,01,51
2022,46598373,01,51
2022,45126044,01,51
2022,45126046,01,51
2022,45126048,01,51
2022,45126050,01,51
2022,46598359,01,51
2022,45126051,01,51
2022,45710357,01,51
2022,45710358,01,51
2022,45710364,01,51
2022,45710378,01,51
2022,45710382,01,51
2022,45710384,01,51
2022,45710392,01,51
2022,45710393,01,51
2022,45710397,01,51
2022,45710398,01,51
2022,45710355,01,51
2022,45710362,01,51
2022,45710371,01,51
2022,45710372,01,51
2022,45710379,01,51
2022,45710383,01,51
2022,45710385,01,51
2022,45710388,01,51
2022,46598360,01,51
2022,46598362,01,51
2022,46598383,01,51
2022,46598361,01,51
2022,46598365,01,51
2022,46598384,01,51
2022,46598386,01,51
2022,46598369,01,51
2022,46598372,01,51
2022,46598375,01,51
2022,46598376,01,51
2022,46598377,01,51
2022,46598364,01,51
2022,46598368,01,51
2022,46598371,01,51
2022,46598378,01,51
2022,46598381,01,51
2022,46598382,01,51
2022,46742633,01,51
2022,45710354,01,51
2022,45710356,01,51
2022,45710363,01,51
2022,45710373,01,51
2022,45710375,01,51
2022,45710377,01,51
2022,45710395,01,51
2022,45710396,01,51
2022,46742616,01,51
2022,46742618,01,51
2022,46742624,01,51
2022,46742625,01,51
2022,46742617,01,51
2022,46742619,01,51
2022,46742621,01,51
2022,46742622,01,51
2022,46742623,01,51
2022,46742626,01,51
2022,46742628,01,51
2022,46742629,01,51
2022,46742635,16,52
2022,46742637,01,51
2022,46742639,01,51
2022,46742640,01,51
2022,46742641,01,51
2022,46742643,01,51
2022,46742644,01,51
2022,46742646,01,51
2022,46742647,01,51
2022,46742649,01,51
2022,46742651,01,51
2022,46742659,01,51
2022,46742660,01,51
2022,46742663,01,51
2022,46742666,01,51
2022,46742667,01,51
2022,46742671,01,51
2022,46742676,01,51
2022,46742627,01,51
2022,46742630,01,51
2022,46742638,01,51
2022,46742645,01,51
2022,46742653,01,51
2022,46742655,01,51
2022,46742656,01,51
2022,46742669,01,51
2022,46742670,01,51
2022,46742672,01,51
2022,46742674,01,51
2022,46742675,01,51
2022,46742631,01,51
2022,46742632,01,51
2022,46742634,01,51
2022,46742650,01,51
2022,46742654,01,51
2022,46742661,01,51
2022,46742662,01,51
2022,46742664,01,51
2022,46742636,01,51
2022,46742642,01,51
2022,46742652,01,51
2022,46742657,01,51
2022,46742658,01,51
2022,46742665,01,51
2022,46742668,01,51
2022,46742673,01,51
2022,47018235,01,51
2022,45710359,01,51
2022,45710360,01,51
2022,45710361,01,51
2022,45710366,01,51
2022,45710367,01,51
2022,45710370,01,51
2022,45710376,01,51
2022,45710380,01,51
2022,45710381,01,51
2022,45710387,01,51
2022,45710389,01,51
2022,45710391,01,51
2022,45710394,01,51
2022,45710365,01,51
2022,45710368,01,51
2022,45710369,01,51
2022,45710374,01,51
2022,45710386,01,51
2022,45710390,01,51
2022,45710405,01,51
2022,45710407,01,51
2022,45710409,01,51
2022,45710411,01,51
2022,45710429,01,51
2022,45710439,01,51
2022,45710456,01,51
2022,45710399,01,51
2022,45710402,01,51
2022,45710403,01,51
2022,45710414,01,51
2022,45710417,01,51
2022,45710421,01,51
2022,45710423,01,51
2022,45710426,01,51
2022,45710430,01,51
2022,45710436,01,51
2022,45710438,01,51
2022,45710446,01,51
2022,45710458,01,51
2022,45710406,01,51
2022,45710425,01,51
2022,45710440,01,51
2022,45710442,16,52
2022,45710443,01,51
2022,45710449,01,51
2022,45710454,01,51
2022,45710404,01,51
2022,45710412,01,51
2022,45710415,01,51
2022,45710400,01,51
2022,45710401,01,51
2022,45710410,01,51
2022,45710419,01,51
2022,45710422,01,51
2022,45710427,01,51
2022,45710428,01,51
2022,45710432,01,51
2022,45710433,01,51
2022,45710434,01,51
2022,45710435,01,51
2022,45710441,01,51
2022,45710444,01,51
2022,45710447,01,51
2022,45710455,01,51
2022,45710408,01,51
2022,45710413,01,51
2022,45710418,01,51
2022,45710459,01,51
2022,45710460,01,51
2022,45710461,01,51
2022,45710416,01,51
2022,45710420,01,51
2022,45710424,01,51
2022,45710431,01,51
2022,45710437,01,51
2022,45710445,01,51
2022,45710448,01,51
2022,45710453,01,51
2022,45710450,01,51
2022,45710451,01,51
2022,45710457,01,51
2022,47018236,01,51
2022,47018250,01,51
2022,47018264,16,52
2022,47018276,01,51
2022,47018277,01,51
2022,47018234,01,51
2022,47018243,01,51
2022,47018249,01,51
2022,47018251,01,51
2022,47018253,01,51
2022,47018256,01,51
2022,47018263,01,51
2022,47018268,01,51
2022,47018283,01,51
2022,47018289,01,51
2022,47018290,01,51
2022,47018237,01,51
2022,45784142,01,51
2022,45784155,01,51
2022,45784189,01,51
2022,45784212,01,51
2022,45784226,01,51
2022,45784228,01,51
2022,45784143,01,51
2022,45784149,01,51
2022,45784173,01,51
2022,45784178,01,51
2022,45784193,01,51
2022,45784202,01,51
2022,45784229,01,51
2022,47018239,01,51
2022,47018240,01,51
2022,47018247,01,51
2022,47018257,01,51
2022,47018259,01,51
2022,47018275,01,51
2022,47018232,01,51
2022,47018233,01,51
2022,47018244,01,51
2022,47018245,01,51
2022,47018246,01,51
2022,47018248,01,51
2022,47018258,01,51
2022,47018241,01,51
2022,47018242,01,51
2022,47018252,01,51
2022,47018238,01,51
2022,47018255,01,51
2022,47018262,01,51
2022,47018266,01,51
2022,47018279,01,51
2022,47018284,01,51
2022,47018286,01,51
2022,47018293,01,51
2022,47018254,01,51
2022,47018274,01,51
2022,47018280,01,51
2022,47018282,01,51
2022,47018287,01,51
2022,47018294,01,51
2022,47018260,01,51
2022,47018261,01,51
2022,47018265,01,51
2022,47018270,01,51
2022,47018273,01,51
2022,47018267,01,51
2022,47018269,01,51
2022,47018272,01,51
2022,47018278,01,51
2022,47018292,01,51
2022,47018271,01,51
2022,47018281,01,51
2022,47018285,01,51
2022,47018288,01,51
2022,47018291,01,51
2022,48062602,01,51
2022,45784147,01,51
2022,45784148,01,51
2022,45784157,01,51
2022,45784176,01,51
2022,48062603,01,51
2022,48062642,01,51
2022,48062644,01,51
2022,48062653,01,51
2022,48062668,01,51
2022,48062601,01,51
2022,48062605,01,51
2022,48062609,01,51
2022,48062640,01,51
2022,48062652,01,51
2022,48062654,01,51
2022,48062663,01,51
2022,48062678,01,51
2022,48062604,01,51
2022,48062614,01,51
2022,48062618,01,51
2022,48062620,01,51
2022,48062673,01,51
2022,48062676,01,51
2022,48062686,01,51
2022,48062615,01,51
2022,48062621,01,51
2022,48062600,01,51
2022,48062606,01,51
2022,48062607,01,51
2022,48062616,01,51
2022,48062610,01,51
2022,48062617,01,51
2022,48062647,01,51
2022,48062672,01,51
2022,48062674,01,51
2022,48062679,01,51
2022,48062684,01,51
2022,48062688,01,51
2022,48062611,01,51
2022,48062641,01,51
2022,48062643,01,51
2022,48062645,01,51
2022,48062646,01,51
2022,48062613,01,51
2022,48062625,01,51
2022,48062619,01,51
2022,48062622,01,51
2022,48062661,01,51
2022,48062662,01,51
2022,48062669,01,51
2022,48062682,01,51
2022,48062623,01,51
2022,48062638,01,51
2022,48062660,01,51
2022,48062664,01,51
2022,48062677,01,51
2022,48062634,01,51
2022,48062671,01,51
2022,48062639,01,51
2022,48062649,01,51
2022,48062657,01,51
2022,48062658,01,51
2022,48062648,01,51
2022,48062650,01,51
2022,48062659,01,51
2022,48062689,01,51
2022,48062651,01,51
2022,48062656,01,51
2022,48062685,01,51
2022,48062655,01,51
2022,48062665,01,51
2022,48062666,01,51
2022,48062667,01,51
2022,48062670,01,51
2022,48062710,01,51
2022,48062715,01,51
2022,48062720,01,51
2022,48062722,01,51
2022,48062717,01,51
2022,48062729,01,51
2022,48062737,01,51
2022,48062698,01,51
2022,48062706,01,51
2022,48062711,01,51
2022,48062719,01,51
2022,48062723,01,51
2022,48062725,01,51
2022,48062727,01,51
2022,48062704,01,51
2022,48062713,01,51
2022,48062724,01,51
2022,48062726,01,51
2022,48062692,01,51
2022,48062733,01,51
2022,48062693,01,51
2022,48062702,01,51
2022,48062709,01,51
2022,48062712,01,51
2022,48062716,01,51
2022,48062740,01,51
2022,48062743,01,51
2022,48062745,01,51
2022,48062746,01,51
2022,48062694,01,51
2022,48062705,01,51
2022,48062699,01,51
2022,48062703,01,51
2022,48062718,01,51
2022,48062731,01,51
2022,48062742,01,51
2022,48062747,01,51
2022,48062748,01,51
2022,48062749,01,51
2022,48062752,01,51
2022,48062697,01,51
2022,48062701,01,51
2022,48062708,01,51
2022,48062721,01,51
2022,48062730,01,51
2022,48062714,01,51
2022,48062744,01,51
2022,48062754,01,51
2022,48062732,01,51
2022,48062734,01,51
2022,48062735,01,51
2022,48062738,01,51
2022,48062739,01,51
2022,48062695,01,51
2022,48062696,01,51
2022,48062700,01,51
2022,48062728,01,51
2022,48062736,01,51
2022,48062741,01,51
2022,48062750,01,51
2022,48062751,01,51
2022,48231603,01,51
2022,45784127,01,51
2022,45784129,01,51
2022,45784130,01,51
2022,45784172,01,51
2022,45784196,01,51
2022,45784180,01,51
2022,45784183,01,51
2022,45784184,01,51
2022,45784186,01,51
2022,45784200,01,51
2022,45784138,01,51
2022,45784181,01,51
2022,45784182,01,51
2022,45784185,01,51
2022,45784187,01,51
2022,45784150,01,51
2022,45784152,01,51
2022,45784191,01,51
2022,45784194,01,51
2022,45784139,01,51
2022,45784140,01,51
2022,45784158,01,51
2022,45784163,01,51
2022,45784227,01,51
2022,48231604,01,51
2022,48231605,01,51
2022,48231606,01,51
2022,48231607,01,51
2022,48231608,01,51
2022,48231609,01,51
2022,48231610,01,51
2022,48231611,01,51
2022,48231612,01,51
2022,48231613,01,51
2022,48231614,01,51
2022,48231615,01,51
2022,48231616,01,51
2022,48231617,01,51
2022,48231618,01,51
2022,48231619,01,51
2022,48231620,01,51
2022,48231621,01,51
2022,48231622,01,51
2022,48231623,01,51
2022,48231624,01,51
2022,48231625,01,51
2022,48231626,01,51
2022,48231627,01,51
2022,48231628,01,51
2022,48231629,01,51
2022,48231630,01,51
2022,48231631,01,51
2022,48231632,01,51
2022,48231633,01,51
2022,48231634,01,51
2022,48231635,01,51
2022,48231636,01,51
2022,48231637,01,51
2022,48231638,01,51
2022,48231639,01,51
2022,48231640,01,51
2022,48231641,01,51
2022,48231642,01,51
2022,48231643,01,51
2022,48231644,01,51
2022,45076601,01,51
2022,45784128,01,51
2022,45784164,01,51
2022,45784166,01,51
2022,45784169,01,51
2022,45784174,01,51
2022,45784177,01,51
2022,45784190,01,51
2022,45784203,01,51
2022,45784144,01,51
2022,45784146,01,51
2022,45784160,01,51
2022,45784167,01,51
2022,45784170,01,51
2022,45784198,01,51
2022,45784221,01,51
2022,45784222,01,51
2022,45784134,01,51
2022,45784136,01,51
2022,45784153,01,51
2022,45784154,01,51
2022,45784197,01,51
2022,45784205,01,51
2022,45784207,01,51
2022,45784161,01,51
2022,45784199,01,51
2022,45784206,01,51
2022,45784188,01,51
2022,45784225,01,51
2022,46093749,01,51
2022,46093751,01,51
2022,46093760,01,51
2022,46093741,01,51
2022,46093755,01,51
2022,46093776,01,51
2022,46093783,01,51
2022,46093784,01,51
2022,46093796,01,51
2022,46093730,01,51
2022,46093733,01,51
2022,46093762,01,51
2022,46093772,01,51
2022,46093726,01,51
2022,46093729,01,51
2022,46093734,01,51
2022,46093750,01,51
2022,46093752,01,51
2022,46093753,01,51
2022,46093756,01,51
2022,46093763,01,51
2022,46093764,01,51
2022,46093770,01,51
2022,46093735,01,51
2022,46093738,01,51
2022,46093757,01,51
2022,46093768,01,51
2022,46093769,01,51
2022,46093771,01,51
2022,46093774,01,51
2022,46093786,01,51
2022,46093801,01,51
2022,46093743,01,51
2022,46093745,01,51
2022,46093758,01,51
2022,46093779,01,51
2022,46093780,01,51
2022,46093795,01,51
2022,46093725,01,51
2022,46093727,01,51
2022,46093731,01,51
2022,46093744,01,51
2022,46093754,01,51
2022,46093790,01,51
2022,45076604,01,51
2022,45076607,01,51
2022,45076616,01,51
2022,45076611,01,51
2022,46093737,01,51
2022,46093747,01,51
2022,46093748,01,51
2022,46093759,01,51
2022,46093765,01,51
2022,46093773,01,51
2022,46093782,01,51
2022,46093728,01,51
2022,46093775,01,51
2022,46093781,01,51
2022,46093732,01,51
2022,46093736,01,51
2022,46093740,01,51
2022,46093761,01,51
2022,46093785,01,51
2022,46093792,01,51
2022,46093799,01,51
2022,46093742,01,51
2022,46093746,01,51
2022,46093766,01,51
2022,46093767,01,51
2022,46093800,01,51
2022,46093778,01,51
2022,46093797,01,51
2022,46093787,01,51
2022,46093798,01,51
2022,46093789,01,51
2022,46093793,01,51
2022,46093794,01,51
2022,46430051,01,51
2022,46430052,01,51
2022,45076599,01,51
2022,45076603,01,51
2022,45076605,01,51
2022,45076617,01,51
2022,45076619,01,51
2022,45076606,01,51
2022,46430053,01,51
2022,46430054,01,51
2022,46430055,01,51
2022,46430056,01,51
2022,46430057,01,51
2022,46430058,01,51
2022,46430060,01,51
2022,46430061,01,51
2022,46430062,01,51
2022,46430063,01,51
2022,46430064,01,51
2022,46430065,01,51
2022,46430066,01,51
2022,46430067,01,51
2022,46430068,01,51
2022,46430069,01,51
2022,46430070,01,51
2022,46430071,01,51
2022,46430072,01,51
2022,46430073,01,51
2022,46430074,01,51
2022,46430075,01,51
2022,46430076,01,51
2022,46430077,01,51
2022,46430078,01,51
2022,46430079,01,51
2022,46430080,01,51
2022,46430081,01,51
2022,46430082,01,51
2022,46430083,01,51
2022,46430084,01,51
2022,46430099,01,51
2022,46430085,01,51
2022,46430096,01,51
2022,46430086,01,51
2022,46430097,01,51
2022,46430087,01,51
2022,46430089,01,51
2022,46430088,01,51
2022,46430094,01,51
2022,46430102,01,51
2022,46430090,01,51
2022,46430091,01,51
2022,46430092,01,51
2022,46430093,01,51
2022,46430095,01,51
2022,46430098,01,51
2022,45076610,01,51
2022,45076613,01,51
2022,45076614,01,51
2022,45076608,01,51
2022,45076609,01,51
2022,45076615,01,51
2022,45076618,01,51
2022,45076620,01,51
2022,45076621,01,51
2022,45076600,01,51
2022,45076602,01,51
2022,45076612,01,51
2022,45266913,01,51
2022,45266902,01,51
2022,45266919,01,51
2022,45266901,01,51
2022,46430100,01,51
2022,46430101,01,51
2022,46812493,01,51
2022,46812494,01,51
2022,46812495,01,51
2022,46812498,01,51
2022,46812504,01,51
2022,46812487,01,51
2022,46812499,01,51
2022,46812521,01,51
2022,46812528,01,51
2022,46812488,01,51
2022,46812501,01,51
2022,46812503,01,51
2022,46812522,01,51
2022,46812523,01,51
2022,46812540,01,51
2022,46812542,01,51
2022,46812562,01,51
2022,46812489,01,51
2022,46812490,01,51
2022,46812550,01,51
2022,46812567,01,51
2022,46812569,01,51
2022,46812570,01,51
2022,45266904,01,51
2022,45266905,01,51
2022,45266909,01,51
2022,45266911,01,51
2022,45266914,01,51
2022,45266917,01,51
2022,45266910,01,51
2022,45266912,01,51
2022,45266915,01,51
2022,45266916,01,51
2022,45266906,01,51
2022,45266907,01,51
2022,45266920,01,51
2022,45449130,01,51
2022,46812492,01,51
2022,46812496,01,51
2022,46812497,01,51
2022,46812500,01,51
2022,46812506,01,51
2022,46812502,01,51
2022,46812515,01,51
2022,46812505,01,51
2022,46812517,01,51
2022,46812507,01,51
2022,46812534,01,51
2022,46812565,01,51
2022,46812516,01,51
2022,46812524,01,51
2022,46812527,01,51
2022,46812518,01,51
2022,46812519,01,51
2022,46812520,01,51
2022,46812526,01,51
2022,46812539,01,51
2022,46812543,01,51
2022,46812525,01,51
2022,46812531,01,51
2022,46812538,01,51
2022,46812547,01,51
2022,46812553,01,51
2022,46812529,01,51
2022,46812530,01,51
2022,46812532,01,51
2022,46812533,01,51
2022,46812535,01,51
2022,46812536,01,51
2022,46812544,01,51
2022,46812546,01,51
2022,46812548,01,51
2022,46812556,01,51
2022,46812558,01,51
2022,46812537,01,51
2022,46812545,01,51
2022,46812549,01,51
2022,46812552,01,51
2022,46812554,01,51
2022,46812555,01,51
2022,46812557,01,51
2022,46812559,01,51
2022,46812560,01,51
2022,46812561,16,52
2022,46812563,01,51
2022,46812564,01,51
2022,46812566,01,51
2022,47076777,01,51
2022,47076784,01,51
2022,47076786,01,51
2022,47076813,01,51
2022,47076815,01,51
2022,47076819,01,51
2022,47076822,01,51
2022,47076826,01,51
2022,47076837,01,51
2022,45449139,01,51
2022,45449142,01,51
2022,45449144,01,51
2022,45449131,01,51
2022,45449132,01,51
2022,45449134,01,51
2022,45449140,01,51
