data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2022,45295675,1,2022-01-31,2,90Z,35,32,M,10,20,R,,,
2022,45539235,1,2022-01-30,2,90J,38,35,M,10,20,R,,,
2022,46861575,1,2022-01-27,1,90Z,63,60,M,10,20,U,,,
2022,45295678,1,2022-02-17,1,90Z,32,29,M,10,20,U,,,
2022,45539263,1,2022-03-28,2,90C,18,15,F,10,20,R,R,,
2022,47148067,1,2022-03-07,2,90J,43,40,F,10,20,R,,,
2022,48071334,1,2022-03-23,3,90Z,59,56,M,10,20,R,,,
2022,48071337,1,2022-03-23,3,90Z,52,49,M,20,20,U,,,
2022,47640722,1,2022-03-20,1,90J,61,58,F,10,20,U,,,
2022,47640728,1,2022-03-26,1,90Z,51,48,M,10,20,R,,,
2022,45539234,1,2022-04-17,1,90Z,37,34,M,98,40,U,,,
2022,48071342,1,2022-04-29,1,90J,36,33,M,10,20,U,,,
2022,47391981,1,2022-04-11,1,90Z,30,27,M,10,20,R,,,
2022,47640732,1,2022-04-22,1,90Z,37,34,F,10,40,R,,,
2022,45763065,1,2022-05-20,1,90J,43,40,F,10,20,R,,,
2022,45763068,2,2022-05-07,2,90J,48,45,F,10,20,R,,,
2022,45763067,1,2022-05-07,2,90J,46,43,M,20,20,R,,,
2022,46039477,1,2022-05-31,3,90Z,37,34,M,10,20,R,,,
2022,46039480,1,2022-05-19,3,90Z,36,33,M,10,40,R,,,
2022,48071335,1,2022-05-13,1,90J,49,46,M,10,20,R,,,
2022,47391988,1,2022-05-04,1,90Z,28,25,M,10,20,R,,,
2022,47640729,1,2022-05-31,3,90Z,37,34,M,10,20,R,,,
2022,47640736,1,2022-06-27,2,90Z,42,39,F,10,20,R,,,
2022,47640721,1,2022-06-10,1,90Z,37,34,M,10,20,U,,,
2022,47640727,1,2022-06-09,3,90Z,52,49,M,10,20,R,,,
2022,46528782,1,2022-07-03,1,90Z,35,32,M,20,20,R,,,
2022,46528781,1,2022-07-19,3,90F,25,22,M,10,20,R,,,
2022,48071348,1,2022-07-24,2,90D,68,65,M,10,40,R,,,
2022,47640724,1,2022-07-27,3,90Z,37,34,M,10,20,N,,,
2022,48071347,1,2022-08-06,2,90D,61,58,M,10,40,R,,,
2022,48391616,1,2022-08-25,3,90Z,49,46,F,10,20,R,,,
2022,47640733,1,2022-09-27,3,90Z,39,36,M,10,40,R,,,
2022,48071340,1,2022-10-15,1,90Z,31,28,M,10,20,R,,,
2022,47391980,1,2022-10-16,1,90Z,44,41,M,10,40,R,,,
2022,48071346,1,2022-11-06,3,90Z,50,47,F,10,20,R,,,
2022,48071336,1,2022-11-04,3,90Z,42,39,M,20,20,R,,,
2022,47391978,1,2022-11-26,3,90Z,27,24,M,10,20,R,,,
2022,47391979,1,2022-11-20,2,90Z,43,40,M,20,20,U,,,
2022,47391983,1,2022-11-18,2,90Z,48,45,M,20,40,U,,,
2022,47391985,1,2022-11-26,3,90Z,27,24,M,10,20,R,,,
2022,47640726,1,2022-11-14,1,90Z,62,59,M,10,40,U,,,
2022,47640730,1,2022-12-01,3,90Z,41,38,M,10,20,R,,,
2022,45675051,1,2022-04-13,1,90Z,44,41,M,20,20,R,,,
2022,46355483,1,2022-07-09,1,90D,35,32,M,10,20,R,,,
2022,46692423,1,2022-08-19,2,90Z,50,47,M,10,20,R,,,
2022,46692424,1,2022-08-27,1,90D,43,40,M,10,20,N,,,
2022,46876003,1,2022-09-09,1,90D,51,48,M,20,20,R,,,
2022,46876004,1,2022-09-28,1,90D,50,47,M,10,20,R,,,
2022,47632791,1,2022-12-08,2,90Z,21,18,M,20,20,R,,,
2022,45267930,1,2022-01-27,1,90D,44,41,F,10,20,R,,,
2022,45267931,1,2022-01-21,1,90F,44,41,M,20,20,N,,,
2022,45267934,1,2022-01-21,2,90Z,22,19,M,10,10,R,,,
2022,45267926,1,2022-01-17,1,90Z,39,36,M,20,20,N,,,
2022,45267927,1,2022-01-08,1,90Z,26,23,M,10,20,R,,,
2022,45267929,1,2022-01-10,1,90D,38,35,F,10,20,,,,
2022,45267945,1,2022-01-11,1,90Z,46,43,M,20,20,,,,
2022,45267928,1,2022-01-24,2,90Z,23,20,M,20,50,N,,,
2022,45267962,1,2022-01-29,2,90Z,24,21,M,10,40,R,,,
2022,45267932,1,2022-01-06,2,90J,47,44,M,10,10,R,,,
2022,45267955,1,2022-01-18,1,90Z,27,24,M,20,20,N,,,
2022,45267959,1,2022-01-14,2,90Z,21,18,M,10,20,R,,,
2022,45267933,1,2022-01-31,2,90D,42,39,M,20,40,R,,,
2022,45267942,1,2022-01-03,2,90Z,27,24,M,10,10,R,,,
2022,45267943,1,2022-01-13,2,90Z,44,41,F,20,20,R,,,
2022,45267935,1,2022-01-13,1,90Z,23,20,F,20,20,,,,
2022,45267950,1,2022-01-01,1,90D,36,33,F,20,20,,,,
2022,45267957,1,2022-01-19,1,90Z,36,33,M,10,20,N,,,
2022,45267936,1,2022-01-21,1,90Z,41,38,F,10,20,R,,,
2022,45267949,1,2022-01-26,1,90Z,32,29,M,98,20,R,,,
2022,45267937,2,2022-01-27,3,90Z,37,34,F,10,20,R,,,
2022,45267938,1,2022-01-26,2,90Z,27,24,M,10,20,N,,,
2022,45267940,1,2022-01-22,1,90Z,46,43,M,10,10,R,,,
2022,45267951,1,2022-01-08,2,90J,42,39,M,10,20,R,,,
2022,45267956,1,2022-01-26,2,90Z,40,37,F,20,40,N,,,
2022,45267944,1,2022-01-20,3,90C,16,13,M,20,20,R,R,,
2022,45267960,1,2022-01-02,2,90C,29,26,F,20,20,N,,,
2022,45267947,1,2022-01-23,1,90Z,30,27,M,20,20,N,,,
2022,45267952,1,2022-01-02,1,90D,30,27,M,10,50,,,,
2022,45267961,2,2022-01-02,2,90C,27,24,M,20,20,R,,,
2022,45510154,1,2022-02-01,1,90Z,34,31,F,20,20,R,,,
2022,45510156,1,2022-02-10,2,90Z,50,47,F,10,20,R,,,
2022,45510160,1,2022-02-03,1,90C,40,37,M,20,20,N,,,
2022,45510167,1,2022-02-03,1,90Z,33,30,M,20,20,N,,,
2022,45510174,1,2022-02-24,2,90Z,42,39,M,10,20,N,,,
2022,45510181,1,2022-02-08,1,90J,35,32,M,10,10,U,,,
2022,45510182,1,2022-02-21,1,90Z,48,45,M,10,20,R,,,
2022,45510183,1,2022-02-14,1,90C,19,16,F,20,20,R,R,,
2022,45510172,1,2022-02-26,1,90D,62,59,M,10,20,R,,,
2022,45510164,1,2022-02-17,3,90Z,34,31,M,10,20,R,,,
2022,45510165,1,2022-02-04,3,90Z,41,38,M,10,20,R,,,
2022,45510194,1,2022-02-12,1,90D,64,61,F,20,20,R,,,
2022,45510145,1,2022-02-01,1,90J,49,46,M,10,20,N,,,
2022,45510147,1,2022-02-24,1,90Z,31,28,M,20,20,N,,,
2022,45510148,1,2022-02-12,2,90Z,39,36,F,20,20,R,,,
2022,45510180,1,2022-02-05,1,90D,45,42,F,20,20,R,,,
2022,45510187,2,2022-02-21,1,90B,19,16,F,10,20,R,R,,
2022,45510146,1,2022-02-20,1,90D,34,31,M,10,20,N,,,
2022,45510151,1,2022-02-22,1,90C,39,36,M,20,20,R,,,
2022,45510153,1,2022-02-08,2,90Z,36,33,F,20,20,R,,,
2022,45510169,1,2022-02-27,1,90Z,39,36,M,10,20,R,,,
2022,45510173,1,2022-02-25,1,90Z,40,37,M,10,20,N,,,
2022,45510185,1,2022-02-11,3,90Z,48,45,M,20,20,R,,,
2022,45510188,1,2022-02-03,1,90C,20,17,F,20,20,N,R,,
2022,45510149,1,2022-02-27,1,90D,34,31,M,20,50,R,,,
2022,45510162,2,2022-02-11,2,90C,22,19,F,20,20,R,,,
2022,45510163,3,2022-02-12,2,90C,22,19,F,20,20,R,,,
2022,45510166,1,2022-02-09,1,90J,59,56,F,20,20,R,,,
2022,45510177,2,2022-02-01,2,90C,64,61,F,20,20,R,,,
2022,45510178,1,2022-02-24,1,90C,32,29,F,10,20,R,,,
2022,45510193,1,2022-02-07,2,90Z,28,25,M,10,40,N,,,
2022,45510176,1,2022-02-22,1,90Z,37,34,F,10,20,R,,,
2022,45510191,1,2022-02-20,1,90Z,34,31,M,10,40,R,,,
2022,45510159,1,2022-02-20,2,90Z,23,20,M,98,40,N,,,
2022,45510175,1,2022-02-01,2,90C,58,55,M,20,20,R,,,
2022,45510186,1,2022-02-21,1,90B,20,17,F,10,20,R,R,,
2022,45510189,1,2022-02-19,2,90D,26,23,M,10,20,R,,,
2022,45510192,1,2022-02-13,1,90Z,28,25,M,10,10,R,,,
2022,45510195,1,2022-02-07,1,90Z,52,49,M,10,20,R,,,
2022,45510157,1,2022-02-03,1,90C,18,15,M,20,20,R,R,,
2022,45510158,2,2022-02-03,1,90C,17,14,M,20,50,R,R,,
2022,45510161,1,2022-02-15,2,90Z,58,55,M,10,20,N,,,
2022,45510168,1,2022-02-25,1,90Z,45,42,F,20,20,R,,,
2022,45510170,1,2022-02-11,2,90C,29,26,F,10,20,R,,,
2022,45510171,1,2022-02-23,1,90Z,37,34,M,20,20,R,,,
2022,45510179,1,2022-02-09,2,90Z,64,61,M,10,20,R,,,
2022,45510184,1,2022-02-12,1,90D,50,47,F,10,20,R,,,
2022,45510190,1,2022-02-25,1,90D,46,43,M,10,20,,,,
2022,45710684,1,2022-03-02,1,90Z,49,46,M,20,20,R,,,
2022,45710698,1,2022-03-03,2,90Z,33,30,M,10,50,R,,,
2022,45710709,1,2022-03-27,2,90Z,27,24,F,10,40,R,,,
2022,45710715,1,2022-03-28,2,90Z,39,36,M,10,40,N,,,
2022,45710721,1,2022-03-29,1,90Z,37,34,M,10,20,R,,,
2022,45710723,1,2022-03-06,1,90Z,48,45,M,10,20,R,,,
2022,45710685,1,2022-03-02,1,90Z,55,52,M,10,20,N,,,
2022,45710690,1,2022-03-14,2,90Z,51,48,F,10,20,R,,,
2022,45710702,1,2022-03-31,2,90D,32,29,M,10,10,R,,,
2022,45710703,1,2022-03-04,1,90C,19,16,F,10,20,R,R,,
2022,45710725,1,2022-03-15,1,90Z,44,41,M,10,20,R,,,
2022,45710686,1,2022-03-27,2,90Z,70,67,M,10,20,R,,,
2022,45710689,1,2022-03-04,1,90Z,37,34,M,10,20,R,,,
2022,45710695,1,2022-03-02,1,90G,17,14,M,10,20,N,R,,
2022,45710696,2,2022-03-02,1,90G,17,14,M,10,20,R,R,,
2022,45710687,1,2022-03-14,1,90Z,42,39,M,10,20,R,,,
2022,45710688,1,2022-03-02,1,90J,47,44,M,20,20,R,,,
2022,45710693,1,2022-03-26,1,90Z,37,34,M,10,20,R,,,
2022,45710726,1,2022-03-14,2,90Z,48,45,M,10,20,R,,,
2022,45710691,1,2022-03-16,2,90Z,73,70,M,10,20,R,,,
2022,45710694,1,2022-03-02,2,90Z,47,44,M,10,20,R,,,
2022,45710705,1,2022-03-23,2,90Z,64,61,M,10,20,R,,,
2022,45710707,1,2022-03-14,3,90Z,48,45,M,10,20,N,,,
2022,45710713,1,2022-03-29,1,90C,43,40,F,10,20,R,,,
2022,45710717,1,2022-03-12,1,90C,37,34,M,20,20,R,,,
2022,45710718,1,2022-03-28,1,90C,19,16,F,20,20,R,R,,
2022,45710727,1,2022-03-05,2,90Z,35,32,M,10,20,R,,,
2022,45710692,1,2022-03-01,1,90Z,65,62,M,10,20,R,,,
2022,45710699,1,2022-03-06,1,90C,41,38,M,20,20,R,,,
2022,45710700,1,2022-03-18,2,90F,46,43,F,20,20,R,,,
2022,45710701,1,2022-03-16,1,90C,18,15,M,10,10,R,R,,
2022,45710704,1,2022-03-25,3,90Z,37,34,M,20,20,R,,,
2022,45710706,1,2022-03-03,1,90J,49,46,M,20,20,R,,,
2022,45710708,1,2022-03-11,1,90D,42,39,M,10,20,N,,,
2022,45710711,1,2022-03-10,1,90Z,46,43,M,20,20,R,,,
2022,45710714,1,2022-03-01,1,90J,40,37,F,10,20,R,,,
2022,45710719,1,2022-03-09,2,90D,47,44,M,10,10,N,,,
2022,45710720,1,2022-03-22,2,90Z,51,48,F,10,20,R,,,
2022,45710697,3,2022-03-02,1,90G,19,16,M,10,20,R,R,,
2022,45710710,2,2022-03-30,2,90Z,27,24,F,10,40,R,,,
2022,45710712,1,2022-03-10,1,90J,39,36,F,20,20,R,,,
2022,45710716,1,2022-03-26,3,90Z,68,65,M,10,20,R,,,
2022,45710722,2,2022-03-04,2,90Z,47,44,M,10,20,N,,,
2022,45710724,1,2022-03-11,1,90D,73,70,M,10,20,N,,,
2022,45730438,1,2022-04-16,1,90J,25,22,F,20,20,N,,,
2022,45730439,1,2022-04-09,1,90D,37,34,M,10,20,R,,,
2022,45730445,2,2022-04-13,1,90C,17,14,M,20,20,R,R,,
2022,45730446,3,2022-04-13,1,90C,18,15,M,20,50,R,R,,
2022,45730447,4,2022-04-13,1,90C,20,17,M,20,20,R,R,,
2022,45730449,1,2022-04-08,1,90Z,21,18,M,20,20,U,,,
2022,45730455,1,2022-04-21,1,90Z,17,14,F,10,20,R,R,,
2022,45730464,1,2022-04-25,2,90Z,30,27,M,10,10,R,,,
2022,45730476,1,2022-04-08,1,90Z,42,39,F,10,20,R,,,
2022,45730487,1,2022-04-02,1,90D,27,24,M,10,20,R,,,
2022,45730488,1,2022-04-30,1,90Z,40,37,M,10,20,R,,,
2022,45730490,1,2022-04-08,1,90Z,37,34,M,20,20,R,,,
2022,45730440,1,2022-04-23,1,90J,46,43,M,20,20,R,,,
2022,45730444,1,2022-04-13,1,90C,20,17,M,20,20,R,R,,
2022,45730448,1,2022-04-10,1,90D,34,31,M,10,20,R,,,
2022,45730462,1,2022-04-22,2,90Z,22,19,M,20,20,R,,,
2022,45730467,1,2022-04-27,1,90Z,18,15,M,20,50,R,R,,
2022,45730474,1,2022-04-05,1,90J,29,26,M,10,20,R,,,
2022,45730480,1,2022-04-19,3,90Z,30,27,M,10,20,R,,,
2022,45730481,1,2022-04-13,3,90Z,28,25,M,10,20,R,,,
2022,45730437,1,2022-04-10,1,90C,19,16,M,10,20,R,R,,
2022,45730443,1,2022-04-21,2,90Z,46,43,M,20,20,R,,,
2022,45730454,1,2022-04-18,1,90C,20,17,F,20,20,R,R,,
2022,45730460,1,2022-04-16,2,90J,40,37,F,10,20,R,,,
2022,45730463,1,2022-04-16,2,90J,60,57,M,20,20,N,,,
2022,45730472,1,2022-04-07,1,90Z,44,41,M,10,20,R,,,
2022,45730478,1,2022-04-17,1,90Z,50,47,M,20,20,R,,,
2022,45730441,1,2022-04-17,1,90Z,33,30,M,20,20,R,,,
2022,45730451,1,2022-04-14,2,90C,21,18,F,20,20,R,,,
2022,45730452,2,2022-04-14,2,90C,40,37,F,20,20,R,,,
2022,45730457,1,2022-04-08,2,90C,83,80,M,20,20,R,,,
2022,45730465,1,2022-04-03,1,90D,36,33,M,10,20,R,,,
2022,45730470,1,2022-04-19,2,90J,42,39,F,10,20,R,,,
2022,45730442,1,2022-04-08,1,90Z,67,64,M,20,20,R,,,
2022,45730450,1,2022-04-09,1,90Z,24,21,M,10,10,R,,,
2022,45730459,1,2022-04-29,1,90Z,21,18,M,10,10,R,,,
2022,45730466,1,2022-04-06,2,90Z,27,24,M,10,20,N,,,
2022,45730471,1,2022-04-09,1,90D,47,44,M,10,20,R,,,
2022,45730475,1,2022-04-03,2,90Z,61,58,M,20,20,N,,,
2022,45730483,1,2022-04-17,1,90Z,32,29,M,20,40,R,,,
2022,45730484,1,2022-04-08,2,90D,54,51,M,10,20,R,,,
2022,45730453,3,2022-04-14,2,90C,23,20,F,20,20,R,,,
2022,45730458,2,2022-04-08,2,90C,67,64,M,20,20,R,,,
2022,45730461,1,2022-04-27,2,90Z,27,24,M,10,20,R,,,
2022,45730473,1,2022-04-22,1,90Z,37,34,M,10,20,R,,,
2022,45730456,1,2022-04-21,2,90J,58,55,M,10,20,R,,,
2022,45730482,1,2022-04-30,1,90D,36,33,M,10,20,N,,,
2022,45730486,1,2022-04-12,2,90Z,24,21,F,10,20,R,,,
2022,45730468,1,2022-04-18,1,90D,57,54,F,10,20,N,,,
2022,45730469,1,2022-04-19,1,90J,30,27,M,10,20,R,,,
2022,45730479,1,2022-04-25,2,90Z,27,24,M,10,20,R,,,
2022,45730485,1,2022-04-17,2,90D,48,45,M,10,20,R,,,
2022,45730477,1,2022-04-16,2,90Z,26,23,M,10,20,R,,,
2022,45730489,1,2022-04-15,1,90Z,44,41,F,20,20,R,,,
2022,45773233,1,2022-05-12,1,90G,18,15,F,10,20,R,R,,
2022,45773239,1,2022-05-19,3,90Z,34,31,M,10,20,N,,,
2022,45773243,1,2022-05-09,1,90Z,42,39,M,10,20,N,,,
2022,45773250,1,2022-05-24,2,90J,63,60,F,10,20,R,,,
2022,45773260,1,2022-05-21,3,90J,28,25,M,20,20,R,,,
2022,45773264,1,2022-05-20,2,90J,84,81,M,10,20,R,,,
2022,45773240,1,2022-05-14,2,90J,30,27,M,10,20,R,,,
2022,45773246,1,2022-05-14,1,90C,17,14,M,20,20,R,R,,
2022,45773253,1,2022-05-28,2,90D,46,43,F,10,20,R,,,
2022,45773237,1,2022-05-07,2,90C,49,46,M,10,20,R,,,
2022,45773238,2,2022-05-07,2,90C,21,18,M,10,20,R,,,
2022,45773255,1,2022-05-29,2,90Z,27,24,M,10,10,N,,,
2022,45773258,1,2022-05-10,1,90Z,46,43,M,10,20,R,,,
2022,45773231,1,2022-05-03,1,90Z,35,32,M,10,20,N,,,
2022,45773244,1,2022-05-28,1,90Z,28,25,M,20,20,R,,,
2022,45773248,1,2022-05-01,1,90Z,31,28,M,10,20,R,,,
2022,45773232,1,2022-05-08,1,90J,34,31,M,10,50,R,,,
2022,45773247,1,2022-05-01,1,90Z,22,19,M,20,20,R,,,
2022,45773262,1,2022-05-07,2,90Z,27,24,M,10,10,R,,,
2022,45773241,1,2022-05-18,1,90Z,24,21,M,10,20,R,,,
2022,45773252,1,2022-05-20,1,90D,34,31,M,20,20,N,,,
2022,45773254,1,2022-05-25,1,90Z,37,34,M,20,20,R,,,
2022,45773242,1,2022-05-28,2,90D,45,42,M,10,20,R,,,
2022,45773251,1,2022-05-02,2,90Z,31,28,M,10,40,N,,,
2022,45773256,1,2022-05-20,1,90Z,33,30,F,10,20,R,,,
2022,45773263,1,2022-05-22,1,90D,33,30,M,10,20,N,,,
2022,46291983,1,2022-06-09,1,90Z,61,58,M,10,10,N,,,
2022,46291985,1,2022-06-23,2,90Z,62,59,M,10,20,R,,,
2022,46292002,1,2022-06-12,1,90Z,29,26,F,10,20,R,,,
2022,46292014,1,2022-06-20,1,90Z,20,17,F,20,20,R,R,,
2022,46292015,2,2022-06-20,1,90Z,20,17,F,20,20,R,R,,
2022,46292033,1,2022-06-30,2,90Z,24,21,M,20,40,N,,,
2022,46291986,1,2022-06-19,2,90Z,24,21,F,20,20,R,,,
2022,46292016,1,2022-06-29,1,90Z,49,46,M,10,20,R,,,
2022,46292018,1,2022-06-25,1,90Z,59,56,M,20,20,R,,,
2022,46291991,1,2022-06-22,1,90Z,21,18,M,20,50,R,,,
2022,46291996,1,2022-06-18,2,90Z,45,42,F,10,20,R,,,
2022,46292003,1,2022-06-17,2,90Z,72,69,M,10,20,R,,,
2022,46292006,1,2022-06-20,1,90D,45,42,M,20,20,R,,,
2022,46292011,1,2022-06-03,1,90Z,16,13,M,20,20,N,R,,
2022,46292012,1,2022-06-28,2,90Z,26,23,M,10,20,R,,,
2022,46292005,1,2022-06-10,2,90Z,33,30,F,20,20,R,,,
2022,46292007,1,2022-06-11,1,90C,24,21,F,20,20,N,,,
2022,46291982,1,2022-06-13,3,90Z,38,35,M,20,20,R,,,
2022,46291988,1,2022-06-25,1,90D,31,28,F,10,20,R,,,
2022,46291990,1,2022-06-04,1,90D,41,38,F,20,20,,,,
2022,46291994,1,2022-06-20,2,90J,43,40,F,10,20,R,,,
2022,46292000,2,2022-06-22,1,90Z,47,44,F,10,20,R,,,
2022,46291981,1,2022-06-19,1,90J,31,28,M,10,10,R,,,
2022,46291984,1,2022-06-19,2,90Z,78,75,F,10,50,R,,,
2022,46291987,1,2022-06-30,1,90D,32,29,M,20,40,R,,,
2022,46291989,1,2022-06-17,2,90Z,25,22,M,10,20,N,,,
2022,46291992,1,2022-06-22,2,90Z,28,25,F,40,20,N,,,
2022,46291993,1,2022-06-08,1,90J,57,54,M,10,20,N,,,
2022,46291995,1,2022-06-12,1,90J,36,33,M,20,20,N,,,
2022,46291997,1,2022-06-05,1,90Z,32,29,M,20,20,N,,,
2022,46291998,2,2022-06-05,1,90Z,27,24,M,20,20,N,,,
2022,46291999,1,2022-06-22,1,90Z,34,31,M,20,20,R,,,
2022,46292001,1,2022-06-12,2,90C,39,36,M,10,20,R,,,
2022,46292004,1,2022-06-15,1,90Z,23,20,M,20,50,R,,,
2022,46292008,1,2022-06-11,1,90Z,37,34,F,10,20,R,,,
2022,46292009,1,2022-06-29,2,90Z,38,35,M,10,20,R,,,
2022,46292010,1,2022-06-27,3,90J,34,31,M,10,20,R,,,
2022,46292013,1,2022-06-07,2,90C,44,41,M,10,20,N,,,
2022,46292017,1,2022-06-18,1,90Z,38,35,M,20,20,R,,,
2022,46292020,1,2022-06-30,2,90Z,49,46,M,20,20,R,,,
2022,46292021,1,2022-06-02,1,90C,16,13,F,10,20,R,R,,
2022,46292022,1,2022-06-17,2,90Z,55,52,M,10,40,R,,,
2022,46292023,1,2022-06-17,1,90Z,66,63,M,10,20,R,,,
2022,46292024,1,2022-06-17,1,90C,72,69,M,20,20,R,,,
2022,46292027,1,2022-06-16,2,90Z,21,18,M,20,50,R,,,
2022,46292028,1,2022-06-26,2,90Z,37,34,M,20,20,R,,,
2022,46292029,1,2022-06-11,1,90D,27,24,M,10,20,R,,,
2022,46292031,1,2022-06-04,3,90Z,35,32,M,20,20,R,,,
2022,46292034,1,2022-06-18,1,90Z,61,58,M,20,20,R,,,
2022,46598355,1,2022-07-10,1,90Z,32,29,M,20,20,,,,
2022,46598356,1,2022-07-19,1,90Z,21,18,M,20,20,,,,
2022,46598366,1,2022-07-03,1,90Z,26,23,F,20,20,,,,
2022,46598374,1,2022-07-05,1,90Z,29,26,F,20,50,,,,
2022,46598380,1,2022-07-30,2,90Z,35,32,M,98,40,N,,,
2022,46598324,1,2022-07-06,3,90Z,31,28,M,20,20,N,,,
2022,46598325,1,2022-07-22,2,90Z,43,40,M,10,20,R,,,
2022,46598326,1,2022-07-18,2,90J,48,45,F,20,20,N,,,
2022,46598327,1,2022-07-02,1,90Z,45,42,M,20,20,R,,,
2022,46598330,1,2022-07-26,2,90Z,41,38,M,10,20,R,,,
2022,46598331,1,2022-07-23,1,90D,46,43,M,10,50,,,,
2022,46598332,1,2022-07-28,1,90D,37,34,M,20,20,,,,
2022,46598333,1,2022-07-12,3,90Z,36,33,M,20,20,N,,,
2022,46598335,1,2022-07-06,1,90D,28,25,M,20,40,,,,
2022,46598336,1,2022-07-30,1,90D,59,56,M,10,10,N,,,
2022,46598337,1,2022-07-09,1,90Z,25,22,M,20,20,R,,,
2022,46598338,1,2022-07-07,1,90Z,54,51,M,10,20,R,,,
2022,46598339,1,2022-07-04,2,90Z,28,25,M,20,40,N,,,
2022,46598341,1,2022-07-24,1,90Z,21,18,M,20,20,,,,
2022,46598342,1,2022-07-26,1,90Z,52,49,M,10,20,R,,,
2022,46598343,1,2022-07-03,3,90J,23,20,M,20,20,R,,,
2022,46598344,1,2022-07-07,2,90Z,50,47,M,10,20,N,,,
2022,46598345,1,2022-07-19,2,90C,57,54,M,10,20,R,,,
2022,46598346,1,2022-07-04,1,90Z,29,26,F,10,20,R,,,
2022,46598347,1,2022-07-03,1,90Z,103,00,F,40,20,,,,
2022,46598348,1,2022-07-17,2,90J,30,27,F,10,20,R,,,
2022,46598349,2,2022-07-17,2,90J,50,47,F,10,20,N,,,
2022,46598350,1,2022-07-24,2,90D,29,26,M,10,20,R,,,
2022,46598352,1,2022-07-01,2,90Z,21,18,M,10,20,R,,,
2022,46598353,1,2022-07-23,2,90Z,25,22,F,10,50,N,,,
2022,46598354,1,2022-07-17,2,90Z,58,55,F,20,20,R,,,
2022,46598357,1,2022-07-22,2,90Z,53,50,F,10,40,R,,,
2022,46598379,1,2022-07-26,3,90Z,43,40,M,10,20,R,,,
2022,46598385,1,2022-07-08,1,90Z,34,31,M,10,10,,,,
2022,46598387,1,2022-07-07,1,90J,24,21,M,10,20,R,,,
2022,46598370,1,2022-07-04,1,90C,33,30,F,20,20,R,,,
2022,46598373,1,2022-07-02,2,90Z,72,69,M,10,20,R,,,
2022,46598359,1,2022-07-28,2,90Z,66,63,M,10,20,R,,,
2022,46598360,1,2022-07-23,1,90D,41,38,M,20,50,,,,
2022,46598362,1,2022-07-30,2,90Z,30,27,M,10,20,N,,,
2022,46598383,1,2022-07-12,1,90B,20,17,M,20,20,R,R,,
2022,46598361,1,2022-07-22,3,90Z,36,33,F,20,20,R,,,
2022,46598365,2,2022-07-29,1,90D,31,28,M,10,20,R,,,
2022,46598384,1,2022-07-26,3,90Z,43,40,M,10,20,R,,,
2022,46598386,1,2022-07-02,3,90Z,36,33,F,10,20,R,,,
2022,46598369,1,2022-07-26,1,90D,64,61,M,10,20,R,,,
2022,46598372,1,2022-07-24,2,90D,30,27,F,10,20,N,,,
2022,46598375,1,2022-07-19,1,90Z,36,33,M,20,20,N,,,
2022,46598376,1,2022-07-20,2,90Z,31,28,M,10,40,R,,,
2022,46598377,1,2022-07-21,2,90Z,37,34,M,10,10,R,,,
2022,46598364,1,2022-07-29,1,90Z,36,33,F,10,20,R,,,
2022,46598368,1,2022-07-18,2,90Z,25,22,M,10,20,R,,,
2022,46598371,1,2022-07-03,1,90Z,28,25,M,10,10,R,,,
2022,46598378,1,2022-07-30,2,90J,41,38,F,20,20,R,,,
2022,46598381,1,2022-07-02,1,90Z,29,26,M,20,20,N,,,
2022,46598382,1,2022-07-29,1,90D,28,25,M,10,10,,,,
2022,46742633,1,2022-08-28,1,90D,34,31,F,10,10,,,,
2022,46742616,1,2022-08-22,1,90C,18,15,M,20,20,R,R,,
2022,46742618,3,2022-08-22,1,90C,16,13,M,20,20,R,R,,
2022,46742624,1,2022-08-29,1,90Z,54,51,M,10,50,,,,
2022,46742625,1,2022-08-29,1,90Z,24,21,M,10,20,N,,,
2022,46742617,2,2022-08-22,1,90C,18,15,M,20,50,R,R,,
2022,46742619,4,2022-08-23,1,90C,17,14,M,20,20,R,R,,
2022,46742621,1,2022-08-14,1,90D,64,61,M,10,20,,,,
2022,46742622,1,2022-08-13,1,90Z,31,28,M,10,20,N,,,
2022,46742623,1,2022-08-14,1,90Z,50,47,M,10,20,R,,,
2022,46742626,1,2022-08-28,3,90Z,42,39,M,10,20,R,,,
2022,46742628,1,2022-08-15,3,90Z,24,21,M,20,20,R,,,
2022,46742629,1,2022-08-22,3,90J,54,51,M,10,20,R,,,
2022,46742635,1,2022-08-26,2,90C,56,53,M,10,20,R,,,
2022,46742637,1,2022-08-28,1,90Z,42,39,F,20,20,R,,,
2022,46742639,1,2022-08-29,1,90C,20,17,M,20,20,R,R,,
2022,46742640,2,2022-08-29,1,90C,20,17,M,20,20,R,R,,
2022,46742641,1,2022-08-05,1,90Z,48,45,M,10,20,N,,,
2022,46742643,1,2022-08-17,1,90Z,44,41,M,10,20,R,,,
2022,46742644,1,2022-08-13,2,90C,58,55,M,20,20,R,,,
2022,46742646,3,2022-08-13,2,90C,65,62,F,20,20,R,,,
2022,46742647,1,2022-08-21,1,90D,46,43,M,10,10,,,,
2022,46742649,1,2022-08-08,2,90Z,69,66,M,20,40,N,,,
